3911.1108 1.0
3912.0115 1.0371
3912.9124 0.8999
3913.8135 0.8696
3914.7146 1.0123
3915.6162 0.9331
3916.5178 0.91
3917.4197 0.9483
3918.3218 0.9751
3919.224 0.9712
3920.1267 0.9262
3921.0295 0.9327
3921.9324 0.8295
3922.8357 0.9281
3923.739 0.9131
3924.6426 0.9884
3925.5464 1.0301
3926.4504 1.0304
3927.3545 0.9529
3928.259 0.9554
3929.1636 0.9522
3930.0684 0.9134
3930.9734 0.9235
3931.8787 0.8754
3932.7842 0.7353
3933.6897 0.6333
3934.5957 0.4401
3935.5017 0.2974
3936.408 0.3836
3937.3145 0.579
3938.2212 0.7337
3939.1282 0.8472
3940.0354 0.8998
3940.9426 0.9373
3941.85 1.0524
3942.7578 1.0256
3943.6658 0.9625
3944.574 0.9724
3945.4824 0.9546
3946.3909999999996 0.9274
3947.2998 0.965
3948.2087 0.9719
3949.118 0.9851
3950.0273 0.8195
3950.937 0.9871
3951.847 0.9045
3952.7568 0.8488
3953.6672 0.9237
3954.5776 0.9546
3955.4883 0.84
3956.3992 0.9104
3957.3103 0.8602
3958.2217 0.926
3959.1333 0.87
3960.045 0.8429
3960.9568 0.8172
3961.869 0.9128
3962.7812 0.7882
3963.6938 0.7157
3964.6067 0.7232
3965.5198 0.7138
3966.4329 0.6757
3967.3462 0.6155
3968.26 0.5382
3969.1738 0.3577
3970.0879999999997 0.3089
3971.002 0.2035
3971.9165 0.2901
3972.8313 0.2973
3973.7459999999996 0.4886
3974.6611 0.5083
3975.5764 0.6682
3976.492 0.7298
3977.4077 0.6121
3978.3237 0.7474
3979.2397 0.7123
3980.1562 0.7776
3981.0728 0.8469
3981.9895 0.8595
3982.9065 0.8107
3983.8237 0.7742
3984.7412 0.8487
3985.6587 0.8521
3986.5767 0.8826
3987.4946 0.9021
3988.4128 0.8789
3989.3313 0.8562
3990.25 0.9674
3991.1690000000003 0.9927
3992.0881 0.9545
3993.0073 0.9612
3993.927 0.9604
3994.8467 1.0045
3995.7666 0.9488
3996.6868 0.9128
3997.6072 0.9224
3998.5278 0.8882
3999.4485 0.9456
4000.3696 0.9283
4001.2908 0.9235
4002.2122 0.9364
4003.1338 0.9579
4004.0557 0.9856
4004.9778 0.9571
4005.9001 0.875
4006.8225 0.9295
4007.7454 0.8967
4008.6682 0.8381
4009.5913 0.9937
4010.5146 0.9216
4011.4382 0.9993
4012.362 0.897
4013.2861 0.8984
4014.2102 0.9798
4015.1345 0.9568
4016.0593 0.9474
4016.9841 0.9308
4017.9092 1.0054
4018.8345 0.9444
4019.7598 1.0491
4020.6855 0.9982
4021.6116 1.0522
4022.5376 0.9809
4023.4639 1.247
4024.3904 0.9351
4025.3171 0.9813
4026.2441 0.9759
4027.1714 0.9526
4028.0989 0.9188
4029.0264 0.944
4029.954 0.9797
4030.8823 0.8603
4031.8105 0.8942
4032.739 0.9585
4033.6677 0.875
4034.5964 0.9275
4035.5256 0.9064
4036.455 0.9532
4037.3845 1.0328
4038.3142 0.9081
4039.2441 0.8909
4040.1743 0.9637
4041.1047 1.0065
4042.0354 0.9199
4042.9663 0.9757
4043.8972 1.0097
4044.8286 0.9565
4045.76 0.9311
4046.6917 0.925
4047.6235 0.9101
4048.5557 0.8783
4049.488 0.8982
4050.4204 0.9557
4051.3533 0.9937
4052.2861 0.9899
4053.2195 0.9323
4054.1528 0.9179
4055.0864 0.9283
4056.0203 0.9524
4056.9543 1.015
4057.8884 0.9642
4058.823 0.938
4059.7576 0.9652
4060.6926 0.9386
4061.6277 0.992
4062.563 0.986
4063.4985 1.0312
4064.4343 0.9058
4065.3704 0.8337
4066.3064 0.9398
4067.243 0.893
4068.1794 0.9441
4069.1165 0.904
4070.0535 0.9953
4070.9907 0.971
4071.9282 0.9313
4072.866 0.9139
4073.8037 0.8361
4074.742 0.903
4075.6804 0.9245
4076.619 0.9937
4077.5576 0.9241
4078.4966 0.9468
4079.4358 0.887
4080.3752 0.8434
4081.315 0.9334
4082.255 0.9731
4083.1948 0.9187
4084.1353 0.888
4085.0757 0.9259
4086.0164 0.8893
4086.9575 0.932
4087.8987 0.9518
4088.8398 0.9542
4089.7815 0.861
4090.7234 0.9065
4091.6653 0.8547
4092.6077 0.814
4093.55 0.8205
4094.4927 0.8282
4095.4358 0.7678
4096.379 0.7676
4097.3223 0.9328
4098.2656 0.7961
4099.2095 0.6529
4100.1533 0.6672
4101.0977 0.6047
4102.042 0.4959
4102.987 0.3751
4103.9316 0.3494
4104.8765 0.4498
4105.822 0.525
4106.7676 0.638
4107.7134 0.762
4108.659000000001 0.7992
4109.6055 0.7638
4110.552 0.7681
4111.498 0.7852
4112.4453 0.8121
4113.392 0.8662
4114.3394 0.8848
4115.2866 0.8762
4116.2344 0.9169
4117.1826 0.923
4118.1304 0.8957
4119.079000000001 0.9439
4120.0273 0.9325
4120.976 0.9678
4121.9253 0.9379
4122.8745 0.9368
4123.8237 0.9322
4124.7734 0.9207
4125.7236 0.9687
4126.6733 0.9774
4127.624 0.9796
4128.5740000000005 0.9726
4129.525 0.909
4130.476 0.9866
4131.4272 0.9459
4132.379 0.9575
4133.33 0.9288
4134.282 0.9614
4135.2344 0.9471
4136.1865 0.9789
4137.139 0.9026
4138.092000000001 1.0014
4139.0444 0.9885
4139.998 1.0193
4140.951 1.0171
4141.905 0.9754
4142.8584 0.9935
4143.8125 0.9866
4144.767 0.9724
4145.721 1.0094
4146.6763 0.9284
4147.630999999999 0.9974
4148.585999999999 0.9737
4149.5415 0.9829
4150.497 0.9393
4151.4526 0.9465
4152.4087 0.9936
4153.365 0.9894
4154.322 1.026
4155.2783 0.9828
4156.2354 0.9444
4157.1924 0.9826
4158.1494 0.9584
4159.107 0.9357
4160.065 0.9722
4161.023 0.9736
4161.981 0.9612
4162.9395 0.957
4163.8984 0.9736
4164.857 0.9696
4165.8164 0.986
4166.7754 1.0496
4167.7354 0.9958
4168.695 1.042
4169.655 1.0127
4170.615 0.9443
4171.5757 1.0021
4172.536 0.9687
4173.497 0.9353
4174.458 0.9492
4175.4194 0.9399
4176.380999999999 0.94
4177.343 0.9494
4178.3047 0.9755
4179.267 0.9857
4180.2295 0.9843
4181.192 0.9132
4182.155 0.9316
4183.1179999999995 0.9714
4184.081 0.9203
4185.045 0.9428
4186.009 0.9576
4186.9727 0.9533
4187.9365 0.9784
4188.9014 0.9762
4189.8657 0.969
4190.8306 0.9752
4191.795999999999 0.9799
4192.7609999999995 0.9387
4193.7266 0.9876
4194.6924 0.9857
4195.657999999999 1.0209
4196.6245 1.018
4197.590999999999 1.0008
4198.5576 0.9885
4199.5244 0.9396
4200.4917 0.8724
4201.459 0.9436
4202.4263 0.9329
4203.394 0.942
4204.3623 0.9299
4205.33 0.9929
4206.299 0.9571
4207.2676 0.9697
4208.2363 0.9981
4209.2056 0.9701
4210.175 1.0259
4211.144 0.9623
4212.1140000000005 1.0236
4213.084 1.0284
4214.054 0.9635
4215.0244 1.0118
4215.995 0.9805
4216.9663 0.9332
4217.937 0.9041
4218.9087 0.9818
4219.88 0.9486
4220.852 0.9614
4221.8237 0.9943
4222.795999999999 0.9933
4223.7686 0.9344
4224.741 0.9929
4225.714 0.9196
4226.687 0.9965
4227.6606 0.9478
4228.6343 0.828
4229.608 0.8933
4230.582 0.9188
4231.556 0.9671
4232.531 1.0134
4233.5054 0.9493
4234.4805 0.9303
4235.4556 0.9418
4236.4307 0.8997
4237.4062 0.9277
4238.3823 1.0071
4239.3584 0.9812
4240.3345 0.9372
4241.311 0.9575
4242.2876 0.9919
4243.2646 1.0081
4244.2417 0.9859
4245.219 0.9465
4246.197 0.9386
4247.175 1.0267
4248.153 0.9095
4249.130999999999 0.8827
4250.1094 0.916
4251.0884 0.9709
4252.067 0.9778
4253.0464 0.9387
4254.026 0.9442
4255.0054 0.9984
4255.9854 0.9032
4256.9653 0.9497
4257.946 0.9768
4258.9263 1.026
4259.9067 0.9316
4260.8877 0.9641
4261.869000000001 0.9267
4262.8506 0.9149
4263.832 0.9834
4264.814 0.956
4265.7964 1.041
4266.779 1.0248
4267.7609999999995 1.0506
4268.744000000001 0.9813
4269.727 0.9852
4270.7104 0.9546
4271.694 0.9224
4272.6772 0.9687
4273.6616 0.8632
4274.6455 0.9413
4275.63 0.9242
4276.6147 0.9668
4277.5996 1.0016
4278.5845 0.9975
4279.57 0.9939
4280.555 1.049
4281.541 1.0292
4282.527 1.047
4283.513 0.9962
4284.4995 0.9256
4285.4863 0.9847
4286.473 0.9929
4287.4604 0.9956
4288.4478 0.9905
