Unnamed: 0,file,ut_epoch,ra,dec,jd,bjd,star_match,spec_bjd,photo_bjd,T_final,err_tot,phasemod,baseline_time,baseline_div_period
79,AR_Per_11.fits,2012-12-24 03:23:39.71,04:18:08.40,+47:20:16.0,2456285.6414318285,2456285.6469672243,AR Per,2456285.6469672243,2456574.74991518,0.42555047030000004,6.505386482068921e-06,0.6376960371428595,-289.10294795548543,-679.3623039628571
108,AR_Per_12.fits,2012-12-24 06:06:39.66,04:18:11.80,+47:20:02.30,2456285.7546256944,2456285.7601578347,AR Per,2456285.7601578347,2456574.74991518,0.42555047030000004,6.505386482068921e-06,0.9036823732585617,-288.989757345058,-679.0963176267414
110,AR_Per_13.fits,2012-12-24 06:25:43.06,04:18:12.60,+47:20:02.30,2456285.76785949,2456285.77339128,AR Per,2456285.77339128,2456574.74991518,0.42555047030000004,6.505386482068921e-06,0.9347796132869917,-288.9765238999389,-679.065220386713
138,AR_Per_14.fits,2012-12-24 06:48:31.97,04:18:13.60,+47:20:02.30,2456285.783703356,2456285.7892347286,AR Per,2456285.7892347286,2456574.74991518,0.42555047030000004,6.505386482068921e-06,0.972010094276925,-288.9606804512441,-679.0279899057231
162,AR_Per_15.fits,2012-12-25 04:16:23.67,04:18:08.20,+47:20:06.30,2456286.6780517357,2456286.6835516985,AR Per,2456286.6835516985,2456574.74991518,0.42555047030000004,6.505386482068921e-06,0.07356333489394729,-288.06636348133907,-676.926436665106
3,AR_Per_16.fits,2012-12-28 05:51:42.70,04:18:11.80,+47:20:03.20,2456289.7442442128,2456289.7496305034,AR Per,2456289.7496305034,2456574.74991518,0.42555047030000004,6.505386482068921e-06,0.27853435216843536,-285.00028467644006,-669.7214656478316
119,AV_Peg_01.fits,2013-07-24 08:46:04.27,21:52:45.50,+22:34:05.70,2456497.865327199,2456497.86998138,AV Peg,2456497.86998138,2456593.58904773,0.3903816816,6.505386482068921e-06,0.8064602891205368,-95.7190663497895,-245.19353971087946
46,AV_Peg_02.fits,2013-07-24 10:01:28.47,21:52:46.90,+22:33:34.50,2456497.917690625,2456497.9223477743,AV Peg,2456497.9223477743,2456593.58904773,0.3903816816,6.505386482068921e-06,0.9406018140745687,-95.66669995570555,-245.05939818592543
90,AV_Peg_03.fits,2013-07-24 10:47:39.05,21:52:49.90,+22:33:34.50,2456497.949757524,2456497.954415798,AV Peg,2456497.954415798,2456593.58904773,0.3903816816,6.505386482068921e-06,0.022747123230345778,-95.63463193178177,-244.97725287676965
11,AV_Peg_04.fits,2013-07-25 07:39:22.39,21:52:44.90,+22:33:31.40,2456498.819009144,2456498.8237113687,AV Peg,2456498.8237113687,2456593.58904773,0.3903816816,6.505386482068921e-06,0.24953083646931873,-94.76533636124805,-242.75046916353068
30,AV_Peg_05.fits,2013-07-25 08:16:03.93,21:52:44.90,+22:34:06.10,2456498.844489931,2456498.8491927776,AV Peg,2456498.8491927776,2456593.58904773,0.3903816816,6.505386482068921e-06,0.3148039015966333,-94.73985495232046,-242.68519609840337
149,AV_Peg_06.fits,2013-07-25 08:51:36.36,21:52:44.90,+22:34:06.10,2456498.869170833,2456498.873874892,AV Peg,2456498.873874892,2456593.58904773,0.3903816816,6.505386482068921e-06,0.37802949728873614,-94.71517283795401,-242.62197050271126
150,AV_Peg_07.fits,2013-07-25 10:17:00.98,21:52:49.10,+22:34:03.0,2456498.928483565,2456498.9331899458,AV Peg,2456498.9331899458,2456593.58904773,0.3903816816,6.505386482068921e-06,0.5299706782965075,-94.65585778420791,-242.4700293217035
2,AV_Peg_08.fits,2013-07-26 08:03:17.91,21:52:45.40,+22:34:05.70,2456499.835623958,2456499.840374843,AV Peg,2456499.840374843,2456593.58904773,0.3903816816,6.505386482068921e-06,0.8538115248704798,-93.74867288675159,-240.14618847512952
44,AV_Peg_09.fits,2013-07-26 08:38:38.26,21:52:44.40,+22:34:05.70,2456499.860165046,2456499.8649172536,AV Peg,2456499.8649172536,2456593.58904773,0.3903816816,6.505386482068921e-06,0.9166792554763958,-93.72413047635928,-240.0833207445236
139,BH_Peg_01.fits,2013-07-24 09:36:23.75,22:53:47.40,+15:46:56.50,2456497.9002748844,2456497.9045969616,BH Peg,2456497.9045969616,2456563.6316311043,0.640993,7.008262170222624e-06,0.4606054314063641,-65.72703414270654,-102.53939456859364
42,BH_Peg_02.fits,2013-07-24 10:25:10.29,22:53:47.90,+15:47:21.10,2456497.934146875,2456497.938470805,BH Peg,2456497.938470805,2456563.6316311043,0.640993,7.008262170222624e-06,0.5134513181708087,-65.69316029921174,-102.48654868182919
