Unnamed: 0,file,ut_epoch,ra,dec,jd,bjd,star_match,spec_bjd,photo_bjd,T_final,err_tot,phasemod,baseline_time,baseline_div_period
0,BH_Peg_03.fits,2013-07-24 11:12:07.52,22:53:49.60,+15:47:25.50,2456497.9667537035,2456497.9710793938,BH Peg,2456497.9710793938,2456563.6316311043,0.640993,7.008262170222624e-06,0.5643233069316835,-65.66055171051994,-102.43567669306832
163,RR_Cet_01.fits,2012-12-22 02:04:07.93,01:32:52.00,+01:20:08.90,2456283.586202893,2456283.5890340623,RR Cet,2456283.5890340623,2456576.672002036,0.55305291,6.634404432869557e-06,0.06341947684552451,-293.0829679737799,-529.9365805231545
4,RR_Cet_02.fits,2012-12-22 02:20:51.45,01:32:51.70,+01:20:08.90,2456283.5978177083,2456283.6006476907,RR Cet,2456283.6006476907,2456576.672002036,0.55305291,6.634404432869557e-06,0.08441860396590073,-293.0713543454185,-529.9155813960341
40,RR_Cet_03.fits,2012-12-22 02:35:51.61,01:32:52.50,+01:20:08.10,2456283.6082362267,2456283.6110655093,RR Cet,2456283.6110655093,2456576.672002036,0.55305291,6.634404432869557e-06,0.10325553325264991,-293.06093652686104,-529.8967444667474
63,RR_Cet_04.fits,2012-12-22 02:49:15.67,01:32:53.20,+01:20:07.60,2456283.617542477,2456283.62037113,RR Cet,2456283.62037113,2456576.672002036,0.55305291,6.634404432869557e-06,0.1200814470083742,-293.05163090629503,-529.8799185529916
78,RR_Cet_05.fits,2012-12-22 04:08:28.99,01:32:55.70,+01:20:05.40,2456283.6725577544,2456283.675382109,RR Cet,2456283.675382109,2456576.672002036,0.55305291,6.634404432869557e-06,0.2195492882747203,-292.9966199272312,-529.7804507117253
106,RR_Cet_06.fits,2012-12-22 05:26:39.18,01:33:00.80,+01:20:11.60,2456283.726842361,2456283.72966346,RR Cet,2456283.72966346,2456576.672002036,0.55305291,6.634404432869557e-06,0.31769785629603575,-292.9423385760747,-529.682302143704
111,RR_Cet_07.fits,2012-12-24 03:44:32.77,01:32:54.40,+01:19:59.70,2456285.655934838,2456285.658572581,RR Cet,2456285.658572581,2456576.672002036,0.55305291,6.634404432869557e-06,0.8054457484122395,-291.01342945499346,-526.1945542515878
49,RR_Cet_08.fits,2012-12-24 04:43:04.90,01:32:56.70,+01:20:04.10,2456285.69658449,2456285.699219231,RR Cet,2456285.699219231,2456576.672002036,0.55305291,6.634404432869557e-06,0.8789407959243363,-290.97278280509636,-526.1210592040757
87,RR_Cet_09.fits,2012-12-27 01:30:30.61,01:32:51.00,+01:20:08.50,2456288.5628542826,2456288.5652141217,RR Cet,2456288.5652141217,2456576.672002036,0.55305291,6.634404432869557e-06,0.061075884384649726,-288.10678791441023,-520.9389241156154
155,RR_Leo_01.fits,2012-12-23 09:59:10.11,10:08:25.40,+23:50:08.50,2456284.9160892363,2456284.92015215,RR Leo,2456284.92015215,2456604.945375506,0.45240363385,1.0439810056868674e-06,0.6112890997497971,-320.0252233557403,-707.3887109002502
17,RR_Leo_02.fits,2012-12-23 10:10:12.24,10:08:26.20,+23:50:07.20,2456284.9237527773,2456284.9278160576,RR Leo,2456284.9278160576,2456604.945375506,0.45240363385,1.0439810056868674e-06,0.6282295195646839,-320.0175594482571,-707.3717704804353
24,RR_Leo_03.fits,2012-12-23 12:02:01.28,10:08:28.60,+23:50:10.70,2456285.0014037043,2456285.0054724547,RR Leo,2456285.0054724547,2456604.945375506,0.45240363385,1.0439810056868674e-06,0.7998824226801844,-319.93990305112675,-707.2001175773198
53,RR_Leo_04.fits,2012-12-23 12:13:00.43,10:08:29.00,+23:50:10.30,2456285.0090327547,2456285.0131019875,RR Leo,2456285.0131019875,2456604.945375506,0.45240363385,1.0439810056868674e-06,0.8167468602349572,-319.9322735182941,-707.183253139765
84,RR_Leo_05.fits,2012-12-23 12:26:10.65,10:08:29.80,+23:50:10.30,2456285.018178819,2456285.022248536,RR Leo,2456285.022248536,2456604.945375506,0.45240363385,1.0439810056868674e-06,0.8369645323701889,-319.92312696995214,-707.1630354676298
94,RR_Leo_06.fits,2012-12-23 12:37:12.43,10:08:30.20,+23:50:10.30,2456285.0258383104,2456285.0299085127,RR Leo,2456285.0299085127,2456604.945375506,0.45240363385,1.0439810056868674e-06,0.8538962638223211,-319.91546699311584,-707.1461037361777
127,RR_Leo_07.fits,2012-12-23 12:50:58.42,10:08:30.60,+23:50:10.30,2456285.03539838,2456285.039469216,RR Leo,2456285.039469216,2456604.945375506,0.45240363385,1.0439810056868674e-06,0.8750293904919317,-319.9059062898159,-707.1249706095081
64,RR_Leo_08.fits,2012-12-26 07:53:29.88,10:08:30.30,+23:50:08.90,2456287.828818056,2456287.8331068987,RR Leo,2456287.8331068987,2456604.945375506,0.45240363385,1.0439810056868674e-06,0.050129397778846396,-317.11226860713214,-700.9498706022212
56,RR_Lyr_01.fits,2013-07-25 08:03:42.61,19:25:59.80,+42:43:44.90,2456498.8359098383,2456498.8393075946,RR Lyr,2456498.8393075946,2456465.6243126653,0.5668179800500001,1.3162261027768374e-05,0.5990496037815802,33.21499492926523,58.59904960378158
128,RR_Lyr_02.fits,2013-07-25 08:39:07.68,19:26:01.60,+42:43:42.70,2456498.8605055558,2456498.863903556,RR Lyr,2456498.863903556,2456465.6243126653,0.5668179800500001,1.3162261027768374e-05,0.6424426546480788,33.239590890705585,58.64244265464808
93,RR_Lyr_03.fits,2013-07-26 09:02:45.82,19:26:02.90,+42:43:45.70,2456499.8769192128,2456499.880320196,RR Lyr,2456499.880320196,2456465.6243126653,0.5668179800500001,1.3162261027768374e-05,0.4356402521047542,34.25600753072649,60.435640252104754
156,RR_Lyr_04.fits,2013-07-26 09:06:40.35,19:26:04.10,+42:43:45.70,2456499.8796336805,2456499.8830347555,RR Lyr,2456499.8830347555,2456465.6243126653,0.5668179800500001,1.3162261027768374e-05,0.4404293723009829,34.25872209016234,60.44042937230098
146,RU_Psc_01.fits,2012-12-24 04:10:12.48,01:15:13.20,+24:23:58.30,2456285.6737555554,2456285.6767611224,RU Psc,2456285.6767611224,2456602.7204287453,,7.008262170222624e-06,,-317.0436676228419,
28,RU_Psc_02.fits,2012-12-25 03:25:31.42,01:15:10.20,+24:24:18.50,2456286.6427247687,2456286.645642918,RU Psc,2456286.645642918,2456602.7204287453,,7.008262170222624e-06,,-316.0747858271934,
14,RU_Psc_03.fits,2012-12-27 01:50:28.26,01:15:07.00,+24:23:57.90,2456288.5767159723,2456288.579458253,RU Psc,2456288.579458253,2456602.7204287453,,7.008262170222624e-06,,-314.14097049226984,
88,RU_Psc_04.fits,2012-12-27 03:43:46.85,01:15:11.60,+24:23:57.90,2456288.655403356,2456288.658140004,RU Psc,2456288.658140004,2456602.7204287453,,7.008262170222624e-06,,-314.0622887411155,
50,RU_Psc_05.fits,2012-12-27 04:59:09.25,01:15:16.50,+24:24:00.50,2456288.7077459493,2456288.710479464,RU Psc,2456288.710479464,2456602.7204287453,,7.008262170222624e-06,,-314.00994928134605,
122,RU_Psc_06.fits,2012-12-28 02:56:06.72,01:15:09.70,+24:24:00.10,2456289.6223,2456289.624947806,RU Psc,2456289.624947806,2456602.7204287453,,7.008262170222624e-06,,-313.0954809393734,
