orig_spec_file_name,plate,mjd,fiberid,feh_sspp_single,error_feh_sspp_single,feh_rrlfe_single,error_feh_rrlfe_single
spec-1717-53883-0408g001.dat,1717,53883,0408,-1.421,0.007,-1.314349945765042,0.0199035379757068
spec-1717-53883-0432g002.dat,1717,53883,0432,,,-1.8721127628153773,0.0100474563620923
spec-1717-53883-0549g001.dat,1717,53883,0549,,,-1.6204905806913432,0.0102343535178295
spec-1718-53850-0380g002.dat,1718,53850,0380,-1.575,0.024,-1.6068729898999383,0.0148227518978042
spec-1719-53876-0294g001.dat,1719,53876,0294,,,-1.197604972973779,0.010434668919436
spec-1722-53852-0319g001.dat,1722,53852,0319,-1.157,0.056,-2.0954436810878105,0.0109725824866564
spec-1723-53905-0423g001.dat,1723,53905,0423,-1.054,0.055,-1.883941145271008,0.0122857715096492
spec-1724-53859-0320g001.dat,1724,53859,0320,,,-2.60993628597679,0.0089171146166189
spec-1725-54266-0158g001.dat,1725,54266,0158,-2.124,0.079,-1.855950592554311,0.0112665457096095
spec-1725-54266-0251g001.dat,1725,54266,0251,,,-2.6487318162631777,0.0095394720005508
spec-1725-54266-0251g002.dat,1725,54266,0251,,,-2.6228842897410427,0.0106556298669244
spec-1726-53137-0457g001.dat,1726,53137,0457,-1.583,0.008,-2.235298683666328,0.0091423143508238
spec-1727-53859-0184g001.dat,1727,53859,0184,-1.106,0.111,-0.7387500747899785,0.0092206172057803
spec-1727-53859-0514g001.dat,1727,53859,0514,,,-1.8747259076531364,0.0101887349327774
spec-1727-53859-0541g001.dat,1727,53859,0541,-1.921,0.014,-2.125648433878105,0.0105804382300294
spec-1727-53859-0541g002.dat,1727,53859,0541,,,-1.7510394132956013,0.0105759000322139
spec-1728-53228-0389g001.dat,1728,53228,0389,,,-1.725098180185049,0.0100594556719128
spec-1728-53228-0389g002.dat,1728,53228,0389,-1.547,0.061,-1.7568840793313043,0.0101154156435242
spec-1729-53858-0058g001.dat,1729,53858,0058,-1.604,0.024,-1.1028459927255314,0.0124437344100662
spec-1729-53858-0058g002.dat,1729,53858,0058,-1.799,0.113,-0.7470265027428391,0.0112036405449805
spec-1729-53858-0058g003.dat,1729,53858,0058,-1.364,0.105,-0.7905051201031539,0.0104160999382157
spec-1729-53858-0110g001.dat,1729,53858,0110,-1.497,0.073,-1.955534441865431,0.0102646925435408
spec-1729-53858-0110g002.dat,1729,53858,0110,-1.525,0.034,0.1594760760756821,0.0147693568866782
spec-1729-53858-0110g003.dat,1729,53858,0110,-1.262,0.015,-1.1160940275512068,0.0094438638368227
spec-1729-53858-0281g002.dat,1729,53858,0281,-1.166,0.075,-1.9325235312920876,0.0109226198685109
spec-1729-53858-0295g001.dat,1729,53858,0295,-1.548,0.029,-1.1697128288635097,0.0097085796884731
spec-1729-53858-0295g002.dat,1729,53858,0295,,,-1.722031476865077,0.0112743571337522
spec-1729-53858-0548g003.dat,1729,53858,0548,,,-2.345664384261157,0.0088592451718831
spec-1731-53884-0502g001.dat,1731,53884,0502,-1.137,0.058,-1.578981030971006,0.0101175748578219
spec-1732-53501-0048g001.dat,1732,53501,0048,-1.21,0.035,-1.3285340350538766,0.0104412207869944
spec-1738-53051-0528g001.dat,1738,53051,0528,-1.417,0.108,-1.2398743241047328,0.0095719238257108
spec-1739-53050-0231g001.dat,1739,53050,0231,-1.486,0.052,-1.8141766442531024,0.0106233988175663
spec-1740-53050-0515g002.dat,1740,53050,0515,-2.114,0.04,-2.233154843091741,0.0098125338906143
spec-1742-53053-0202g001.dat,1742,53053,0202,-1.722,0.041,-1.6826851666128315,0.0108210738096303
spec-1749-53357-0190g001.dat,1749,53357,0190,-1.54,0.109,-1.236319882522818,0.0105532053208186
spec-1749-53357-0190g002.dat,1749,53357,0190,-1.671,0.109,-1.4238907184146414,0.0119477944408179
spec-1752-53379-0391g001.dat,1752,53379,0391,,,-1.7542729247052744,0.010804172705097
spec-1752-53379-0391g002.dat,1752,53379,0391,-1.321,0.051,-1.7558980670035331,0.0101076111242803
spec-1752-53379-0509g001.dat,1752,53379,0509,,,-1.6955149121614168,0.0110637593759737
spec-1753-53383-0213g001.dat,1753,53383,0213,-1.375,0.039,-1.7025218281355348,0.0104693455951201
spec-1753-53383-0213g002.dat,1753,53383,0213,,,-1.5067617335160577,0.0119243466798193
spec-1753-53383-0213g003.dat,1753,53383,0213,,,-1320.001093339772,-999.0
spec-1756-53080-0582g001.dat,1756,53080,0582,,,-1.6688777561317665,0.0104493522298978
spec-1759-53081-0121g001.dat,1759,53081,0121,-1.437,0.065,-1.576314856021312,0.0101381394249311
spec-1760-53086-0363g001.dat,1760,53086,0363,,,-1.8556850365313924,0.0112399001487014
spec-1762-53415-0426g001.dat,1762,53415,0426,-1.491,0.083,-1.3569673035820224,0.0107333470905003
spec-1762-53415-0426g002.dat,1762,53415,0426,,,-1.41711771893922,0.0101496365039917
spec-1763-53463-0107g001.dat,1763,53463,0107,,,-1.6714286207035345,0.0108228904572713
spec-1763-53463-0107g002.dat,1763,53463,0107,,,-1.808597594569496,0.0119474007767417
spec-1763-53463-0321g001.dat,1763,53463,0321,,,-2.1201686786424263,0.0103419756657983
spec-1763-53463-0554g001.dat,1763,53463,0554,-1.618,0.02,-1.3730534842339654,0.0118842307509421
spec-1765-53466-0425g001.dat,1765,53466,0425,,,-1320.001093339772,-999.0
spec-1765-53466-0571g001.dat,1765,53466,0571,-1.42,0.024,-0.4474964177306855,0.0118388655705542
spec-1766-53468-0192g001.dat,1766,53468,0192,-1.431,0.101,-2.215832838008036,0.0095320458437169
spec-1769-53502-0086g001.dat,1769,53502,0086,-1.27,0.097,-1.1812025380028193,0.010815922139038
spec-1770-53171-0392g001.dat,1770,53171,0392,,,-2.0792191360175702,0.0104203247357588
spec-1770-53171-0441g001.dat,1770,53171,0441,,,-2.7993090330047767,0.0163006833376436
spec-1771-53498-0097g001.dat,1771,53498,0097,,,-1.6995672725465707,0.0114352114352485
spec-1771-53498-0097g002.dat,1771,53498,0097,-1.415,0.017,-0.3633710504578128,0.0117988280614028
spec-1771-53498-0541g001.dat,1771,53498,0541,-1.296,0.038,-1.5404409914584236,0.0103062697863315
spec-1771-53498-0620g002.dat,1771,53498,0620,,,-1.5342067173712115,0.0106266357483818
spec-1773-53112-0187g001.dat,1773,53112,0187,-1.301,0.692,1.839533022334391,0.1086442497396936
spec-1775-53847-0267g001.dat,1775,53847,0267,-1.665,0.039,-2.125863254635848,0.0094677826577418
spec-1776-53858-0480g001.dat,1776,53858,0480,-1.668,0.026,-2.1103232772785714,0.0103921344157313
spec-1777-53857-0481g001.dat,1777,53857,0481,-1.714,0.067,-2.1487250720251225,0.0104119845855494
spec-1789-54259-0140g001.dat,1789,54259,0140,-1.716,0.096,-1.4243082117665014,0.013753976779931
spec-1789-54259-0140g002.dat,1789,54259,0140,,,-1.0243370395715137,0.0125837085026075
spec-1790-53876-0365g001.dat,1790,53876,0365,-1.377,0.025,-1.649174540542381,0.0101340457907321
spec-1792-54270-0506g001.dat,1792,54270,0506,,,-0.3646367062054134,0.010380342489057
spec-1794-54504-0507g001.dat,1794,54504,0507,-1.743,0.059,-1.908675754394067,0.0113825881094716
spec-1794-54504-0507g002.dat,1794,54504,0507,-1.961,0.08,-1.9987895526719512,0.0113880063272976
spec-1798-53851-0114g001.dat,1798,53851,0114,-1.816,0.019,-1.5462000365293642,0.0100622657809184
spec-1798-53851-0114g002.dat,1798,53851,0114,-1.885,0.005,-2.0707161335968705,0.0107242451461262
spec-1798-53851-0509g002.dat,1798,53851,0509,,,-1.7189565144927692,0.0114940205049169
spec-1799-53556-0625g001.dat,1799,53556,0625,-1.209,0.089,-1.4904904486040096,0.0105406459299854
spec-1799-53556-0625g003.dat,1799,53556,0625,,,0.2742052394563212,0.0161644188785085
spec-1800-53884-0124g001.dat,1800,53884,0124,,,-1.770459842648791,0.0107433057581393
spec-1800-53884-0124g002.dat,1800,53884,0124,-1.514,0.066,-1.635254729120199,0.0106450731078989
spec-1800-53884-0446g001.dat,1800,53884,0446,-0.89,0.099,-1.3928775819219303,0.012184738974732
spec-1801-54156-0118g001.dat,1801,54156,0118,-2.043,0.102,-1.9842676357788989,0.019345259553973
spec-1801-54156-0251g001.dat,1801,54156,0251,,,-1.6779824823965006,0.011176041588463
spec-1801-54156-0251g003.dat,1801,54156,0251,,,-1.9935682798702108,0.0098162168442187
spec-1801-54156-0251g004.dat,1801,54156,0251,,,-1.7405225730036444,0.0106417240817188
spec-1802-53885-0140g001.dat,1802,53885,0140,-1.299,0.013,-1.4232232792059882,0.0098438986964908
spec-1802-53885-0614g001.dat,1802,53885,0614,-1.253,0.049,-1.6595638182782628,0.010927749637597
spec-1803-54152-0142g002.dat,1803,54152,0142,,,-1320.001093339772,-999.0
spec-1803-54152-0199g001.dat,1803,54152,0199,,,-1.3784124032334253,0.0110989613664152
spec-1803-54152-0199g002.dat,1803,54152,0199,,,-1.3753279290431826,0.0101080934914008
spec-1803-54152-0202g001.dat,1803,54152,0202,,,-1.3973369573876142,0.0109825923428655
spec-1803-54152-0202g002.dat,1803,54152,0202,-1.4,0.059,-1.3792284270527355,0.0097455788885353
spec-1803-54152-0202g003.dat,1803,54152,0202,-1.52,0.076,-0.9106984415951715,0.0102923510078331
spec-1803-54152-0331g001.dat,1803,54152,0331,,,-1.7252934030234468,0.0101557266515547
spec-1803-54152-0331g002.dat,1803,54152,0331,-1.217,0.089,-1.811619778517784,0.0109492113301491
spec-1804-53886-0169g001.dat,1804,53886,0169,,,-1.7369318981082005,0.0107621300939548
spec-1806-53559-0262g002.dat,1806,53559,0262,-1.243,0.045,-1.5940219391704664,0.0099923654747727
spec-1806-53559-0262g003.dat,1806,53559,0262,,,-1.645859195852851,0.0110194639470633
spec-1807-54175-0059g001.dat,1807,54175,0059,,,-1.8917886423816257,0.0113045892409749
spec-1807-54175-0059g002.dat,1807,54175,0059,-1.204,0.053,-1.7777502028892562,0.0102430889489038
spec-1807-54175-0231g001.dat,1807,54175,0231,-1.565,0.075,-1.8395709119785424,0.0120534745562337
spec-1807-54175-0231g002.dat,1807,54175,0231,,,-1.4672558097322372,0.0112324202387084
spec-1807-54175-0304g001.dat,1807,54175,0304,-1.149,0.161,-1.9130322192460567,0.0103465062466552
spec-1807-54175-0304g002.dat,1807,54175,0304,-1.193,0.095,-1.275104341448421,0.0097721253159835
spec-1807-54175-0304g003.dat,1807,54175,0304,,,-1.759264528027241,0.0103320792858622
spec-1808-54176-0211g001.dat,1808,54176,0211,-1.743,0.072,-1.6631812940776634,0.0128089537331127
spec-1808-54176-0211g002.dat,1808,54176,0211,,,-1.8360535242112963,0.0163063394761933
spec-1808-54176-0211g003.dat,1808,54176,0211,,,-1.8072970483156643,0.0208685420499208
spec-1810-53794-0173g001.dat,1810,53794,0173,-1.579,0.079,-2.0609089029241305,0.0097882732402519
spec-1810-53794-0198g001.dat,1810,53794,0198,-2.399,0.004,-1320.001093339772,-999.0
spec-1810-53794-0198g002.dat,1810,53794,0198,-2.538,0.063,-2.2679644074535803,0.0116245389581652
spec-1810-53794-0198g003.dat,1810,53794,0198,-2.458,0.091,-2.2701209000256384,0.0143769717499023
spec-1810-53794-0295g001.dat,1810,53794,0295,,,-2.52183361223827,0.0089519489084096
spec-1814-54555-0230g001.dat,1814,54555,0230,-1.549,0.009,-1.725976332884405,0.0102186910076675
spec-1816-53919-0020g001.dat,1816,53919,0020,-1.449,0.058,-1.0706722561600934,0.0260777923989598
spec-1816-53919-0020g002.dat,1816,53919,0020,-1.336,0.034,0.4900738645918542,0.0376982688190094
spec-1816-53919-0605g001.dat,1816,53919,0605,-1.456,0.091,-1.8468036302822088,0.010934487637112
spec-1817-53851-0433g001.dat,1817,53851,0433,,,-2.9990655947667304,0.0192776484161612
spec-1820-54208-0084g001.dat,1820,54208,0084,,,-0.8927322705796632,0.0487896458184594
spec-1820-54208-0084g002.dat,1820,54208,0084,,,-0.18007780451021,0.042973688382977
spec-1820-54208-0103g001.dat,1820,54208,0103,-1.247,0.085,-1.456484757303315,0.0099789425328258
spec-1820-54208-0356g001.dat,1820,54208,0356,,,-1.530828485744511,0.0221963415658235
spec-1820-54208-0356g002.dat,1820,54208,0356,-1.615,0.037,-1.6722352037013306,0.0330892615815087
spec-1820-54208-0356g003.dat,1820,54208,0356,-1.422,0.069,-1.5004587795906583,0.0140943047816977
spec-1820-54208-0356g004.dat,1820,54208,0356,,,-1.4273155041628067,0.0112574195689122
spec-1820-54208-0525g001.dat,1820,54208,0525,-0.71,0.054,-0.6975428711223635,0.0110402242780769
spec-1820-54208-0525g003.dat,1820,54208,0525,,,-0.7269791856625261,0.0262172619888094
spec-1820-54208-0525g005.dat,1820,54208,0525,,,-0.684748343272092,0.0383542293539781
spec-1822-53172-0415g001.dat,1822,53172,0415,,,-2.101928145217552,0.009724985078458
spec-1823-53886-0031g001.dat,1823,53886,0031,-1.233,0.045,-1.4848449228473766,0.0100257614062744
spec-1824-53491-0376g001.dat,1824,53491,0376,,,-2.568908273592678,0.0083536134472804
spec-1824-53491-0611g001.dat,1824,53491,0611,,,-2.626561348908415,0.0132829867247204
spec-1824-53491-0632g001.dat,1824,53491,0632,,,-1.7551052625267245,0.014081799438669
spec-1827-53531-0110g001.dat,1827,53531,0110,,,-1.408778742529391,0.0104793791500545
spec-1827-53531-0110g002.dat,1827,53531,0110,,,-1.5140665440494472,0.0112258053523972
spec-1829-53494-0209g001.dat,1829,53494,0209,,,-1.9211444605661927,0.0113685415511075
spec-1832-54259-0226g001.dat,1832,54259,0226,,,-2.297337617865296,0.0089019334733688
spec-1832-54259-0419g001.dat,1832,54259,0419,-2.284,0.018,-2.5056019988527822,0.0082126299466052
spec-1833-54561-0345g001.dat,1833,54561,0345,-1.122,0.055,-0.3880905013816785,0.0111223827785716
spec-1835-54563-0056g001.dat,1835,54563,0056,,,-2.5754062878434767,0.0087879107768654
spec-1837-53494-0598g001.dat,1837,53494,0598,-2.418,0.039,-2.291168204229983,0.0206526352166807
spec-1837-53494-0598g002.dat,1837,53494,0598,-2.244,0.059,-2.2173928691092257,0.0124347572480521
spec-1838-53467-0351g001.dat,1838,53467,0351,-2.294,0.055,-2.2925756984223407,0.0107463016063646
spec-1842-53501-0413g001.dat,1842,53501,0413,,,-2.154939412732336,0.0093576173713836
spec-1847-54176-0380g001.dat,1847,54176,0380,-2.012,0.139,-2.0497336097146706,0.0115627009143461
spec-1847-54176-0380g002.dat,1847,54176,0380,,,-2.5029705549801293,0.0087287545820727
spec-1850-53786-0068g001.dat,1850,53786,0068,,,-1.575194443319503,0.0104422198750798
spec-1850-53786-0458g001.dat,1850,53786,0458,-2.052,0.087,-2.6196570663980294,0.0104565398759525
spec-1851-53524-0122g001.dat,1851,53524,0122,,,-1.9582279743988176,0.0108505971886946
spec-1851-53524-0143g003.dat,1851,53524,0143,,,-1.7419424526776144,0.0110637279609178
spec-1852-53534-0068g001.dat,1852,53534,0068,-1.754,0.06,-1320.001093339772,-999.0
spec-1852-53534-0068g002.dat,1852,53534,0068,-1.531,0.076,-1.978768008985743,0.0100222429090558
spec-1852-53534-0518g002.dat,1852,53534,0518,,,-1.4184094356627506,0.0108038753366877
spec-1853-53566-0094g001.dat,1853,53566,0094,-1.539,0.008,-1.6155939285248344,0.0110281083475043
spec-1854-53566-0237g001.dat,1854,53566,0237,-1.159,0.063,-1.419044398536765,0.0104057334761499
spec-1854-53566-0595g001.dat,1854,53566,0595,-1.244,0.056,-1.278709664183857,0.0104133787971867
spec-1884-53228-0218g001.dat,1884,53228,0218,-1.756,0.026,-2.1961111153747925,0.0092425453170328
spec-1884-53228-0230g001.dat,1884,53228,0230,,,-1.1916382316180647,0.0114113113917424
spec-1884-53228-0230g002.dat,1884,53228,0230,-1.45,0.004,-0.7216795911031924,0.0267850685447526
spec-1890-53237-0511g001.dat,1890,53237,0511,-1.001,0.076,-1.635648669612694,0.010473102087457
spec-1890-53237-0612g001.dat,1890,53237,0612,-1.422,0.085,-2.240346622266349,0.0096848169144942
spec-1891-53238-0056g001.dat,1891,53238,0056,,,-1.556056463683983,0.0103910308633367
spec-1892-53238-0238g001.dat,1892,53238,0238,-1.142,0.104,-1.389823996893787,0.0112696103020569
spec-1898-53260-0182g001.dat,1898,53260,0182,-1.308,0.077,-1.7433259458895982,0.0113611808794227
spec-1900-53262-0220g001.dat,1900,53262,0220,-1.396,0.072,-2.038401318988329,0.0099675625291976
spec-1900-53262-0220g002.dat,1900,53262,0220,,,-1.98262464138438,0.010313751768319
spec-1900-53262-0306g001.dat,1900,53262,0306,,,-1.2218649886585962,0.0096851188808375
spec-1900-53262-0337g001.dat,1900,53262,0337,-1.747,0.01,-1.518756913390003,0.009913768192661
spec-1902-53271-0122g001.dat,1902,53271,0122,-1.745,0.038,-1.9766392866520917,0.0103032926163822
spec-1904-53682-0216g001.dat,1904,53682,0216,-2.316,0.101,-2.5652870526663305,0.0081590503736282
spec-1906-53293-0419g002.dat,1906,53293,0419,,,-2.0171352828277893,0.0097957876216947
spec-1906-53293-0499g001.dat,1906,53293,0499,-1.492,0.079,-1.5490106899739513,0.0110616021718971
spec-1908-53239-0031g001.dat,1908,53239,0031,-1.345,0.048,-1.4451180758122375,0.0099039715724584
spec-1908-53239-0261g001.dat,1908,53239,0261,-1.705,0.015,-1.7862610794454672,0.0116594404049641
spec-1908-53239-0636g001.dat,1908,53239,0636,-2.025,0.116,-2.446788469655196,0.0090538574018883
spec-1910-53321-0203g001.dat,1910,53321,0203,,,-1.958646380165576,0.0112893931879715
spec-1910-53321-0322g001.dat,1910,53321,0322,-1.05,0.013,-1.744569010474403,0.0106502980856013
spec-1911-53295-0509g001.dat,1911,53295,0509,,,-1.6182167160849334,0.0107823299220478
spec-1911-53295-0509g002.dat,1911,53295,0509,-1.253,0.079,-1.7690202888993611,0.0100625177931061
spec-1911-53295-0509g003.dat,1911,53295,0509,-1.235,0.12,-1.639657893684909,0.0100762337579386
spec-1912-53293-0472g001.dat,1912,53293,0472,,,-1.554858294889181,0.0102875588503503
spec-1912-53293-0472g002.dat,1912,53293,0472,-1.439,0.063,-1.2959004673789023,0.0112663986713587
spec-1912-53293-0472g003.dat,1912,53293,0472,-1.477,0.122,-1.7013698585552044,0.0107490054718511
spec-1914-53729-0427g001.dat,1914,53729,0427,-0.921,0.04,-1.503267647640748,0.011689487845894
spec-1914-53729-0448g003.dat,1914,53729,0448,,,-1.6461254309931204,0.0103140243718218
spec-1916-53269-0128g001.dat,1916,53269,0128,-1.654,0.016,-1.625971015567163,0.0115512526901107
spec-1916-53269-0128g002.dat,1916,53269,0128,,,-1.746164552305309,0.011233876604505
spec-1916-53269-0466g001.dat,1916,53269,0466,,,-2.472162820759771,0.0081120998763264
spec-1916-53269-0490g001.dat,1916,53269,0490,-1.397,0.056,-1.1132579209241669,0.0111779484953192
spec-1918-53240-0121g002.dat,1918,53240,0121,,,-1.8880871072480696,0.0099894315918704
spec-1918-53240-0231g001.dat,1918,53240,0231,,,-2.179135371741849,0.0097981186338827
spec-1918-53240-0231g002.dat,1918,53240,0231,,,-1.9458110951002523,0.0100181105900709
spec-1918-53240-0268g001.dat,1918,53240,0268,-1.241,0.061,-1.5645420216267598,0.0100316544375045
spec-1918-53240-0639g002.dat,1918,53240,0639,,,-1.2745053369150066,0.0110446453790193
spec-1921-53317-0622g001.dat,1921,53317,0622,-1.098,0.126,-1.8239996433285004,0.0114174432267491
spec-1923-53319-0417g001.dat,1923,53319,0417,,,-1.5884449105576732,0.0114041519883599
spec-1925-53327-0448g001.dat,1925,53327,0448,,,-2.1352538712037608,0.0102858471711113
spec-1929-53349-0095g001.dat,1929,53349,0095,-1.049,0.066,-1.3967363372906338,0.0113719779231174
spec-1933-53381-0162g001.dat,1933,53381,0162,,,-1.8936551287476289,0.0106154385876357
spec-1933-53381-0162g002.dat,1933,53381,0162,-1.873,0.114,-1.9266375031359653,0.0110882654310958
spec-1933-53381-0162g003.dat,1933,53381,0162,,,-1.8715985163806552,0.011936340407314
spec-1934-53357-0511g001.dat,1934,53357,0511,-1.324,0.103,-1.3368157957644289,0.0109719873464775
spec-1936-53330-0243g001.dat,1936,53330,0243,,,-1.933917774792369,0.0105563633526209
spec-1939-53389-0411g001.dat,1939,53389,0411,,,-1.6069878777024358,0.0108038302194802
spec-1939-53389-0411g002.dat,1939,53389,0411,,,-1.4556783313906605,0.0114614180773495
spec-1940-53383-0567g001.dat,1940,53383,0567,-1.843,0.084,-1.9922766767910955,0.0099439743256673
spec-1940-53383-0567g002.dat,1940,53383,0567,,,-2.026386447781911,0.0097433510358354
spec-1940-53383-0567g003.dat,1940,53383,0567,,,-1.820328717507012,0.0112537905463573
spec-1942-53415-0068g001.dat,1942,53415,0068,-1.397,0.036,-1.459537974505445,0.0108444716533873
spec-1942-53415-0068g002.dat,1942,53415,0068,-1.362,0.013,-1.548335987911667,0.0103273979304013
spec-1942-53415-0575g001.dat,1942,53415,0575,-3.128,0.075,-3.418435430219235,
spec-1946-53432-0066g001.dat,1946,53432,0066,-1.674,0.097,-1.4183217579375609,0.012792282246465
spec-1946-53432-0102g001.dat,1946,53432,0102,,,-1.78174332116653,0.0100760527944153
spec-1948-53388-0053g001.dat,1948,53388,0053,,,-1.5143275945424082,0.0099100080609882
spec-1948-53388-0053g002.dat,1948,53388,0053,-1.61,0.086,-1.794801589912812,0.0100914313025933
spec-1948-53388-0188g001.dat,1948,53388,0188,-1.414,0.064,-2.066031945520256,0.0104363308383666
spec-1948-53388-0471g001.dat,1948,53388,0471,-2.149,0.028,-1.7340713308433728,0.0117945351592916
spec-1948-53388-0471g002.dat,1948,53388,0471,,,-1.9489263138714787,0.0106707978629427
spec-1948-53388-0583g001.dat,1948,53388,0583,-1.596,0.059,-2.07973622433269,0.0104487916277364
spec-1948-53388-0596g001.dat,1948,53388,0596,-1.423,0.047,-1.8632329379733807,0.0109416927580368
spec-1952-53378-0415g001.dat,1952,53378,0415,-1.581,0.036,-2.2137583893343247,0.0098826626255822
spec-1952-53378-0469g001.dat,1952,53378,0469,-1.44,0.093,-1.729926156153041,0.0117877880419056
spec-1952-53378-0549g001.dat,1952,53378,0549,-1.214,0.009,-1.7793035049117574,0.0118039559273043
spec-1953-53358-0640g001.dat,1953,53358,0640,,,-2.2193684766292856,0.0096158746640329
spec-1953-53358-0640g002.dat,1953,53358,0640,-1.777,0.048,-1.84693809163844,0.0101415419185102
spec-1954-53357-0639g001.dat,1954,53357,0639,-2.292,0.074,-0.7680465739123568,0.0101168507036059
spec-1956-53437-0002g001.dat,1956,53437,0002,-2.32,0.034,-1.8495755587191591,0.0102771977922
spec-1956-53437-0281g001.dat,1956,53437,0281,,,-1.563881665678116,0.0101913741879814
spec-1958-53385-0056g001.dat,1958,53385,0056,-1.293,0.022,-1.7547741381823112,0.0108236117717693
spec-1959-53440-0517g001.dat,1959,53440,0517,,,-1.9541708719694224,0.0113233753001594
spec-1960-53289-0017g001.dat,1960,53289,0017,-1.68,0.112,-2.1937703313335306,0.0104434984263312
spec-1960-53289-0017g004.dat,1960,53289,0017,-1.436,0.03,-1.982040084572327,0.0106099348376339
spec-1960-53289-0488g001.dat,1960,53289,0488,,,-2.2582185716434777,0.009932125612482
spec-1960-53289-0497g001.dat,1960,53289,0497,,,-1.268217515285215,0.0112751221163546
spec-1960-53289-0497g002.dat,1960,53289,0497,-1.239,0.05,-1320.001093339772,-999.0
spec-1960-53289-0595g001.dat,1960,53289,0595,-1.075,0.059,-1.3482396220549375,0.0112671329237058
spec-1961-53299-0123g001.dat,1961,53299,0123,-1.424,0.059,-1.805252138886415,0.0102860042227331
spec-1961-53299-0123g002.dat,1961,53299,0123,,,-1.7013402504257962,0.0105414265801715
spec-1961-53299-0148g001.dat,1961,53299,0148,,,-1.5010690240109414,0.012564484313481
spec-1961-53299-0443g001.dat,1961,53299,0443,-1.656,0.079,-1.6774916905109296,0.0117416886026103
spec-1971-53472-0419g001.dat,1971,53472,0419,-2.299,0.012,-2.4506890138258792,0.0081681504742176
spec-1972-53466-0397g001.dat,1972,53466,0397,-1.295,0.043,-1.637158553590166,0.0103002404617692
spec-1972-53466-0397g002.dat,1972,53466,0397,-1.325,0.021,-1.74535095471669,0.0100590585138857
spec-1973-53432-0407g001.dat,1973,53432,0407,-1.198,0.05,-1.6050518767970745,0.0100798041586258
spec-1974-53430-0249g001.dat,1974,53430,0249,,,-1.8360909659348663,0.0112807964363378
spec-1974-53430-0249g002.dat,1974,53430,0249,-1.444,0.088,-1.3250223996569022,0.0098747724600596
spec-1974-53430-0249g003.dat,1974,53430,0249,-1.457,0.037,-1.7126633011052794,0.0104235942382041
spec-1974-53430-0249g004.dat,1974,53430,0249,,,-1.2889194719427346,0.0107537511355741
spec-1974-53430-0609g001.dat,1974,53430,0609,-2.259,0.116,-1320.001093339772,-999.0
spec-1974-53430-0609g002.dat,1974,53430,0609,-2.606,0.045,-1320.001093339772,-999.0
spec-1974-53430-0609g003.dat,1974,53430,0609,-2.68,0.067,-2.4656051984000813,0.0097244672897605
spec-1974-53430-0633g001.dat,1974,53430,0633,-1.557,0.04,-0.9758350849800036,0.0092655403983084
spec-1974-53430-0633g003.dat,1974,53430,0633,,,-1.867952532721982,0.0113876544411427
spec-1975-53734-0219g001.dat,1975,53734,0219,,,-2.6874234170147355,0.009195181879763
spec-1975-53734-0544g001.dat,1975,53734,0544,,,-1.762529464443754,0.0113391297972129
spec-1977-53475-0623g001.dat,1977,53475,0623,-3.152,0.164,0.8173996856785193,0.0227571823897521
spec-1981-53463-0093g001.dat,1981,53463,0093,,,-1.9969175961550023,0.0099349417677115
spec-1981-53463-0246g001.dat,1981,53463,0246,-1.287,0.013,-1.5828721608253873,0.0104582405241714
spec-1981-53463-0522g002.dat,1981,53463,0522,-1.699,0.008,-1.9948813990857093,0.0105835418703708
spec-1981-53463-0602g001.dat,1981,53463,0602,-1.53,0.055,-1.2036934477246184,0.0100483500782482
spec-1983-53442-0311g001.dat,1983,53442,0311,-1.153,0.049,-1.372485859527628,0.0110544544357251
spec-1985-53431-0087g001.dat,1985,53431,0087,,,-2.35519982668123,0.0299577224438945
spec-1985-53431-0087g002.dat,1985,53431,0087,-2.517,0.15,-1320.001093339772,-999.0
spec-1985-53431-0088g001.dat,1985,53431,0088,-1.537,0.026,-1.6995635149027255,0.0107737311993825
spec-1987-53765-0567g001.dat,1987,53765,0567,-1.815,0.162,-2.2594841998491475,0.0089955693212022
spec-1988-53469-0310g001.dat,1988,53469,0310,-1.393,0.039,-1.785065386461473,0.0101231358033806
spec-1989-53772-0411g001.dat,1989,53772,0411,,,-1.6422894111965831,0.0103978865584214
spec-1991-53446-0514g001.dat,1991,53446,0514,-1.548,0.11,-2.1032027442469543,0.010904100570202
spec-1992-53466-0187g001.dat,1992,53466,0187,-1.883,0.084,-2.0983778185935704,0.0107644659622005
spec-1993-53762-0161g001.dat,1993,53762,0161,,,-2.5260445984366244,0.0092117211706402
spec-1993-53762-0161g002.dat,1993,53762,0161,-2.134,0.004,-2.095651343841156,0.0096818863493793
spec-1993-53762-0224g001.dat,1993,53762,0224,,,-1.725570012441166,0.010462160793302
spec-1994-53845-0464g001.dat,1994,53845,0464,,,-2.5705560145802413,0.0182409208156199
spec-1994-53845-0464g002.dat,1994,53845,0464,-2.609,0.032,-2.5858300785062807,0.0157640023428064
spec-1994-53845-0575g001.dat,1994,53845,0575,-1.63,0.075,-2.050286580851264,0.0097792026499468
spec-1994-53845-0575g002.dat,1994,53845,0575,-1.364,0.075,-2.0535622789837937,0.0099476584781437
spec-1995-53415-0449g001.dat,1995,53415,0449,-1.474,0.048,-1.838534886831665,0.0100563566976897
spec-1995-53415-0498g001.dat,1995,53415,0498,-2.132,0.043,-1.904397538104614,0.0165371339910069
