orig_spec_file_name,plate,mjd,fiberid,feh_sspp_single,error_feh_sspp_single,feh_rrlfe_single,error_feh_rrlfe_single
spec-2393-54156-0447g005.dat,2393,54156,0447,,,-1.8438174556440483,0.011574362037791
spec-2393-54156-0612g001.dat,2393,54156,0612,,,-2.013482734792955,0.0098717550000036
spec-2393-54156-0612g002.dat,2393,54156,0612,,,-2.132216793859886,0.0094343350816472
spec-2393-54156-0612g003.dat,2393,54156,0612,,,-2.0554119801824453,0.0099734720323829
spec-2394-54551-0248g001.dat,2394,54551,0248,,,-1.9833235911905744,0.0151655813406031
spec-2406-54084-0177g001.dat,2406,54084,0177,,,-1.2499781659374265,0.012040218504428
spec-2406-54084-0177g002.dat,2406,54084,0177,,,-1320.001093339772,-999.0
spec-2406-54084-0177g003.dat,2406,54084,0177,,,-1.5146708696525235,0.0109623258618988
spec-2406-54084-0177g004.dat,2406,54084,0177,,,-1.56291384032326,0.0106257938605473
spec-2406-54084-0177g005.dat,2406,54084,0177,,,-1320.001093339772,-999.0
spec-2406-54084-0177g007.dat,2406,54084,0177,,,-1.5877836933995968,0.0101451107286439
spec-2406-54084-0177g008.dat,2406,54084,0177,,,-1.5895043523010908,0.0106942629857223
spec-2410-54087-0612g001.dat,2410,54087,0612,-2.253,0.054,-2.411665486560428,0.0099221980205663
spec-2410-54087-0612g002.dat,2410,54087,0612,-2.369,0.119,-2.5557704627963607,0.010770642166208
spec-2420-54086-0190g001.dat,2420,54086,0190,-2.543,0.177,-2.8917083180647154,0.0137198693475652
spec-2420-54086-0190g002.dat,2420,54086,0190,,,-2.491761112082785,0.0123637270848579
spec-2420-54086-0411g001.dat,2420,54086,0411,-1.346,0.084,0.3176734529347122,0.0182716049778409
spec-2420-54086-0437g002.dat,2420,54086,0437,-1.788,0.078,-1.9182691321009784,0.0111306037528193
spec-2420-54086-0437g003.dat,2420,54086,0437,,,-2.0757028462172635,0.0098654106498235
spec-2421-54153-0102g001.dat,2421,54153,0102,,,-1.1594197076664137,0.011051377691732
spec-2423-54149-0162g001.dat,2423,54149,0162,,,-1.2902345550236574,0.0108055910356594
spec-2423-54149-0162g002.dat,2423,54149,0162,-1.648,0.032,-1.7979176507194077,0.0106502134177339
spec-2427-53815-0099g001.dat,2427,53815,0099,,,-1.7850293468112994,0.0102328846287722
spec-2427-53815-0615g001.dat,2427,53815,0615,-1.156,0.071,-1.7043415054127329,0.0115400487654334
spec-2428-53801-0418g001.dat,2428,53801,0418,-1.226,0.035,-1.714184820212326,0.0101629567115095
spec-2428-53801-0418g002.dat,2428,53801,0418,-1.383,0.049,-1.6349935121356145,0.0108497395533683
spec-2429-53799-0526g001.dat,2429,53799,0526,-1.293,0.102,-1.3118174814955823,0.0106346036133947
spec-2430-53815-0462g001.dat,2430,53815,0462,,,-1.8204413571350235,0.0103944190021142
spec-2433-53820-0507g001.dat,2433,53820,0507,,,-1.7915033291422775,0.0100827414730875
spec-2433-53820-0561g001.dat,2433,53820,0561,-1.254,0.061,-1.4895258545241927,0.0105970764498229
spec-2433-53820-0561g002.dat,2433,53820,0561,-1.09,0.023,-1.5653649812109318,0.0104127183330359
spec-2435-53828-0249g001.dat,2435,53828,0249,-2.021,0.06,-2.160242136982361,0.0093895358103609
spec-2436-54054-0373g001.dat,2436,54054,0373,-1.405,0.025,-1320.001093339772,-999.0
spec-2437-53848-0371g002.dat,2437,53848,0371,,,-1.5625420565083257,0.0111183338840015
spec-2437-53848-0371g003.dat,2437,53848,0371,,,-1.8024290600790835,0.0103765880756496
spec-2449-54271-0311g001.dat,2449,54271,0311,-1.545,0.049,-1.728345971475489,0.0102251648253716
spec-2457-54180-0056g001.dat,2457,54180,0056,,,-1.6998106271362192,0.0101143555688154
spec-2457-54180-0118g001.dat,2457,54180,0118,,,-0.4540273016363146,0.011749473863285
spec-2457-54180-0118g002.dat,2457,54180,0118,-1.409,0.083,-1.4960726681591912,0.0107330450129931
spec-2457-54180-0473g001.dat,2457,54180,0473,,,-1320.001093339772,-999.0
spec-2459-54544-0440g001.dat,2459,54544,0440,-0.822,0.077,-0.964465007179351,0.0110364628754081
spec-2459-54544-0440g002.dat,2459,54544,0440,-1.303,0.05,-2.208504627059644,0.0110351081595453
spec-2467-54176-0449g002.dat,2467,54176,0449,-1.584,0.01,-2.008987083780895,0.0098123337051561
spec-2467-54176-0449g003.dat,2467,54176,0449,-1.501,0.018,-1.755502597537578,0.0103135065411677
spec-2474-54564-0169g001.dat,2474,54564,0169,,,-2.215821246755245,0.0105917831335038
spec-2474-54564-0169g002.dat,2474,54564,0169,,,-1.7747162333616129,0.0110124144283811
spec-2476-53826-0477g001.dat,2476,53826,0477,-2.835,0.087,-2.3374720320723767,0.0117486442996918
spec-2478-54097-0192g001.dat,2478,54097,0192,,,-1.872864736143515,0.0117744704295589
spec-2478-54097-0192g002.dat,2478,54097,0192,,,-1.3325464940037175,0.0104756571835919
spec-2482-54175-0062g001.dat,2482,54175,0062,-1.787,0.028,-1.4310645336168952,0.0113396080892809
spec-2483-53852-0098g001.dat,2483,53852,0098,-1.343,0.021,-1.1764700297592483,0.0096845044877179
spec-2484-54144-0608g001.dat,2484,54144,0608,,,-1.84822730619872,0.010028194941879
spec-2486-53876-0231g001.dat,2486,53876,0231,-1.659,0.116,-1.802511623507128,0.0105104302042553
spec-2487-53852-0169g001.dat,2487,53852,0169,,,-1.3152903660493829,0.0127598282683925
spec-2487-53852-0268g001.dat,2487,53852,0268,-1.475,0.094,-1.4919405252664262,0.0109711848465046
spec-2487-53852-0268g002.dat,2487,53852,0268,-1.33,0.052,-1.4753619579700386,0.0106622448493145
spec-2488-54149-0395g001.dat,2488,54149,0395,-1.538,0.06,-1.5393838411761425,0.0108848754659977
spec-2489-53857-0122g001.dat,2489,53857,0122,-1.934,0.017,-2.409323532541019,0.0083193256875035
spec-2489-53857-0260g001.dat,2489,53857,0260,-1.698,0.107,-1320.001093339772,-999.0
spec-2489-53857-0493g002.dat,2489,53857,0493,,,-1.5074959132924604,0.0101414664403415
spec-2490-54179-0340g001.dat,2490,54179,0340,-1.832,0.075,-1.7574270956982838,0.0110804730460801
spec-2490-54179-0340g002.dat,2490,54179,0340,-2.154,0.048,-1.4131514393845035,0.0109291817913416
spec-2490-54179-0525g001.dat,2490,54179,0525,-2.008,0.122,-1.943022185952648,0.0114516127865626
spec-2491-53855-0041g001.dat,2491,53855,0041,,,-1.5429197138611963,0.0111310759826079
spec-2491-53855-0041g002.dat,2491,53855,0041,-1.65,0.101,-1.6282750534042614,0.0115179645395402
spec-2491-53855-0307g001.dat,2491,53855,0307,-1.183,0.047,-1.4461743524062385,0.013817065704952
spec-2492-54178-0538g001.dat,2492,54178,0538,,,-1.3784713274515987,0.0097270538047941
spec-2493-54115-0152g001.dat,2493,54115,0152,-4.351,0.394,-2.0740164188488053,0.0102374065854707
spec-2493-54115-0152g002.dat,2493,54115,0152,,,-2.332024381513282,0.0092557955545287
spec-2494-54174-0243g002.dat,2494,54174,0243,,,-1320.001093339772,-999.0
spec-2495-54175-0268g001.dat,2495,54175,0268,,,-1.8869683504103807,0.0103441790879939
spec-2495-54175-0268g002.dat,2495,54175,0268,-1.655,0.049,-1320.001093339772,-999.0
spec-2495-54175-0268g003.dat,2495,54175,0268,-1.583,0.054,-1320.001093339772,-999.0
spec-2497-54154-0150g001.dat,2497,54154,0150,-1.104,0.113,-1320.001093339772,-999.0
spec-2497-54154-0150g002.dat,2497,54154,0150,,,-1320.001093339772,-999.0
spec-2500-54178-0627g001.dat,2500,54178,0627,-1.419,0.053,-1.4622453439211731,0.010656627976938
spec-2504-54179-0395g001.dat,2504,54179,0395,-1.649,0.01,-2.3815235896579883,0.0086262478899792
spec-2504-54179-0395g002.dat,2504,54179,0395,,,-1.3926320857075858,0.0102424277120459
spec-2504-54179-0395g003.dat,2504,54179,0395,,,-2.0094810266857324,0.0097812562577195
spec-2505-53856-0240g001.dat,2505,53856,0240,,,-1320.001093339772,-999.0
spec-2505-53856-0240g002.dat,2505,53856,0240,,,-1320.001093339772,-999.0
spec-2506-54179-0241g001.dat,2506,54179,0241,,,-1.7038662166100864,0.0102930731418696
spec-2506-54179-0241g002.dat,2506,54179,0241,-1.65,0.055,0.4185413313311856,0.0161924093092968
spec-2506-54179-0257g001.dat,2506,54179,0257,,,-1.3711417274301978,0.0112116942495906
spec-2507-53876-0338g001.dat,2507,53876,0338,,,-1.606256108541297,0.0107401997518161
spec-2508-53875-0513g001.dat,2508,53875,0513,,,-1.3791390012061264,0.0099522762047397
spec-2509-54180-0446g001.dat,2509,54180,0446,,,-1.3494180931860127,0.0105572018959125
spec-2509-54180-0446g002.dat,2509,54180,0446,-1.491,0.029,-1.5419362556608238,0.0105962689200079
spec-2510-53877-0265g001.dat,2510,53877,0265,-1.683,0.076,-1.763149614108089,0.0117000039451199
spec-2510-53877-0371g001.dat,2510,53877,0371,,,-1.4544692069486065,0.010737661334105
spec-2510-53877-0371g002.dat,2510,53877,0371,,,-2.205425059842483,0.010060020324052
spec-2510-53877-0413g001.dat,2510,53877,0413,-0.963,0.02,-0.6694495583099664,0.0115783528612672
spec-2511-53882-0595g001.dat,2511,53882,0595,,,-1.2942491714126465,0.010954080875977
spec-2511-53882-0595g003.dat,2511,53882,0595,,,-2.18911143730795,0.0264445864140775
spec-2515-54180-0337g001.dat,2515,54180,0337,-1.63,0.008,-1.6048173709475937,0.0176927974875211
spec-2515-54180-0337g002.dat,2515,54180,0337,,,-1.5789783258288148,0.012670920644609
spec-2516-54241-0242g001.dat,2516,54241,0242,-1.759,0.021,-1.1989033177276598,0.0110930574451057
spec-2518-54243-0512g001.dat,2518,54243,0512,,,-2.0140564433738324,0.0107843775088745
spec-2520-54584-0051g001.dat,2520,54584,0051,-1.697,0.011,-0.9885377569381232,0.0106341218573305
spec-2520-54584-0051g002.dat,2520,54584,0051,-1.181,0.042,-1.1509982216162602,0.0117409106289269
spec-2520-54584-0051g003.dat,2520,54584,0051,-1.335,0.008,-1.1378276824756617,0.0186203596455
spec-2521-54538-0014g001.dat,2521,54538,0014,-1.411,0.095,-1.5403390389722262,0.0113095980579071
spec-2522-54570-0001g001.dat,2522,54570,0001,-1.321,0.025,-1.875552630513948,0.0107407737455603
spec-2524-54568-0177g001.dat,2524,54568,0177,,,-1.5335989159210115,0.0105205869489851
spec-2524-54568-0316g001.dat,2524,54568,0316,,,-2.150382968526684,0.010408177559558
spec-2525-54569-0251g001.dat,2525,54569,0251,,,-0.9549542358700523,0.0097223550705286
spec-2525-54569-0251g002.dat,2525,54569,0251,,,-1.444641826653657,0.0117388642517778
spec-2525-54569-0518g002.dat,2525,54569,0518,,,-1.5116690074232186,0.0103791801998609
spec-2525-54569-0518g003.dat,2525,54569,0518,,,-1.6190152288897348,0.0109198634379699
spec-2525-54569-0538g002.dat,2525,54569,0538,,,-2.503212780897173,0.0109297606161394
spec-2525-54569-0538g003.dat,2525,54569,0538,,,-2.330813020327857,0.0103824069448318
spec-2526-54582-0430g001.dat,2526,54582,0430,-1.765,0.09,-1.957296390867953,0.009883022584476
spec-2526-54582-0430g002.dat,2526,54582,0430,-1.739,0.053,-2.314624211782036,0.0088854479332798
spec-2526-54582-0459g001.dat,2526,54582,0459,-1.19,0.031,-1.521021184586974,0.0114181520391975
spec-2526-54582-0620g001.dat,2526,54582,0620,,,-1.7572750086262574,0.0100591101900229
spec-2528-54571-0168g001.dat,2528,54571,0168,-1.313,0.043,-1.3051327554459375,0.0106981178060277
spec-2528-54571-0532g001.dat,2528,54571,0532,-1.311,0.051,-1.7248820761218615,0.0100688631338997
spec-2530-53881-0190g001.dat,2530,53881,0190,-1.464,0.116,-1.2933913052221098,0.0151114506496493
spec-2533-54585-0229g001.dat,2533,54585,0229,,,-1.4780869319200542,0.0113801165021782
spec-2552-54632-0217g001.dat,2552,54632,0217,,,-1.3027607733862008,0.0102423333807823
spec-2552-54632-0217g002.dat,2552,54632,0217,,,-1.212601810163218,0.0098488502614243
spec-2552-54632-0247g001.dat,2552,54632,0247,-1.101,0.022,-1320.001093339772,-999.0
spec-2557-54178-0101g001.dat,2557,54178,0101,-2.228,0.022,-1320.001093339772,-999.0
spec-2558-54140-0127g001.dat,2558,54140,0127,,,0.3017105544539107,0.0160584877920633
spec-2558-54140-0127g002.dat,2558,54140,0127,-1.331,0.01,-1.166929452223245,0.0109420076570309
spec-2558-54140-0127g003.dat,2558,54140,0127,-1.448,0.005,-1.1385755197722576,0.0106759656130291
spec-2558-54140-0200g001.dat,2558,54140,0200,-1.38,0.006,-1.4052272617664132,0.0104210272731674
spec-2558-54140-0200g002.dat,2558,54140,0200,,,-1.7467909947142513,0.0112015388243831
spec-2558-54140-0526g001.dat,2558,54140,0526,-2.219,0.113,-2.7160854426826577,0.0091944971658358
spec-2559-54208-0086g002.dat,2559,54208,0086,,,-1320.001093339772,-999.0
spec-2559-54208-0410g001.dat,2559,54208,0410,,,-1.4856718216979043,0.010151889405542
spec-2559-54208-0410g003.dat,2559,54208,0410,-1.293,0.039,-1.5902719754107384,0.0100991873530335
spec-2559-54208-0533g001.dat,2559,54208,0533,-1.144,0.006,-1320.001093339772,-999.0
spec-2559-54208-0533g002.dat,2559,54208,0533,-1.47,0.101,-1.5721861525401368,0.0106537803461769
spec-2559-54208-0533g003.dat,2559,54208,0533,,,-1.933358134340533,0.0131629049870344
spec-2570-54081-0390g001.dat,2570,54081,0390,-1.307,0.056,-2.133704505725821,0.0102939094339531
spec-2570-54081-0410g001.dat,2570,54081,0410,-1.138,0.126,-1.1123826565858546,0.0146365518280543
spec-2570-54081-0410g002.dat,2570,54081,0410,-1.232,0.016,-1.1513255173716526,0.0110569260244235
spec-2574-54084-0159g001.dat,2574,54084,0159,-1.792,0.147,-1.2953439508056512,0.0164686034572549
spec-2574-54084-0159g003.dat,2574,54084,0159,,,-1.827059681161738,0.0123195902182048
spec-2575-54085-0261g001.dat,2575,54085,0261,,,-2.6726320406387853,0.0086624364404119
spec-2577-54086-0158g002.dat,2577,54086,0158,,,-1.2712449217083386,0.0111495455758028
spec-2581-54085-0024g001.dat,2581,54085,0024,-2.072,0.014,-1.628902797434073,0.0133246607162573
spec-2581-54085-0558g001.dat,2581,54085,0558,-2.15,0.101,-1.7608260567555942,0.0102424087348503
spec-2581-54085-0558g002.dat,2581,54085,0558,-1.984,0.053,-2.0051731455921704,0.0109205919563634
spec-2581-54085-0621g001.dat,2581,54085,0621,-1.181,0.12,-1.72084612260605,0.0111782152954122
spec-2583-54095-0011g001.dat,2583,54095,0011,,,-1.0704323288821875,0.0095577522543339
spec-2583-54095-0011g002.dat,2583,54095,0011,,,-1.913528102649785,0.0105301576922956
spec-2585-54097-0462g002.dat,2585,54097,0462,-0.986,0.039,-1.7510284034378891,0.0100623914559878
spec-2585-54097-0636g001.dat,2585,54097,0636,,,-1.9750621285120231,0.0102365149193803
spec-2586-54169-0555g001.dat,2586,54169,0555,-1.384,0.004,-1.7411047910000543,0.0103402694387617
spec-2586-54169-0555g002.dat,2586,54169,0555,-1.338,0.062,-1.8759164447107344,0.0112409697777553
spec-2594-54177-0105g001.dat,2594,54177,0105,,,-1.7123763210462857,0.0113307795946199
spec-2596-54207-0322g001.dat,2596,54207,0322,-1.413,0.047,-1.818496437936758,0.0102051293384447
spec-2597-54231-0484g001.dat,2597,54231,0484,,,-2.070811294612469,0.009771495382456
spec-2598-54232-0182g001.dat,2598,54232,0182,-1.436,0.091,-1.6969327111819004,0.0101577412474224
spec-2598-54232-0256g001.dat,2598,54232,0256,-0.888,0.072,-1.8143222415993217,0.0115949065798247
spec-2598-54232-0256g002.dat,2598,54232,0256,-1.079,0.08,-1.518735657222456,0.012332527152601
spec-2599-54234-0582g001.dat,2599,54234,0582,-1.418,0.073,-1.6142501554989457,0.0110089673163591
spec-2600-54243-0115g001.dat,2600,54243,0115,-1.992,0.045,-2.005821585161294,0.0119736005313678
spec-2600-54243-0601g001.dat,2600,54243,0601,-2.351,0.022,-2.5626292016513044,0.0096002158862326
spec-2600-54243-0601g002.dat,2600,54243,0601,-2.219,0.069,-2.7812861975802456,0.0105975980410795
spec-2601-54144-0474g001.dat,2601,54144,0474,-1.788,0.077,-2.0865997763075725,0.0099159916142462
spec-2602-54149-0169g001.dat,2602,54149,0169,,,-2.0202353959361727,0.0109038989659441
spec-2602-54149-0169g002.dat,2602,54149,0169,-1.88,0.029,-1.866296731671231,0.0116626404380611
spec-2602-54149-0347g001.dat,2602,54149,0347,,,-2.203463776428792,0.0097729625355654
spec-2602-54149-0538g001.dat,2602,54149,0538,,,-1.545597990750497,0.0115484170609134
spec-2602-54149-0569g001.dat,2602,54149,0569,-1.321,0.031,-1320.001093339772,-999.0
spec-2602-54149-0577g001.dat,2602,54149,0577,-1.943,0.11,-1.9126523476477435,0.0107462589904976
spec-2603-54479-0168g001.dat,2603,54479,0168,,,-1.491694527060817,0.0107436081779282
spec-2603-54479-0328g001.dat,2603,54479,0328,-1.436,0.1,-1.7719345058388654,0.0100565024281706
spec-2604-54484-0164g001.dat,2604,54484,0164,,,-1.9925802467989933,0.0106950069647708
spec-2604-54484-0164g003.dat,2604,54484,0164,-1.429,0.034,-1.8395725379649703,0.0102579151310202
spec-2604-54484-0600g001.dat,2604,54484,0600,,,-1.8252441030424824,0.0114063809749285
spec-2604-54484-0600g002.dat,2604,54484,0600,-1.631,0.08,-1.5829302398248224,0.0109885800389055
spec-2605-54484-0153g001.dat,2605,54484,0153,,,-1.6909329925386607,0.0124983969825196
spec-2605-54484-0153g002.dat,2605,54484,0153,,,-1.1524482171827055,0.0109946794372769
spec-2606-54154-0174g001.dat,2606,54154,0174,-1.553,0.04,-2.145729686803359,0.0100341084111533
spec-2606-54154-0308g001.dat,2606,54154,0308,,,-1.687868773236449,0.0116968175733107
spec-2606-54154-0421g001.dat,2606,54154,0421,,,-1.4759142920009425,0.009867739985093
spec-2606-54154-0421g002.dat,2606,54154,0421,-1.105,0.073,-1.6143613922834803,0.0102256937116766
spec-2607-54184-0188g001.dat,2607,54184,0188,,,-1.967540909963942,0.009990254310265
spec-2607-54184-0251g001.dat,2607,54184,0251,-1.807,0.079,-2.1469554282986327,0.0100048466782025
spec-2607-54184-0251g002.dat,2607,54184,0251,,,-2.023590434965331,0.0099448559382935
spec-2609-54476-0050g001.dat,2609,54476,0050,,,-1.7871728106915894,0.0111175139000718
spec-2609-54476-0050g003.dat,2609,54476,0050,,,-1.901491965452319,0.0116182324343809
spec-2609-54476-0178g001.dat,2609,54476,0178,-2.183,0.154,-1.7286039078923028,0.0138308536559593
spec-2609-54476-0178g002.dat,2609,54476,0178,,,-1.3015017837596736,0.0124264229458387
spec-2609-54476-0201g001.dat,2609,54476,0201,-0.991,0.041,-0.9082244657730938,0.009319606795718
spec-2609-54476-0201g002.dat,2609,54476,0201,,,-1.3862177356611032,0.0110220315084061
spec-2609-54476-0549g002.dat,2609,54476,0549,,,-1.598869569379676,0.0108390262716343
spec-2612-54480-0487g001.dat,2612,54480,0487,,,-1320.001093339772,-999.0
spec-2613-54481-0460g001.dat,2613,54481,0460,-2.211,0.047,-2.6667023120029363,0.0086351526448149
spec-2613-54481-0460g002.dat,2613,54481,0460,,,-2.5849486841863034,0.0094802434411943
spec-2615-54483-0223g001.dat,2615,54483,0223,-1.652,0.116,-1.3937066210991966,0.0159119514977022
spec-2615-54483-0223g002.dat,2615,54483,0223,-1.531,0.057,-1.412051767241723,0.0117324802549556
spec-2615-54483-0335g001.dat,2615,54483,0335,-1.184,0.042,-1320.001093339772,-999.0
spec-2616-54499-0043g001.dat,2616,54499,0043,-1.033,0.097,-1.6611385988939755,0.0116755639404675
spec-2618-54506-0210g001.dat,2618,54506,0210,,,-1.609638362316275,0.0100030243623665
spec-2618-54506-0488g001.dat,2618,54506,0488,,,-1.7048541493241105,0.0108480647393203
spec-2618-54506-0488g002.dat,2618,54506,0488,,,-2.124965291981002,0.0101896266145036
spec-2618-54506-0488g003.dat,2618,54506,0488,-1.68,0.033,-2.169134785989857,0.0098198382653647
spec-2619-54506-0305g001.dat,2619,54506,0305,,,-1.6713649220551687,0.0100872740301194
spec-2619-54506-0413g001.dat,2619,54506,0413,-1.433,0.079,-1.607848160096184,0.0104646800113832
spec-2621-54380-0121g001.dat,2621,54380,0121,-1.36,0.022,-1.4923889018220422,0.0100508506482979
spec-2621-54380-0525g001.dat,2621,54380,0525,-1.118,0.036,-1.6311737589791968,0.0110029434964278
spec-2622-54095-0161g001.dat,2622,54095,0161,-1.768,0.046,-1.5340299924505985,0.0122807669175896
spec-2622-54095-0161g002.dat,2622,54095,0161,-1.867,0.039,-1.8932060245159352,0.0198393953483306
spec-2623-54328-0089g001.dat,2623,54328,0089,-1.695,0.168,-1.1316482987627854,0.0102020806832887
spec-2624-54380-0555g001.dat,2624,54380,0555,-1.057,0.14,-2.364092298594243,0.0087364236686302
spec-2624-54380-0555g002.dat,2624,54380,0555,,,-1.5547153828629914,0.0173775193720647
spec-2624-54380-0561g001.dat,2624,54380,0561,-1.926,0.065,-1.7720686043056766,0.0188251776267747
spec-2636-54082-0248g001.dat,2636,54082,0248,,,-1.743360007037103,0.012258288678268
spec-2637-54504-0472g001.dat,2637,54504,0472,-2.329,0.064,-1.944768512905843,0.0105635296839945
spec-2641-54230-0047g001.dat,2641,54230,0047,,,-1.79084803344356,0.0109532537215225
spec-2641-54230-0179g001.dat,2641,54230,0179,-0.83,0.043,-1.388886849589006,0.0104213331854853
spec-2641-54230-0179g002.dat,2641,54230,0179,-1.177,0.083,-1.118233045581594,0.0102546198682156
spec-2641-54230-0568g001.dat,2641,54230,0568,-2.195,0.042,-2.6202894027759704,0.0083134830687454
spec-2642-54232-0261g002.dat,2642,54232,0261,,,-2.16192887626829,0.0107813307298101
spec-2644-54210-0109g001.dat,2644,54210,0109,,,-1.9477790921428972,0.0104659883885666
spec-2644-54210-0445g001.dat,2644,54210,0445,,,-2.101773929016816,0.0097472378859987
spec-2644-54210-0445g002.dat,2644,54210,0445,-1.638,0.061,-1.7878114882671796,0.0105334374477332
spec-2644-54210-0445g003.dat,2644,54210,0445,-1.492,0.043,-1.8565368330048329,0.0107980129440473
spec-2645-54477-0159g001.dat,2645,54477,0159,-1.993,0.116,-1.8319037021067175,0.0105836356275051
spec-2645-54477-0315g001.dat,2645,54477,0315,-1.361,0.026,-1.758435119051391,0.0116535820790402
spec-2645-54477-0403g001.dat,2645,54477,0403,-1.294,0.041,-1.794474354468777,0.0105473922364776
spec-2646-54479-0257g001.dat,2646,54479,0257,,,-1.7895085787479834,0.0109875371862707
spec-2646-54479-0257g002.dat,2646,54479,0257,,,-1.6418207586368934,0.0108379914542448
spec-2646-54479-0631g001.dat,2646,54479,0631,-1.287,0.038,-1.7955194718925465,0.011725113544682
spec-2649-54212-0176g001.dat,2649,54212,0176,,,-1320.001093339772,-999.0
spec-2650-54505-0332g002.dat,2650,54505,0332,-1.445,0.072,-1.793970962205449,0.0109844323770712
spec-2651-54507-0451g002.dat,2651,54507,0451,,,-1.2855931329826578,0.0108971710644189
spec-2651-54507-0504g002.dat,2651,54507,0504,,,-1.81855669322891,0.0103625323558541
spec-2653-54230-0469g001.dat,2653,54230,0469,,,-1.5696805828235676,0.0222900453815161
spec-2655-54184-0531g001.dat,2655,54184,0531,,,-2.081120427145482,0.0101001021749462
spec-2655-54184-0531g002.dat,2655,54184,0531,,,-1.942582244615844,0.0118747977497969
spec-2657-54502-0149g001.dat,2657,54502,0149,,,-1.567634220002435,0.0115919211251974
spec-2657-54502-0162g001.dat,2657,54502,0162,-3.066,0.068,-0.3696233091840993,0.0125826696862054
spec-2657-54502-0558g001.dat,2657,54502,0558,,,-1.5052748353201195,0.0110512249441024
spec-2657-54502-0558g002.dat,2657,54502,0558,,,-1.3149607119553717,0.010906115518682
spec-2657-54502-0558g004.dat,2657,54502,0558,,,-1.3175220399975447,0.0099921601084269
spec-2658-54502-0376g001.dat,2658,54502,0376,-2.322,0.011,-2.0322380629395296,0.0120008572012991
spec-2658-54502-0376g002.dat,2658,54502,0376,,,-2.817931067903633,0.0186387995996154
spec-2660-54504-0027g001.dat,2660,54504,0027,,,-1.9095340115573096,0.0105993528291794
spec-2660-54504-0118g001.dat,2660,54504,0118,-1.21,0.077,-1.558963751738604,0.0099574571917249
spec-2660-54504-0118g002.dat,2660,54504,0118,,,-1.6402529018620475,0.0117047282928618
spec-2660-54504-0305g001.dat,2660,54504,0305,-1.725,0.176,-1.3828710930883894,0.010358935958583
spec-2661-54505-0059g001.dat,2661,54505,0059,,,-1.6745269984980662,0.0103699128977176
spec-2661-54505-0484g001.dat,2661,54505,0484,-1.546,0.098,-1.838137753513814,0.0112639381839655
spec-2661-54505-0527g001.dat,2661,54505,0527,-2.024,0.005,-1.7429245675574596,0.01193640114766
spec-2661-54505-0527g002.dat,2661,54505,0527,-1.768,0.01,-1.6237964638607894,0.0111075965119419
spec-2662-54505-0621g001.dat,2662,54505,0621,,,-1.1866315724053529,0.010942110691554
spec-2662-54505-0621g002.dat,2662,54505,0621,,,-1.211520926667765,0.011060915509835
spec-2663-54234-0220g001.dat,2663,54234,0220,,,-2.380546789571567,0.0102198059483536
spec-2664-54524-0178g001.dat,2664,54524,0178,,,-2.2841178240887383,0.0090979605040829
spec-2664-54524-0178g002.dat,2664,54524,0178,-1.822,0.089,-2.1341491267782047,0.0096515980695974
spec-2664-54524-0178g003.dat,2664,54524,0178,,,-1.922770933348258,0.0107751840896975
spec-2665-54232-0023g001.dat,2665,54232,0023,-1.355,0.034,-1.714079385072404,0.0120176965939395
spec-2665-54232-0023g002.dat,2665,54232,0023,-1.542,0.084,-1.925647769557,0.0111724781194447
spec-2666-54230-0415g001.dat,2666,54230,0415,,,-1.9637248382740016,0.0112689060006654
spec-2667-54142-0216g001.dat,2667,54142,0216,,,-1.5852945888547318,0.0101004585499176
spec-2667-54142-0624g001.dat,2667,54142,0624,-1.773,0.074,-2.07535402051254,0.0097372851482801
spec-2670-54115-0039g001.dat,2670,54115,0039,-1.333,0.02,-1.2290478639203133,0.0110460019236892
spec-2670-54115-0039g002.dat,2670,54115,0039,,,-1.2772070764312546,0.0113838631161088
spec-2670-54115-0039g003.dat,2670,54115,0039,,,-1.2990049046685224,0.0295060011491274
spec-2670-54115-0039g004.dat,2670,54115,0039,,,-1.1763448443170352,0.0148567366539787
spec-2670-54115-0397g001.dat,2670,54115,0397,,,-2.224796139092518,0.0091348142545537
spec-2670-54115-0397g002.dat,2670,54115,0397,-1.877,0.028,-1.995117238911667,0.0106228380528744
spec-2677-54180-0521g001.dat,2677,54180,0521,-1.896,0.087,-2.5486970739352923,0.0093458162880734
spec-2683-54153-0564g001.dat,2683,54153,0564,-1.292,0.103,-1.3662298371206738,0.0121420203030281
spec-2683-54153-0564g002.dat,2683,54153,0564,,,-1.2850658911738977,0.0230071081464088
spec-2683-54153-0564g003.dat,2683,54153,0564,-1.381,0.072,-1.163520410949556,0.0347939181743261
spec-2683-54153-0564g004.dat,2683,54153,0564,,,-1.2762681168752383,0.0163799243816404
spec-2689-54149-0023g001.dat,2689,54149,0023,,,-2.0072685187453767,0.0102968587774345
spec-2689-54149-0023g002.dat,2689,54149,0023,-1.81,0.053,-2.3183663027650208,0.0088656845977882
spec-2689-54149-0033g001.dat,2689,54149,0033,,,-2.025858627623053,0.0104221513481255
spec-2689-54149-0216g001.dat,2689,54149,0216,-1.149,0.007,-1.387494924392961,0.0097456833908521
spec-2689-54149-0216g002.dat,2689,54149,0216,,,-0.6257474482903975,0.0095689189366285
spec-2689-54149-0233g001.dat,2689,54149,0233,,,-1.8605548535103595,0.0128772799997185
spec-2689-54149-0233g003.dat,2689,54149,0233,,,-1.5925906692448484,0.0109481912485655
