orig_spec_file_name,feh_liu,error_feh_liu,feh_rrlfe,error_feh_rrlfe
spec-56306-HD083217N291909F01_sp02-122.dat,-1.442,0.09,-1.35818491152233,0.0098747222467175
spec-57399-GAC122N25M1_sp11-062.dat,-999.0,-999.0,0.1169387471734634,0.0140088881253392
spec-56978-GAC122N29B1_sp05-021.dat,-2.417,0.076,-2.874797601174867,0.0136384620587497
spec-56308-HD084531N282643F01_sp08-226.dat,-2.214,0.084,-2.302698173189614,0.0095437636265908
spec-57019-HD083217N291909M01_sp10-164.dat,-1.762,0.086,0.1250573233649271,0.0163657040594012
spec-56978-GAC122N29B1_sp04-145.dat,-1.44,0.125,-1.289755437993751,0.0098675997345952
spec-56306-HD083217N291909F01_sp05-060.dat,-999.0,-999.0,0.0074375444812802,0.0139669484317044
spec-56994-HD084531N282643B01_sp15-031.dat,-1.267,0.076,-1.8520713356477767,0.01128011043858
spec-57016-HD084531N282643M01_sp15-031.dat,-1.267,0.076,-1.5874630790214588,0.0107648582058774
spec-56978-GAC122N29B1_sp15-222.dat,-1.933,0.076,-2.2619750506393146,0.00893701183484
spec-57717-HD084531N282643M02_sp11-150.dat,-2.2,0.106,-1.6268811174795927,0.0113581534095355
spec-57016-HD084531N282643M01_sp11-150.dat,-2.2,0.106,-1.7868132261509877,0.0134013786593563
spec-56355-HD084033N331638F01_sp07-175.dat,-1.533,0.091,0.1624678003648291,0.0165402390223126
spec-56251-GAC121N33M1_sp05-087.dat,-2.502,0.099,-1.4880182668947763,0.0108949234571609
spec-58164-HD084033N331638B02_sp10-050.dat,-1.316,0.092,-1.4343295914599352,0.0104803898872848
spec-56355-HD084033N331638F01_sp10-050.dat,-1.316,0.092,-1.7637702177043666,0.0104791791061188
spec-56355-HD084033N331638M01_sp10-050.dat,-1.316,0.092,-1.5286254985816692,0.0105035108422888
spec-56246-GAC121N33B1_sp06-249.dat,-1.351,0.123,-1.5404601956782191,0.0115311674121946
spec-56355-HD084033N331638F01_sp06-040.dat,-1.496,0.094,-1.5351519784651293,0.0099895389486667
spec-58164-HD084033N331638B02_sp06-046.dat,-1.496,0.094,-1.9055063689613971,0.0108896173198036
spec-57716-HD084033N331638M02_sp08-029.dat,-2.081,0.136,-1.6127723597192594,0.0108229737522041
spec-56654-HD085234N322826B01_sp15-001.dat,-1.383,0.076,-1.498730758573089,0.0106723334812729
spec-56298-HD082137N335612M01_sp04-103.dat,-1.975,0.093,-1.5766635163506355,0.017923995404862
spec-58164-HD084033N331638B02_sp14-078.dat,-1.95,0.093,-1.8845571603074796,0.0102202549214902
spec-57367-HD082602N365857M01_sp01-046.dat,-1.8,0.114,-1.9374890771135436,0.0101131876059757
spec-57731-HD082137N335612M02_sp09-123.dat,-1.8,0.114,-0.9220997931300648,0.0092287209035539
spec-57367-HD082602N365857M01_sp09-099.dat,-2.09,0.138,-1.3165270008484902,0.009752080398712
spec-58490-HD084649N380231M02_sp15-246.dat,-1.624,0.116,-0.2212501047289709,0.0157995807169769
spec-56304-HD083110N401329F01_sp13-055.dat,-1.667,0.094,-2.109974806595564,0.0108849543475857
spec-57004-GAC118N39B1_sp12-056.dat,-999.0,-999.0,-1.0531432310093376,0.0105843020630715
spec-56304-HD083110N401329F01_sp09-036.dat,-1.775,0.077,-1.4947014348623855,0.010159755067643
spec-58155-HD083110N401329B01_sp09-033.dat,-1.775,0.077,-1.1276321941288423,0.0098465798825253
spec-57025-GAC118N39B2_sp12-032.dat,-2.216,0.076,-0.8783526373122554,0.0137531287152264
spec-57004-GAC118N39B1_sp12-032.dat,-2.216,0.076,-2.075565430652362,0.0096100330067972
spec-58097-GAC118N39B2_sp12-036.dat,-2.216,0.076,-1320.001093339772,-999.0
spec-57703-GAC118N39B2_sp12-032.dat,-2.216,0.076,-2.271109955045656,0.009039957363317
spec-57400-GAC118N39B2_sp12-032.dat,-2.216,0.076,-2.0442699834356155,0.0130604505643454
spec-57044-HD083110N401329M01_sp12-021.dat,-1.579,0.094,-1.6673128198075142,0.0106599413766319
spec-57427-HD084415N420602M01_sp08-099.dat,-1.698,0.079,-1.8954655582641,0.010727947827825
spec-58077-HD090427N432630M02_sp03-091.dat,-999.0,-999.0,-1.9712155767913504,0.0106621669902521
spec-56972-HD081449N430205V01_sp16-225.dat,-1.383,-999.0,-0.6960032705614081,0.0103992259971692
spec-58077-HD090427N432630M02_sp16-183.dat,-1.8,0.078,-1.776843849728413,0.0100765265464168
spec-57394-HD081205N465629M01_sp06-014.dat,-1.384,0.06,-1.3911064447197408,0.0104848878136407
spec-57739-HD081205N465629V02_sp10-210.dat,-1.475,0.065,-2.0866370786533035,0.0101152159303904
spec-57329-HD075322N454428V01_sp13-233.dat,-1.475,0.065,-1.5470578921741571,0.0108652732847291
spec-57410-HD075322N454428V02_sp13-233.dat,-1.475,0.065,-1.479376390538315,0.0113870312995718
spec-58126-GAC117N45B2_sp13-005.dat,-1.475,0.065,-1.2487129499613685,0.0112910850873287
spec-57384-GAC117N45B1_sp13-005.dat,-1.475,0.065,-1.5236317790990914,0.010393746614126
spec-57739-HD081205N465629B02_sp04-167.dat,-1.433,0.062,-1.764022544173251,0.0111314235804487
spec-57459-HD085912N480230M01_sp05-059.dat,-1.65,0.092,-1.7881891111101758,0.0108395414488651
spec-57459-HD085912N480230M01_sp10-240.dat,-1.506,0.06,-1.1685341091965356,0.0103971706525419
spec-56653-HD081205N465629B01_sp16-087.dat,-1.776,0.075,-1.0938730731814954,0.0104838291539592
spec-56021-VB3_136N49_V2_sp10-213.dat,-1.4,0.112,-1.5621083625941417,0.0105558034711479
spec-57002-HD082820N494114V01_sp06-081.dat,-2.0,0.093,-1.9571448707716983,0.0192409661363641
spec-56018-GAC_129N49_V1_sp04-111.dat,-2.0,0.093,-1.880663475667378,0.0134980344767428
spec-56965-HD081044N520834V01_sp08-032.dat,-1.601,0.094,-1.832284433256644,0.010781299383519
spec-56301-HD081044N520834B01_sp08-032.dat,-1.601,0.094,-1.9052968417963456,0.0104538329228711
spec-58080-HD081044N520834M02_sp03-073.dat,-1.865,0.061,-1.5060652356431237,0.0113239602873137
spec-58080-HD081044N520834M02_sp14-151.dat,-1.348,0.132,-1.949828617283372,0.012025825125565
spec-56740-GAC120N54B1_sp01-156.dat,-1.348,0.132,-0.1740533141824605,0.0118348872341713
spec-56740-GAC120N54B1_sp05-167.dat,-1.481,0.059,-1.386519753726055,0.0097344986186356
spec-57439-HD081044N520834V02_sp15-203.dat,-2.133,0.076,-2.326747866133814,0.0101525276429784
spec-56965-HD081044N520834V01_sp15-203.dat,-2.133,0.076,-2.517366067889397,0.0094375926886313
spec-56646-HD081012N554815V01_sp01-208.dat,-2.133,0.076,-2.352075479358063,0.0085313370632436
spec-56699-HD083725N555909B_sp08-142.dat,-1.704,0.087,-2.147592704044177,0.010448513305977
spec-57402-HD093904S025022M01_sp15-173.dat,-1.42,0.115,-0.6143469079041917,0.0099186459128064
spec-56647-VB138S03V3_sp16-098.dat,-1.45,0.076,-1.762334533521705,0.0102156320984214
spec-56647-VB138S03V1_sp16-098.dat,-1.45,0.076,-1.790348137933194,0.0107750025118677
spec-57105-HD090135S000003V01_sp07-068.dat,-1.45,0.076,-1.4658705106886984,0.0121303225281729
spec-56658-HD093904S025022V01_sp03-064.dat,-0.9,0.076,-0.8353635990714354,0.0111019588140049
spec-57406-HD093904S025022V02_sp06-022.dat,-1.5,0.076,-1.7464134708891956,0.0107433594620934
spec-56257-HD094409S061050M01_sp11-223.dat,-1.5,0.076,-1.8022694295469397,0.010956281580229
spec-57406-HD093904S025022V02_sp05-070.dat,-1.204,0.097,-1.6254796436716124,0.0107280919991838
spec-56658-HD093904S025022B01_sp05-137.dat,-1.4,0.076,-1.7208599789925554,0.0114391833249509
spec-57402-HD093904S025022M01_sp02-068.dat,-1.442,0.14,-1.950715600874409,0.0108797491215171
spec-56257-HD094409S061050B01_sp15-006.dat,-1.625,0.093,-1.3559246667692717,0.0107750188954647
spec-56257-HD094409S061050M01_sp03-132.dat,-1.334,0.082,-1.634457730458204,0.0115753019342376
spec-56257-HD094409S061050M01_sp02-020.dat,-1.25,0.132,-0.6888738579747513,0.0119716504579454
spec-56254-HD092603S011405M01_sp16-088.dat,-1.8,0.073,-1.7746085802829374,0.010449554294221
spec-56671-VB136N01V3_sp02-137.dat,-1.42,0.082,-1.8369298678856445,0.0101566786091896
spec-57406-HD093904S025022B02_sp11-034.dat,-999.0,-999.0,0.1554575323583323,0.0139388023182219
spec-56389-HD095639S002741M01_sp04-194.dat,-1.517,0.076,-2.009625179111153,0.0101569607762424
spec-56389-HD095639S002741F01_sp04-194.dat,-1.517,0.076,-1.6348891407340598,0.0111032416203073
spec-58460-HD095639S002741B02_sp10-016.dat,-1.299,0.097,-1.377948665452536,0.0113097054763027
spec-58487-HD095639S002741M02_sp10-016.dat,-1.299,0.097,-1.4146658993207988,0.0105916817455563
spec-56389-HD095639S002741M01_sp10-016.dat,-1.299,0.097,-1.4915706573265253,0.010689500223771
spec-55974-F5597403_sp04-114.dat,-1.299,0.097,-1.3414365971170816,0.0101013450441177
spec-57025-HD095639S002741V01_sp14-112.dat,-2.55,0.076,-3.020614496112629,0.0191549542697116
spec-58574-HD094623N014708V02_sp01-103.dat,-2.55,0.076,-2.818198203711438,0.0112413992833532
spec-56389-HD095639S002741M01_sp14-114.dat,-1.497,0.107,-1.1677142461424346,0.0101499986772514
spec-55974-F5597403_sp14-114.dat,-2.017,0.076,-1.8596873945110115,0.0113512207545764
spec-57025-HD095639S002741B01_sp14-093.dat,-1.75,0.076,-1.7607104484068277,0.010174330342753
spec-55974-F5597403_sp09-034.dat,-1.75,0.076,-1.918577409212144,0.0099537199766265
spec-57025-HD095639S002741V01_sp14-079.dat,-1.75,0.076,-0.8556044543912302,0.0092244886576215
spec-56258-HD094623N014708B01_sp07-101.dat,-1.75,0.076,-1.802552643384371,0.0105747272299598
spec-58460-HD095639S002741B02_sp14-093.dat,-1.75,0.076,-0.1122699896265371,0.0145479241193781
spec-56389-HD095639S002741M01_sp09-151.dat,-1.425,0.093,-1.4945320115558316,0.0111973328962409
spec-57025-HD095639S002741V01_sp09-151.dat,-1.425,0.093,-1.3917997368746364,0.0110192144628337
spec-56642-VB136N01V1_sp10-220.dat,-1.499,0.087,-1.6291987982028855,0.0100192677732075
spec-56671-VB136N01V3_sp10-220.dat,-1.499,0.087,-1.773451811221543,0.0118866061295767
spec-57105-HD090135S000003B01_sp15-018.dat,-1.334,0.086,-0.3979534393204173,0.0121641509494956
spec-57034-HD100408N031203V01_sp02-223.dat,-1.075,0.093,-0.9378181416102678,0.0112148796973766
spec-56389-HD095639S002741M01_sp12-150.dat,-1.075,0.093,-0.9691029807186652,0.0109340687680506
spec-57473-HD100408N031203V02_sp02-223.dat,-1.075,0.093,-0.890857846780404,0.0110761758048343
spec-57025-HD095639S002741V01_sp12-150.dat,-1.075,0.093,-0.9801222266425396,0.0141313181992523
spec-57392-HD092600N030149M01_sp10-166.dat,-1.318,0.106,-1.1518409622107268,0.0108271487401025
spec-58485-HD094623N014708M02_sp14-236.dat,-1.615,0.076,-1.2317767197918523,0.0095492690035913
spec-57435-HD091212N035201B01_sp02-154.dat,-1.517,0.148,-0.895488710190776,0.0110718221382826
spec-55976-F5597602_sp10-131.dat,-1.448,0.103,-1.2767086682063986,0.0100232811752677
spec-56671-VB136N01V2_sp14-146.dat,-2.551,0.1,-1.9773098246915648,0.0098633251977242
spec-56669-HD092600N030149B_sp08-098.dat,-2.218,0.069,-1.849115333007405,0.0106256567850667
spec-56669-HD092600N030149B_sp10-131.dat,-1.349,0.087,-1.0959988175285995,0.0103939573581496
spec-57392-HD092600N030149M01_sp09-246.dat,-1.77,0.086,-1.0591972180388836,0.0096637674445095
spec-57034-HD092600N030149V01_sp11-032.dat,-0.664,0.114,-0.8569003152386674,0.0107419370578156
spec-57475-HD095844N060652B01_sp05-219.dat,-1.664,0.081,2.254319383325079,0.0373439755509887
spec-57392-HD092600N030149M01_sp12-064.dat,-1.949,0.118,-1.4529612390873443,0.0099193317602171
spec-55976-F5597602_sp11-154.dat,-1.279,0.101,-0.5089617778145397,0.0117674681575708
spec-57453-HD091212N035201M01_sp15-052.dat,-1.182,0.113,0.8240296555085206,0.0210228384477853
spec-57447-HD095844N060652V01_sp05-222.dat,-999.0,-999.0,-1.4967490402478003,0.0099122177696878
spec-57447-HD095844N060652V01_sp05-222.dat,-1.382,0.078,-1.4967490402478003,0.0099122177696878
spec-57392-HD092600N030149M01_sp16-065.dat,-1.536,0.128,-1.1129840473664392,0.0110398840038002
spec-56751-VB138N06V1_sp02-068.dat,-2.2,0.086,-2.4105613336658087,0.009468009406183
spec-56751-VB138N06V2_sp02-178.dat,-1.133,0.076,-1.5250157475840012,0.0114539520122405
spec-57055-HD091212N035201V01_sp16-208.dat,-0.583,0.076,-0.4588447740853651,0.0110643756515411
spec-57435-HD091212N035201V02_sp16-208.dat,-0.583,0.076,-0.6550693003862471,0.0113833265898639
spec-56357-HD090901N073047B01_sp02-101.dat,-0.583,0.076,-0.4643841256342437,0.0110538022357066
spec-57126-HD090901N073047V01_sp02-101.dat,-0.583,0.076,-0.0988476016053805,0.0131116094684239
spec-58168-HD094610N064230B02_sp04-079.dat,-1.486,0.09,-1.127241002739776,0.0110789460636904
spec-56751-VB138N06V2_sp16-151.dat,-1.517,0.065,0.1647437739527196,0.0151600490653495
spec-58168-HD094610N064230V02_sp12-120.dat,-1.142,0.104,-1.7721546590227475,0.0102877475749895
spec-58168-HD094610N064230V02_sp12-120.dat,-1.25,-999.0,-1.7721546590227475,0.0102877475749895
spec-57447-HD095844N060652V01_sp16-067.dat,-1.142,0.104,-1.6493984777121988,0.0102806642054043
spec-57447-HD095844N060652V01_sp16-067.dat,-1.25,-999.0,-1.6493984777121988,0.0102806642054043
spec-56726-HD092329N074249B_sp14-060.dat,-1.48,0.131,0.2857313251744751,0.0251916653445981
spec-56357-HD090901N073047M01_sp15-077.dat,-1.621,0.121,-1.3061602594489097,0.0099525246817214
spec-56683-HD095839N105737B_sp10-181.dat,-1.965,0.101,-0.8627206023881162,0.0091487793919952
spec-57400-HD095839N105737B02_sp10-181.dat,-1.965,0.101,1.1407929925188474,0.0230992272704792
spec-57444-HD093845N104639V02_sp08-052.dat,-2.175,0.093,-2.0930144518645224,0.0102530538395113
spec-57000-HD093845N104639V01_sp08-052.dat,-2.175,0.093,-2.221522388336999,0.0101896795217133
spec-56394-HD093845N104639B01_sp08-052.dat,-2.175,0.093,-2.071322198355672,0.0108444663565768
spec-57790-HD090744N104005B01_sp04-107.dat,-1.757,0.099,-1.7805420990336709,0.0118665504983459
spec-56285-HD090744N104005B03_sp06-070.dat,-0.323,0.097,-0.3916717562961492,0.0117820560155071
spec-55920-F5592004_sp01-080.dat,-1.81,0.086,-2.039796859946813,0.0115101353048267
spec-56287-HD093120N125131B01_sp03-029.dat,-1.524,0.123,-1.927164214644394,0.0114280537590473
spec-57450-KP090458N132038B01_sp05-118.dat,-1.5,0.134,-1.7752999971387662,0.0111830600018897
spec-56285-HD090744N104005M03_sp11-024.dat,-1.5,0.134,-1.891100238099088,0.0107813533185503
spec-56285-HD090744N104005M03_sp11-033.dat,-2.125,-999.0,-1.7844725896249032,0.0117406117154788
spec-58545-HD095348N144420B02_sp05-201.dat,-999.0,-999.0,-1.4938647310548183,0.0098928639680621
spec-56680-HD095348N144420B01_sp05-204.dat,-999.0,-999.0,0.8692642942776667,0.0206953890583124
spec-55920-F5592004_sp12-077.dat,-1.467,0.098,-1.6427354341928169,0.0118641403043649
spec-55920-F5592004_sp11-052.dat,-1.284,0.08,-1.369256766396495,0.0101431721370578
spec-57421-HD095348N144420M01_sp09-138.dat,-1.62,0.079,-1.1558359209615294,0.0110330632547889
spec-57421-HD095348N144420M01_sp14-201.dat,-999.0,-999.0,-2.023115525527147,0.0098266775102399
spec-57751-KP085714N151921B01_sp13-088.dat,-1.982,0.078,-1.6905518852065335,0.010521877479473
spec-57421-HD095348N144420M01_sp09-171.dat,-2.071,0.077,-2.211540319666258,0.0098246245622823
spec-56680-HD095348N144420B01_sp16-143.dat,-1.795,0.109,-1.6022498572427573,0.0102405342853367
spec-56680-HD095348N144420B01_sp16-245.dat,-999.0,-999.0,-1.664044261730388,0.0106303493267471
spec-58076-HD094551N184100M02_sp05-207.dat,-1.685,0.12,-1.4158856677093774,0.009852502846642
spec-58076-HD094551N184100M02_sp05-146.dat,-2.151,0.12,-1.6575247488956202,0.0106529692070159
spec-55950-F5595003_sp16-103.dat,-1.657,0.081,-1.617783530554075,0.0106371123453514
spec-56656-VB137N18V1_sp13-059.dat,-1.284,0.082,-1.479728655650549,0.0101709629402067
spec-56367-HD092159N212954M01_sp01-046.dat,-1.45,0.101,-1.623360191761639,0.0101066141430192
spec-57846-HD092159N212954M02_sp07-164.dat,-1.717,0.113,-1.5606602705158847,0.010781233103754
spec-57373-HD094852N223633M01_sp02-201.dat,-2.028,0.185,-0.775429472679674,0.0110977520547233
spec-57846-HD092159N212954M02_sp05-198.dat,-1.522,0.106,-0.835017903497203,0.0091979740608644
spec-58456-KII090344N200347B01_sp11-097.dat,-2.212,0.079,-2.0875933560809483,0.0110501528862257
spec-57373-HD094852N223633M01_sp04-110.dat,-2.316,0.186,-0.6693823640614838,0.0099863012270549
spec-57373-HD094852N223633M01_sp04-121.dat,-999.0,-999.0,-1.9494166011960448,0.0103517298231224
spec-56359-HD090726N225851M01_sp03-050.dat,-1.73,0.086,-1.8757904869194728,0.0099954828812242
spec-58108-KII085705N215137B02_sp13-226.dat,-1.73,0.086,-1.8403578374685383,0.0110820617346591
spec-58464-KII085705N215137B03_sp13-226.dat,-1.73,0.086,-0.7742897871121914,0.0106564548721539
spec-58078-KII085705N215137B01_sp13-226.dat,-1.73,0.086,-1.52244217191698,0.0111354882855202
spec-57799-HD090726N225851B02_sp08-054.dat,-1.275,0.079,1.6883602208325277,0.0350456366805056
spec-57373-HD094852N223633M01_sp09-179.dat,-1.406,0.141,-0.6115874032052298,0.0098462787733782
spec-56993-HD093359N232714V01_sp13-219.dat,-0.683,0.076,-1.1945685682597895,0.0094780336024181
spec-58465-HD093359N232714V02_sp13-219.dat,-0.683,0.076,-1.1222867818884943,0.0093384599651715
spec-57487-HD094138N255446V01_sp01-210.dat,-0.683,0.076,-0.5394738103959107,0.0097330062973364
spec-57068-HD100153N235852M01_sp03-183.dat,-1.249,0.101,-1.179614905899686,0.0097385726786171
spec-56384-HD100153N235852F01_sp03-183.dat,-1.249,0.101,-1.98747941682544,0.0107165181999093
spec-57842-HD092331N251058V01_sp02-198.dat,-0.55,0.076,-0.7003683736704833,0.0092666412335102
spec-56630-VB137N22V1_sp12-112.dat,-0.55,0.076,-0.6883059462712349,0.0092839573043523
spec-56630-VB137N22V2_sp12-112.dat,-0.55,0.076,-0.7146180611229687,0.0092409324041914
spec-57369-HD094138N255446M01_sp01-175.dat,-2.406,0.136,-0.2952788866742074,0.011569043935468
spec-56299-HD093359N232714B01_sp09-071.dat,-1.275,0.1,-1.4986123170038688,0.010050013257577
spec-56299-HD093359N232714F01_sp09-071.dat,-1.275,0.1,-1.3547551746216828,0.0105698406165676
spec-56299-HD093359N232714M01_sp12-102.dat,-1.348,0.101,-1.244153696454224,0.0096279786994737
spec-56299-HD093359N232714F01_sp12-102.dat,-1.348,0.101,-1.7770976297522898,0.0105991046342125
spec-55911-B91104_sp07-247.dat,-2.2,0.131,-1.4563533145662872,0.0106903176350884
spec-56295-HD091735N272519B01_sp07-247.dat,-2.2,0.131,-1.7417056560222473,0.0105112133216089
spec-55877-B7708_sp07-247.dat,-2.2,0.131,-2.1766564471164576,0.0099911732187679
spec-57811-HD092331N251058B01_sp04-009.dat,-2.2,0.131,-1320.001093339772,-999.0
spec-55892-B9204_sp01-028.dat,-2.263,0.051,-1.1911924289830256,0.0096528896643095
spec-55917-F5591705_sp02-105.dat,-2.263,0.051,-2.396917826923404,0.0084757028591666
spec-55917-F5591705_sp02-055.dat,-1.309,0.112,-1.592590685354101,0.0112451778000175
spec-57756-HD095359N274143M02_sp05-034.dat,-2.151,0.1,-1.7967451262827605,0.0104803731915235
spec-56610-HD093318N282204B01_sp01-132.dat,-2.498,0.055,-1.1334423848409203,0.0097312651615342
spec-56739-HD093318N282204M_sp01-132.dat,-2.498,0.055,-1320.001093339772,-999.0
spec-57012-HD091735N272519M01_sp05-074.dat,-2.016,0.101,-2.28113511287395,0.0091666095388405
spec-57755-HD093318N282204M02_sp05-024.dat,-1.728,0.1,-2.193415434376819,0.0094348997348014
spec-56739-HD093318N282204M_sp05-024.dat,-1.728,0.1,-1.7069636221417737,0.0104482750505568
spec-56295-HD091735N272519B01_sp04-086.dat,-2.0,0.082,-1.4748176954363028,0.0114178442840762
spec-55911-B91104_sp04-086.dat,-2.0,0.082,-1.5092327835300818,0.0104858369033018
spec-55959-B5595902_sp04-086.dat,-2.0,0.082,-1.3979734945042266,0.010243497706586
spec-55877-B7708_sp04-086.dat,-2.0,0.082,-2.0765692847769106,0.0124694588735288
spec-56627-HD095359N274143M01_sp03-237.dat,-1.382,0.108,-1.0818377812418236,0.0097196269487804
spec-57756-HD095359N274143M02_sp03-237.dat,-1.382,0.108,-0.5171880408421536,0.0102921057763933
spec-57756-HD095359N274143M02_sp10-023.dat,-1.86,0.099,-1.5695244321303052,0.0110143754559121
spec-55877-B7708_sp09-023.dat,-1.501,0.157,-1.175977553922942,0.0110263723191749
spec-57811-HD092331N251058B01_sp11-154.dat,-1.501,0.157,-1.3658574222535973,0.0098927006840489
spec-55895-B9505_sp14-116.dat,-1.252,0.081,-1.2449196330829009,0.0114052898647362
spec-57418-HD095359N274143B02_sp09-003.dat,-1.434,0.097,-1.430236508643543,0.0142521444509042
spec-56610-HD093318N282204B01_sp06-065.dat,-1.7,0.137,-1.703023496201841,0.0100534872249353
spec-57418-HD095359N274143B02_sp14-231.dat,-1.7,0.137,-1.7793640372315689,0.0106910306193508
spec-56632-HD095359N274143B01_sp14-231.dat,-1.7,0.137,-1.3257862731507808,0.0103080691668042
spec-55892-B9204_sp13-228.dat,-1.7,0.137,-0.3490887003846611,0.0118507548150123
spec-55917-F5591705_sp14-062.dat,-2.075,0.105,-0.9068363349433536,0.010474118213417
spec-55948-F5594803_sp01-061.dat,-999.0,-999.0,-0.1285403771776823,0.0132307960346204
spec-57755-HD093318N282204M02_sp06-034.dat,-999.0,-999.0,-1.7723351389268616,0.0114548471064532
spec-55993-B5599301_sp09-014.dat,-1.3,0.122,-1.5477626462614826,0.0099513359723365
spec-56295-HD091735N272519B01_sp12-157.dat,-1.3,0.122,-1.2402083982342644,0.0106602345298671
spec-56749-VB139N28V1_sp08-099.dat,-1.3,0.122,-1.5992257545160835,0.0114373678110687
spec-56632-HD095359N274143B01_sp15-163.dat,-2.149,0.082,-2.210135523884333,0.009269885720906
spec-55948-F5594803_sp10-088.dat,-1.893,0.107,-0.1201042682551603,0.0124122296670166
spec-57755-HD093318N282204M02_sp15-186.dat,-1.893,0.107,-1.6744398898759725,0.0111754223418792
spec-57830-HD093848N300911B01_sp10-157.dat,-1.893,0.107,-2.039640621058957,0.0102615012952913
spec-58551-HD094135N311640V02_sp01-088.dat,-1.35,0.076,-1.7323698018149063,0.0111397920888181
spec-57097-HD094135N311640V01_sp01-101.dat,-1.35,0.076,-1.8298957171083476,0.0109549873983799
spec-57742-HD094135N311640M02_sp02-230.dat,-1.541,0.082,-1.1650178722618845,0.0139550618424456
spec-57755-HD093318N282204M02_sp09-075.dat,-1.541,0.082,-1320.001093339772,-999.0
spec-55907-B90704_sp06-057.dat,-1.437,0.081,-0.2012460548181517,0.01270810074337
spec-55948-F5594803_sp06-057.dat,-1.437,0.081,-1.482002526299371,0.0116353630195395
spec-56013-B5601301_sp15-100.dat,-1.437,0.081,-0.8777245390191515,0.0109032436037493
spec-57755-HD093318N282204M02_sp16-172.dat,-1.12,0.162,-1.5783162912197009,0.0114725676969452
spec-56739-HD093318N282204M_sp16-172.dat,-1.12,0.162,-1.1375378844505963,0.0096694030247902
spec-56610-HD093318N282204B01_sp16-206.dat,-1.65,0.131,-1.7762770394306728,0.0101108062630517
spec-57724-HD090800N293915M02_sp14-058.dat,-2.187,0.075,-2.5746897299631377,0.0092212083137506
spec-55948-F5594803_sp04-156.dat,-1.871,0.092,-1.7041073426119897,0.0115771798857985
spec-55923-F5592304_sp05-021.dat,-1.871,0.092,1.1112850240983565,0.0485543850551853
spec-56396-HD094135N311640F01_sp05-009.dat,-1.871,0.092,-1.4747855957663158,0.0109698834890777
spec-57755-HD093318N282204M02_sp16-190.dat,-1.459,0.067,-1.4563526128909334,0.0112734644734685
spec-56739-HD093318N282204M_sp16-190.dat,-1.459,0.067,-1.455245117160434,0.0099435274489158
spec-57015-HD094135N311640M01_sp08-184.dat,-1.282,0.11,-1.0829924975158116,0.0110634243735692
spec-56396-HD094135N311640F01_sp08-191.dat,-1.282,0.11,-0.5059024595931116,0.01171025237732
spec-55922-B5592204_sp06-171.dat,-1.733,0.083,1.5509129680842926,0.0410948835430494
spec-57783-HD094135N311640B02_sp08-115.dat,-1.733,0.083,-1.965906000364772,0.0102829050346634
spec-55948-F5594803_sp09-216.dat,-1.733,0.083,-2.077178490091502,0.0098966754095169
spec-56650-VB136N31V1_sp06-086.dat,-1.55,0.059,-1.6820719624163063,0.0102137406426717
spec-55960-B5596002_sp03-025.dat,-1.55,0.059,-1.7836489551732746,0.0106201391788099
spec-57742-HD094135N311640M02_sp06-126.dat,-1.566,0.097,-0.860358507499531,0.0101826476220028
spec-57015-HD094135N311640M01_sp06-126.dat,-1.566,0.097,-1.4616699502008208,0.0110245193475122
spec-57015-HD094135N311640M01_sp06-040.dat,-1.535,0.106,-0.5514584562475742,0.0121825009547534
spec-57742-HD094135N311640M02_sp06-040.dat,-1.535,0.106,-1.1252983582602676,0.0099538376741515
spec-57742-HD094135N311640M02_sp04-192.dat,-2.95,0.175,0.4875398691213964,0.0169443437098121
spec-55960-B5596002_sp15-105.dat,-1.587,0.065,-1.7610472989816683,0.0121678181721522
spec-55966-B5596602_sp15-105.dat,-1.587,0.065,-1.5836971207896071,0.0115136040519995
spec-55940-B5594004_sp15-105.dat,-1.587,0.065,-1.5546850732012056,0.0121156301717925
spec-56638-HD092127N325407B01_sp05-241.dat,-1.587,0.065,-1.5175712731163125,0.0112491928117065
spec-57015-HD094135N311640M01_sp09-045.dat,-1.722,0.189,-1.64830447169342,0.0105783671149409
spec-57742-HD094135N311640M02_sp09-045.dat,-1.722,0.189,-1.2510933586690656,0.0095250559475377
spec-55916-B5591606_sp09-181.dat,-1.864,0.091,-2.3057049048171363,0.0096789412914191
spec-57451-HD092127N325407B02_sp06-191.dat,-2.049,0.069,-1.940456657896803,0.0101355841648909
spec-55923-F5592304_sp14-125.dat,-2.049,0.069,-2.205776089528887,0.0106075986739152
spec-56638-HD092127N325407B01_sp06-191.dat,-2.049,0.069,-2.132894360805929,0.0095791732548416
spec-56633-HD095000N333605M01_sp05-167.dat,-1.366,0.107,-1.4832159070723163,0.0112424408591197
spec-57015-HD094135N311640M01_sp12-120.dat,-1.366,0.107,-0.6021297209270742,0.0095720461953344
spec-58551-HD094135N311640V02_sp11-069.dat,-1.417,0.076,-1.622618940249927,0.0108878838775234
spec-57474-HD095000N333605V01_sp10-041.dat,-1.417,0.076,-1.6836369819886947,0.010502770437969
spec-56746-HD092127N325407M01_sp09-150.dat,-1.859,0.103,-1.6553374697709795,0.0104385805943311
spec-57746-HD092127N325407M02_sp09-150.dat,-1.859,0.103,-0.6547985079066563,0.0099986523613218
spec-57746-HD092127N325407M02_sp09-175.dat,-1.84,0.073,-1.830610519507028,0.0109713915918356
