orig_spec_file_name,feh_liu,error_feh_liu,feh_rrlfe,error_feh_rrlfe
spec-56654-HD120800N003716B01_sp10-100.dat,-1.438,0.108,-1.3697638458647508,0.0098507083711721
spec-55973-F5597306_sp14-015.dat,-2.067,0.076,-1320.001093339772,-999.0
spec-56741-HD115451S012705B_sp12-056.dat,-2.067,0.076,-2.2347280282062787,0.0090774677686651
spec-57454-HD120800N003716B02_sp10-077.dat,-2.067,0.076,-1.8430985521704597,0.0107410883734087
spec-57101-HD110103N000249B01_sp13-099.dat,-1.365,0.102,-0.6489115728896735,0.0103785267095047
spec-57872-KP111345S000410B01_sp14-067.dat,-1.365,0.102,-1.3442592250110892,0.0099389165956264
spec-56741-HD115451S012705B_sp11-178.dat,-1.298,0.122,0.1094385150693031,0.0159917232365223
spec-55921-F5592105_sp07-136.dat,-1.679,0.129,-1.0313328960638697,0.00923266223929
spec-57821-KP114225N022143B01_sp05-149.dat,-1.512,0.075,-1.76223748145647,0.0113191084274843
spec-56286-HD114225N022143M_sp05-135.dat,-1.512,0.075,0.4464646220113681,0.0164403793518397
spec-57402-KP115507N031307M01_sp01-112.dat,-1.539,0.103,-2.5099629694279457,0.0214717744740304
spec-57419-KP111915N004324B01_sp14-165.dat,-1.488,0.132,-1.341570590835493,0.0098618516978372
spec-57872-KP111345S000410B01_sp11-091.dat,-1.488,0.132,-0.3091456067567414,0.0122442041745997
spec-56671-HD110103N000249V01_sp11-099.dat,-2.15,0.076,-1.9514717873609853,0.0140608214626599
spec-56670-HD110033N033702V01_sp01-076.dat,-2.15,0.076,-1.971044656282459,0.0127875346567876
spec-57133-HD110033N033702M01_sp07-070.dat,-1.858,0.058,-1.578865233573941,0.0110024627572692
spec-57459-HD110103N000249M01_sp12-196.dat,-1.858,0.058,-1.886481106449108,0.0111994797786505
spec-55921-F5592105_sp06-150.dat,-1.837,0.138,-0.8375372979479532,0.0110990134065608
spec-56670-HD110033N033702B01_sp07-109.dat,-1.217,0.076,-1.930777502221296,0.0110542239439304
spec-57101-HD110103N000249B01_sp12-226.dat,-1.217,0.076,-1.294356526928809,0.010016407812476
spec-56670-HD110033N033702B01_sp07-200.dat,-1.147,-999.0,-0.8153040301084693,0.0252680686234979
spec-57402-KP115507N031307V01_sp08-127.dat,-1.167,0.076,-1.5768456635532546,0.0104809071907075
spec-57521-HD115813N032855V02_sp05-112.dat,-1.167,0.076,-1.8740434272498647,0.0102089694531697
spec-57418-KP112734N005722B01_sp12-128.dat,-1.467,0.076,-1.4227614612092605,0.010207400504217
spec-57395-KP112935N034647B01_sp05-148.dat,-1.467,0.076,-1.5902473858540365,0.0103847239481698
spec-56670-HD110033N033702B01_sp08-124.dat,-1.297,0.09,-1.6199005768538424,0.0112505637054855
spec-56284-HD114225N022143B01_sp04-053.dat,-2.125,0.093,-2.1899038441454657,0.0107133490779455
spec-56782-VB179N03V2_sp08-154.dat,-1.75,0.076,-2.144388496321992,0.0094965150582413
spec-58545-KII115507N031307V01_sp08-094.dat,-1.75,0.076,-2.163833130251627,0.0100600051163089
spec-56780-HD115813N032855V01_sp08-154.dat,-1.75,0.076,-2.158727826231242,0.0104485123674788
spec-57521-HD115813N032855V02_sp08-164.dat,-1.75,0.076,-2.0864822213108,0.0105198162800874
spec-57521-HD115813N032855B01_sp03-016.dat,-1.383,0.076,-1.3053968942304714,0.0107380612656789
spec-58551-KII110033N033702B01_sp06-080.dat,-1.349,0.063,-0.2873018003915641,0.0116290494311715
spec-58574-KII110033N033702B02_sp06-080.dat,-1.349,0.063,-1.3632203945124317,0.0097730496896019
spec-58485-KII112935N034647B01_sp08-009.dat,-1.193,0.079,-2.0186735760070804,0.0102961984966163
spec-57395-KP112935N034647B01_sp08-009.dat,-1.193,0.079,-0.989831593968064,0.0094561361498309
spec-56777-VB171N03V1_sp13-097.dat,-1.193,0.079,-1.852649012148212,0.0101193890819017
spec-55977-F5597703_sp02-115.dat,-1.442,0.092,-1.162491806578913,0.0114802313741327
spec-57395-KP112935N034647B01_sp10-010.dat,-1.442,0.092,-1.7791831579036708,0.0119835130438124
spec-57393-KP112059N045249M01_sp05-214.dat,-1.532,0.104,-1.4415755238649155,0.0111218062706209
spec-58108-KII112059N045249B01_sp06-009.dat,-2.576,0.094,-1320.001093339772,-999.0
spec-57395-KP112935N034647B01_sp03-143.dat,-2.576,0.094,-2.995316653843163,0.0192129622484929
spec-57783-HD112935N034647M01_sp13-226.dat,-1.205,0.107,-0.057139893681407,0.0134620835318358
spec-58485-KII112935N034647B01_sp13-226.dat,-1.205,0.107,-0.9361032918095422,0.0093808410161408
spec-57395-KP112935N034647B01_sp13-226.dat,-1.205,0.107,-0.6932041916153853,0.0093264310296236
spec-58551-KII110033N033702B01_sp15-111.dat,-1.738,0.073,-1.8632154200243904,0.0100159315074025
spec-58513-KII114551N063145B03_sp01-076.dat,-2.116,0.109,-1.37622156987507,0.010768532915905
spec-57406-KP114551N063145B01_sp01-076.dat,-2.116,0.109,-1.5953460828738808,0.0106037596969669
spec-57402-KP115507N031307M01_sp16-129.dat,-1.24,0.091,-1.2337891171040034,0.0095131181556241
spec-57521-HD115813N032855B01_sp11-250.dat,-2.65,0.076,-2.640200884721191,0.0198824808356374
spec-58551-KII110033N033702B01_sp12-182.dat,-1.95,0.065,-0.5389523766733033,0.0102194546104648
spec-58136-HD110609N070823M02_sp01-128.dat,-1.95,0.065,-1.9223474065997024,0.010480095093629
spec-55977-F5597703_sp03-020.dat,-1.617,0.076,-1.8598740279507084,0.0103106346776521
spec-57395-KP112935N034647B01_sp16-221.dat,-1.617,0.076,-1.9331472318944376,0.0109148594884581
spec-55977-F5597703_sp10-148.dat,-1.523,0.117,-0.2632332537419713,0.0108254245913669
spec-57406-KP114551N063145B01_sp08-173.dat,-1.304,0.115,-1.4062286644810351,0.0100479379273372
spec-58129-KII114551N063145B01_sp08-173.dat,-1.304,0.115,-1.7442013965874712,0.0100959626716015
spec-57392-KP113634N060623M01_sp08-234.dat,-1.573,0.123,-1.3711399558979045,0.0110496550444656
spec-56743-HD112935N034647V01_sp12-228.dat,-1.617,0.076,-1.3609365869191774,0.020099566147569
spec-57395-KP112935N034647V01_sp12-228.dat,-1.617,0.076,-1.7453139630997725,0.0158378525001675
spec-58513-KII114551N063145B03_sp08-100.dat,-1.662,0.076,-1.7465437543436413,0.0103854935778115
spec-55918-F5591807_sp10-069.dat,-1.662,0.076,-1.7233261478455608,0.0101140612840377
spec-58129-KII114551N063145B01_sp08-100.dat,-1.662,0.076,-1.9394195298398895,0.0106246207437033
spec-58493-KII114551N063145B02_sp08-100.dat,-1.662,0.076,-1.9151225017371163,0.0102673859518921
spec-57486-HD112126N063805V01_sp04-250.dat,-1.367,0.076,-1.7561911059244562,0.0100991303811552
spec-58493-KII114551N063145B02_sp13-221.dat,-1.75,0.136,-0.6694903687292673,0.0106118970334756
spec-55918-F5591807_sp03-084.dat,-1.75,0.136,-1.778239157922498,0.0101464586376558
spec-58513-KII114551N063145B03_sp13-221.dat,-1.75,0.136,-1.1506335100074412,0.0095013302743072
spec-57868-HD115503N082638M01_sp05-205.dat,-1.466,0.067,-1.6765959324178286,0.0113530580974417
spec-58513-KII114551N063145B03_sp13-142.dat,-1.466,0.067,-1.1744536549785949,0.0098521349532774
spec-57392-KP113634N060623M01_sp15-032.dat,-1.208,0.091,-1.5312711003993078,0.0106186896042737
spec-58133-KII113634N060623B02_sp15-206.dat,-1.208,0.091,-1.3216135828229445,0.0110842535120269
spec-56287-HD112126N063805M01_sp15-057.dat,-1.376,0.119,-1.38272486368104,0.0098547033921539
spec-58136-HD110609N070823M02_sp04-206.dat,-1.703,0.123,-0.2943762518665455,0.0116730625345703
spec-57392-KP113634N060623M01_sp16-149.dat,-1.354,0.129,-0.8298421911543581,0.0110909726084512
spec-56332-HD110713N101244B01_sp02-222.dat,-1.817,0.076,-1.873170755847462,0.0106226547440356
spec-57024-HD110713N101244B_sp01-063.dat,-1.719,0.081,-1.8170367569436725,0.0105834423393171
spec-57024-HD110713N101244B_sp08-013.dat,-2.049,0.047,-1.855914973839483,0.0106863482140842
spec-57024-HD110713N101244B_sp04-234.dat,-1.717,0.076,-1.6318451017463782,0.0113867949728873
spec-56299-HD112355N103146B01_sp04-127.dat,-2.4,0.093,-2.839635897228523,0.0137437552623858
spec-57439-HD112355N103146V01_sp04-123.dat,-2.4,0.093,-2.778732535930021,0.0114490436763144
spec-57868-HD115503N082638M01_sp12-059.dat,-1.82,0.119,-1.956830219380792,0.0116185859539389
spec-58224-HD110713N101244M02_sp14-064.dat,-1.65,0.12,-0.7417554567438642,0.0140420552377625
spec-56300-HD114715N123952F01_sp02-216.dat,-1.825,0.093,-2.0351941768345547,0.0097187444072167
spec-56300-HD114715N123952B01_sp02-216.dat,-1.825,0.093,-1.1726366264975243,0.0099385305138374
spec-57105-HD110713N101244M01_sp13-004.dat,-1.91,0.051,-0.9345408943317092,0.0104714651954899
spec-56300-HD114715N123952F01_sp07-140.dat,-1.125,0.127,-1.4840262294446251,0.0110942677921812
spec-56300-HD114715N123952M01_sp07-140.dat,-1.125,0.127,-1.073380495266405,0.0103542682688417
spec-58224-HD110713N101244M02_sp15-139.dat,-2.186,0.097,-1.465106914805476,0.0098464826999919
spec-57024-HD110713N101244B_sp12-157.dat,-1.575,0.093,-1.6948265613743183,0.0106920976557548
spec-56299-HD112355N103146M01_sp13-189.dat,-2.4,0.236,2.366066982380669,0.0362406397906552
spec-56300-HD114715N123952M01_sp06-123.dat,-1.0,-999.0,-0.4259704489813143,0.0223993970178836
spec-56300-HD114715N123952B01_sp06-123.dat,-1.0,-999.0,-0.3693228633562784,0.0329523337504632
spec-56300-HD114715N123952F01_sp06-123.dat,-1.0,-999.0,-0.6160212159948208,0.0166217206844599
spec-57024-HD110713N101244B_sp16-077.dat,-1.333,0.076,-1.5469949269036776,0.011317376393967
spec-56300-HD114715N123952M01_sp05-228.dat,-1.758,0.107,-2.238261936266121,0.0106969325672206
spec-56300-HD114715N123952F01_sp05-228.dat,-1.758,0.107,-1.7051014115879537,0.0105470142083085
spec-56300-HD114715N123952M01_sp05-189.dat,-1.325,0.093,-1.521719964973252,0.0116716717210526
spec-56300-HD114715N123952F01_sp05-189.dat,-1.325,0.093,-1.7414584763103869,0.0118569601969713
spec-56300-HD114715N123952M01_sp06-024.dat,-1.631,0.107,-1.2704586265768878,0.0099155796373143
spec-57110-HD114715N123952V01_sp05-062.dat,-1.267,0.076,-2.2452145311733456,0.0120582133278417
spec-56300-HD114715N123952M01_sp05-062.dat,-1.267,0.076,-1.9137997763166368,0.0109731373532308
spec-56338-HD112941N152447M01_sp01-083.dat,-1.467,0.076,-1.8901141011706928,0.0104388155989899
spec-57888-HD112941N152447V02_sp01-083.dat,-1.467,0.076,-1.9161325270559464,0.013189291522899
spec-57026-HD112941N152447V01_sp01-083.dat,-1.467,0.076,-1.853054256367512,0.0107042310436853
spec-57888-HD112941N152447V02_sp01-028.dat,-1.6,0.076,-1.816463002484325,0.0107179261543851
spec-57026-HD112941N152447V01_sp01-026.dat,-1.6,0.076,-1.78913874513171,0.01087454200567
spec-58161-HD112941N152447M02_sp07-226.dat,-1.898,0.055,-1.4834054228737152,0.010674506193927
spec-56338-HD112941N152447F01_sp07-245.dat,-1.898,0.055,-1.7646895768132382,0.0106794467037227
spec-56338-HD112941N152447M01_sp07-245.dat,-1.898,0.055,-1.5699232117830555,0.0105968719449254
spec-56300-HD114715N123952F01_sp09-165.dat,-1.424,0.121,-1.3934628435090302,0.0098578776020506
spec-57875-HD112941N152447B02_sp02-056.dat,-1.459,0.09,-1.262749812496287,0.0106730695100181
spec-57026-HD112941N152447B01_sp02-056.dat,-1.459,0.09,-1.4048756183369038,0.0117169691822398
spec-56338-HD112941N152447M01_sp02-056.dat,-1.459,0.09,-1.4507730434218695,0.0103674168512001
spec-56301-HD110643N151055M01_sp05-041.dat,-1.475,0.093,-1.542969896006802,0.0116734078076347
spec-57874-HD110736N135131V02_sp03-128.dat,-1.475,0.093,-1.4200237436642271,0.011325628566348
spec-56298-HD110736N135131B01_sp03-129.dat,-1.475,0.093,-1320.001093339772,-999.0
spec-56298-HD110736N135131M01_sp03-128.dat,-1.475,0.093,-1.328171546965362,0.011717078334199
spec-57091-HD110643N151055B02_sp06-232.dat,-1.599,0.087,-0.7511522116605946,0.0102912558009386
spec-56301-HD110643N151055F01_sp04-232.dat,-1.975,0.093,-2.379326111522416,0.009356523162345
spec-57091-HD110643N151055B02_sp04-232.dat,-1.975,0.093,-2.4343010840743404,0.0094219307154498
spec-56298-HD110736N135131M01_sp15-047.dat,-1.975,0.093,-2.385798701597749,0.0085526386896767
spec-56301-HD110643N151055M01_sp04-232.dat,-1.975,0.093,-2.27013843833046,0.0091912420707536
spec-56338-HD112941N152447M01_sp04-055.dat,-1.384,0.13,1.390130057318908,0.0266460442760422
spec-56338-HD112941N152447F01_sp04-055.dat,-1.384,0.13,0.5913984414681843,0.018282786936285
spec-57874-HD110736N135131V02_sp16-106.dat,-1.3,0.076,-2.016830432132719,0.0100458528839331
spec-57148-HD110736N135131V01_sp16-106.dat,-1.3,0.076,-1.971413027849814,0.0107086231745954
spec-56298-HD110736N135131M01_sp16-106.dat,-1.3,0.076,-0.0296655437237191,0.0133333175542736
spec-56298-HD110736N135131B01_sp16-117.dat,-1.3,0.076,-1.8593209846128729,0.011418269019061
spec-56338-HD112941N152447M01_sp13-028.dat,-1.15,0.076,0.4065216749838052,0.0161542884345838
spec-57026-HD112941N152447V01_sp13-056.dat,-1.15,0.076,-1.6356758810189742,0.0112119755058659
spec-57888-HD112941N152447V02_sp13-056.dat,-1.15,0.076,-1.7026154014202577,0.0116794817307036
spec-58193-HD110643N151055M02_sp15-198.dat,-1.364,0.134,-1.1748550961311268,0.0110597000976065
spec-57451-HD115742N172804B02_sp05-220.dat,-1.655,0.105,0.8268886673443934,0.0208137407827571
spec-56301-HD110643N151055M01_sp12-173.dat,-1.827,-999.0,-0.3471114893308136,0.0123607918132752
spec-56301-HD110643N151055F01_sp12-173.dat,-1.827,-999.0,-1.4583014900470506,0.0110125065258524
spec-57091-HD110643N151055B02_sp12-173.dat,-1.827,-999.0,-1.651128819719614,0.0108540811886804
spec-57378-HD113029N182435B01_sp01-142.dat,-1.87,0.095,-1.803411212003334,0.0101944641689602
spec-56301-HD110643N151055B01_sp16-215.dat,-1.35,0.093,-1.328180350691613,0.0111618003093137
spec-56301-HD110643N151055M01_sp16-215.dat,-1.35,0.093,-1.4920182129695163,0.011487143285078
spec-57091-HD110643N151055V01_sp16-215.dat,-1.35,0.093,-0.1510679727757725,0.013300510511705
spec-56338-HD112941N152447F01_sp12-143.dat,-2.383,0.076,-2.6032838061204804,0.0084402447912523
spec-57026-HD112941N152447B01_sp12-143.dat,-2.383,0.076,-2.5127009526187023,0.0116096182975391
spec-56338-HD112941N152447M01_sp12-143.dat,-2.383,0.076,-1.7693241630164491,0.0107396288518111
spec-57875-HD112941N152447B02_sp09-080.dat,-2.383,0.076,-2.5126063754215275,0.0112725469285102
spec-56338-HD112941N152447M01_sp11-113.dat,-1.618,0.156,0.4076762173268736,0.0162534172781376
spec-56338-HD112941N152447F01_sp11-113.dat,-1.618,0.156,0.3467974625629818,0.0198287818821213
spec-57378-HD113029N182435V01_sp05-177.dat,-1.75,0.076,-2.1047894091533403,0.0105414869626864
spec-57889-HD113029N182435V02_sp05-177.dat,-1.75,0.076,-2.049804941417231,0.0107776494874623
spec-57026-HD112941N152447V01_sp11-164.dat,-1.75,0.076,-2.022692082041212,0.0106650805528638
spec-57378-HD113029N182435B01_sp08-145.dat,-1.785,0.088,-1.9124335691938428,0.0108145836142184
spec-57378-HD113029N182435B01_sp03-033.dat,-1.85,0.076,-1.90366110891989,0.0108805410143069
spec-57889-HD113029N182435V02_sp03-036.dat,-1.85,0.076,-2.163429759356137,0.0093211419251999
spec-57126-HD105837N193719M01_sp01-130.dat,-1.842,0.111,-1.5383659022008986,0.012353443687471
spec-57378-HD113029N182435B01_sp13-042.dat,-2.084,0.093,-1.617933717784343,0.0105440566776198
spec-56739-HD114047N212109B_sp01-184.dat,-1.467,0.076,-1.5502907371139631,0.0103892576787133
spec-56376-HD115742N172804M01_sp11-024.dat,-1.547,0.1,-0.317985016175334,0.0151008536460255
spec-57126-HD105837N193719M01_sp13-209.dat,-1.825,0.111,-1.9938912264869133,0.0108968803537948
spec-57425-HD111424N200151M01_sp14-208.dat,-2.2,0.112,-1.091917237121343,0.019339326701564
spec-56686-HD112608N224229B01_sp01-066.dat,-2.184,0.12,-2.431640684980582,0.0084533996165132
spec-57054-HD112608N224229B02_sp01-053.dat,-2.184,0.12,-1.731169627364033,0.0103124910996737
spec-57453-HD112608N224229M01_sp01-067.dat,-2.184,0.12,-2.6951819656590152,0.0103929650032437
spec-57815-HD114047N212109M01_sp06-081.dat,-1.461,0.1,-1.247624178802822,0.0136898936461875
spec-56739-HD114047N212109B_sp10-241.dat,-1.55,0.115,-1.4541858696652652,0.0108029841343702
spec-57097-HD114047N212109V01_sp13-067.dat,-1.615,0.079,3.4457383521575244,0.2151550488299707
spec-57453-HD112608N224229M01_sp08-147.dat,-999.0,-999.0,-0.8583517495991873,0.0091840118021913
spec-57453-HD112608N224229M01_sp08-147.dat,-2.031,0.122,-0.8583517495991873,0.0091840118021913
spec-57425-HD111424N200151M01_sp11-147.dat,-1.498,0.135,-1.4023693159514323,0.0102602959643261
spec-57815-HD114047N212109M01_sp15-004.dat,-1.611,0.19,-1.3778283145258667,0.0102883314235981
spec-56686-HD112608N224229B01_sp03-191.dat,-2.2,0.076,-2.0706830887664784,0.015723029911893
spec-57815-HD114047N212109M01_sp16-161.dat,-1.591,0.132,-1.330013331211532,0.0107063505960345
spec-57054-HD112608N224229B02_sp09-241.dat,-2.153,0.124,-2.123277139243042,0.00953152601616
spec-57063-HD105529N230951B01_sp13-078.dat,-2.2,0.084,-1.461419629541778,0.0098477501481871
spec-57003-HD120242N242647V01_sp02-158.dat,-1.423,0.087,-1.6769945645753093,0.0100729036944545
spec-57528-HD120242N242647V02_sp02-158.dat,-1.423,0.087,-1.505605984779092,0.0107074909190889
spec-56660-HD105529N230951V01_sp13-027.dat,-1.975,0.102,-1.0307679018570088,0.0093318740962907
spec-57503-HD110344N254628V02_sp01-005.dat,-1.975,0.102,-1.216218886512445,0.009567389540371
spec-57356-HD110344N254628V01_sp01-005.dat,-1.975,0.102,-1.8878336314310409,0.0111392939707257
spec-57453-HD112608N224229M01_sp15-004.dat,-1.32,0.104,-0.4724467722048334,0.0119036679619662
spec-57805-HD110344N254628B01_sp07-058.dat,-1.45,0.084,3.595189392862882,0.0506566135748724
spec-58523-HD113628N250147M01_sp06-028.dat,-1.746,0.116,-0.4415657935655734,0.0179263829256693
spec-57373-HD110344N254628M01_sp08-086.dat,-1.05,0.269,-0.0588155351671279,0.0121690152927932
spec-57865-HD111744N272144M02_sp07-099.dat,-1.937,0.091,-1.9204948448773376,0.0211031365318638
spec-56640-HD111744N272144B_sp07-099.dat,-1.937,0.091,-1.4606494800847327,0.0187250885482311
spec-57756-HD114322N280318M02_sp01-172.dat,-1.36,0.072,-1.472658087129466,0.0117033067298995
spec-57756-HD114322N280318B01_sp01-172.dat,-1.36,0.072,-0.5739245114623355,0.0106955517580758
spec-57373-HD110344N254628M01_sp09-067.dat,-999.0,-999.0,-2.1536650576742056,0.0096019980342559
spec-57865-HD111744N272144M02_sp08-242.dat,-1.884,0.129,-1.6217548269952315,0.01112670091104
spec-55918-B5591804_sp06-212.dat,-1.4,0.076,-1.971016127776311,0.010930185056505
spec-55993-B5599303_sp06-212.dat,-1.4,0.076,-1.8171679949237465,0.0118415769479284
spec-55938-B5593805_sp06-212.dat,-1.4,0.076,-1.6412392386164254,0.0109974194076617
spec-57110-HD111744N272144V01_sp06-073.dat,-1.4,0.076,-1.9885716581989152,0.0115205148973311
spec-57756-HD114322N280318M02_sp10-194.dat,-2.525,-999.0,-2.188022975760938,0.0097727261863507
spec-55918-B5591804_sp06-195.dat,-1.653,0.072,-0.225213729825558,0.0128399408946736
spec-55938-B5593805_sp06-195.dat,-1.653,0.072,-0.732061420714905,0.0108007719595727
spec-56718-HD111744N272144M01_sp15-067.dat,-1.684,0.083,-1.7762449001344272,0.0101091146084501
spec-56640-HD111744N272144B_sp15-067.dat,-1.684,0.083,-2.020679616481394,0.0098763540837308
spec-57865-HD111744N272144M02_sp15-067.dat,-1.684,0.083,-2.020500813286217,0.0105843350144243
spec-57042-HD112918N302528M01_sp01-092.dat,-1.57,0.065,-2.083469335005633,0.0100940721572746
spec-57042-HD112918N302528B01_sp01-092.dat,-1.57,0.065,-1.5189875243793765,0.0144040802361998
spec-55938-B5593805_sp03-208.dat,-1.45,0.093,-1.6802372888992505,0.0103492809990543
spec-55993-B5599303_sp03-208.dat,-1.45,0.093,-1.6358167619977042,0.0100595883610701
spec-55918-B5591804_sp03-208.dat,-1.45,0.093,-1.5907120754321538,0.0103220101757955
spec-57372-HD110311N285548V01_sp03-135.dat,-1.817,0.076,-2.23270314813834,0.0090680995572699
spec-55931-B5593104_sp11-126.dat,-1.817,0.076,-2.125468457403286,0.009561711251403
spec-57881-HD110311N285548V02_sp03-135.dat,-1.817,0.076,-2.054675402799449,0.0106572062711649
spec-55910-B91005_sp11-126.dat,-1.817,0.076,-1.866192621274902,0.0116649882854823
spec-55907-B90706_sp03-135.dat,-1.817,0.076,-1.8563392998192765,0.0101028931735251
spec-55997-B5599703_sp11-126.dat,-1.817,0.076,-1.0979903851128752,0.0108104628299398
spec-57377-HD110311N285548M01_sp15-103.dat,-1.975,0.07,-2.0868863046189183,0.0100181623647452
spec-55993-B5599303_sp15-162.dat,-999.0,-999.0,-0.1869825237431706,0.0112799937802392
spec-57864-HD112918N302528M02_sp08-082.dat,-1.549,0.086,-1.1405423239114976,0.0109720279891628
spec-57747-HD110955N323152M02_sp01-184.dat,-1.017,0.076,-1.2626079387241562,0.0148780596309862
spec-57377-HD110311N285548M01_sp12-211.dat,-1.017,0.076,-1.69347149029988,0.0109417710864134
spec-57015-HD114754N322927M01_sp01-180.dat,-2.548,0.086,-2.50172820529034,0.0081888958607231
spec-57015-HD114754N322927M01_sp01-094.dat,-1.671,0.115,-1.0113713284673853,0.0095345940097969
spec-57864-HD112918N302528M02_sp09-128.dat,-1.725,0.102,-1.3884075675683762,0.0107614102333935
spec-57042-HD112918N302528M01_sp09-128.dat,-1.725,0.102,0.1625305672052811,0.02859718250321
spec-57417-HD112918N302528V02_sp09-149.dat,-2.033,0.076,-2.311314546200129,0.0105751480318576
spec-55920-B5592004_sp04-061.dat,-2.033,0.076,-2.1208799688947444,0.0108015104873318
spec-57042-HD112918N302528M01_sp15-118.dat,-1.564,0.083,-1.649988108354683,0.0100327056639833
spec-57749-HD112712N330727M02_sp01-116.dat,-1.564,0.083,-1.7749935955917635,0.0134163564698715
spec-57042-HD112918N302528B01_sp15-118.dat,-1.564,0.083,-1.4513046599617516,0.0104502566262848
spec-57011-HD110955N323152M01_sp08-118.dat,-1.172,0.15,-1.4091325392826473,0.0151197803827879
spec-57844-HD114754N322927M02_sp10-107.dat,-2.439,0.078,-1320.001093339772,-999.0
spec-57011-HD110955N323152M01_sp04-122.dat,-999.0,-999.0,-1.1850795605629862,0.0109844073093769
spec-57016-HD112712N330727M01_sp10-045.dat,-1.59,0.129,-0.4546752243491428,0.0117196204650368
spec-57745-HD112712N330727M02_sp10-045.dat,-1.59,0.129,-1.7448576868964811,0.0101227321595787
spec-57749-HD112712N330727M02_sp10-045.dat,-1.59,0.129,0.5513866051668218,0.0174395391100852
spec-57747-HD110955N323152M02_sp06-070.dat,-1.59,0.129,-1.5915778732024983,0.0100197424521525
spec-57844-HD114754N322927M02_sp14-036.dat,-1.577,0.097,-1.7067253576599732,0.0100656341184025
spec-57015-HD114754N322927M01_sp10-129.dat,-1.577,0.097,-0.6630544027671648,0.0114832427212327
spec-57844-HD114754N322927M02_sp08-094.dat,-1.516,0.093,-1320.001093339772,-999.0
spec-56375-HD112712N330727B01_sp14-217.dat,-999.0,-999.0,-1.561307580904029,0.0104420192462466
spec-57033-HD110955N323152V01_sp12-159.dat,-999.0,-999.0,0.2462708258897913,0.0148183601550244
spec-57011-HD110955N323152M01_sp09-089.dat,-1.565,0.092,-1.3734737725711257,0.0112815227738813
spec-57747-HD110955N323152M02_sp09-089.dat,-1.565,0.092,0.4158140199731481,0.0188367719218502
spec-56375-HD112712N330727B01_sp16-182.dat,-1.417,0.076,-1.5701003428771991,0.0102257148245385
spec-57060-HD112712N330727V0101_sp16-182.dat,-1.417,0.076,-1.5826660358811422,0.0112751511864431
spec-57483-HD113356N364856M01_sp07-145.dat,-1.542,0.107,-1.5585233950424913,0.0110433245423959
spec-57135-HD113356N364856B01_sp07-145.dat,-1.542,0.107,-0.1790283658651207,0.0114150406369351
spec-57461-HD111214N365333M01_sp05-026.dat,-1.733,0.076,-1.6917721534884906,0.0110710282569341
spec-57045-HD105444N364531M01_sp06-097.dat,-2.583,0.089,-1.4205583720730424,0.0106165887176292
spec-58109-HD105444N364531M02_sp06-077.dat,-2.583,0.089,-3.0203491527767787,0.0205402446975928
spec-57461-HD111214N365333M01_sp03-095.dat,-1.314,0.088,-1.603131067233987,0.0102637157540308
spec-58160-HD111214N365333B01_sp03-095.dat,-1.314,0.088,-1.2692771410136103,0.0105401512462368
spec-57443-HD115107N365006V01_sp12-044.dat,-1.651,0.095,-1.2851709180174722,0.0145870810443419
spec-58609-HD113356N364856B02_sp11-090.dat,-1.384,0.078,-1.7064468527957048,0.0111280126332688
spec-57483-HD113356N364856M01_sp11-090.dat,-1.384,0.078,-1.6988712037422933,0.0101102323664728
spec-57386-HD113856N401506V01_sp02-065.dat,-0.75,0.093,-1.3570115040970396,0.0117133619022391
spec-57880-HD113856N401506V02_sp02-056.dat,-0.75,0.093,-1.45833181123497,0.0113090180639794
spec-56678-HD113356N364856V01_sp11-060.dat,-0.75,0.093,-1.5243432792755698,0.0106155938283534
spec-57076-HD112135N402551M01_sp06-222.dat,-1.368,0.106,-1.5357158824311314,0.0110327006304111
spec-57076-HD112135N402551M01_sp06-025.dat,-1.688,0.089,-2.055861023015623,0.0096654639547789
spec-56751-HD115603N403851V01_sp14-058.dat,-1.217,0.076,-1.3640275570699698,0.009737475246825
spec-57386-HD113856N401506V01_sp13-168.dat,-1.217,0.076,-1.234987454884357,0.0109534584309117
spec-57822-HD113856N401506B01_sp15-226.dat,-1.458,0.065,-1.831887780359021,0.0110198426686845
spec-56346-HD112135N402551B01_sp15-058.dat,-2.15,0.076,-3.126206025205053,0.0255861799327648
spec-57799-HD112135N402551V02_sp15-067.dat,-2.15,0.076,-2.501602711272408,0.0096288178454742
spec-57083-HD112135N402551V01_sp15-058.dat,-2.15,0.076,-2.398339989251198,0.0086603394786687
spec-58549-HD110939N442954B01_sp05-094.dat,-999.0,-999.0,-2.1979146078488485,0.0099220303299381
spec-57879-HD113736N444258V02_sp03-243.dat,-999.0,-999.0,-0.1713387033265863,0.0218493998726492
spec-56427-HD113736N444258B01_sp03-243.dat,-999.0,-999.0,-0.3804926633341968,0.0205433483862881
spec-57072-HD113736N444258M01_sp04-116.dat,-1.822,0.122,-1.8320089320283564,0.0100544996708425
spec-57858-HD113019N471440B01_sp01-179.dat,-1.802,0.076,-1.7635467131325342,0.010269981551141
spec-56385-HD113019N471440F01_sp07-163.dat,-1.7,0.091,-1.825569499891492,0.0106347779421493
spec-58174-HD113019N471440B02_sp07-010.dat,-1.7,0.091,-1.3361260139071387,0.010068881510137
spec-57785-HD113736N444258B02_sp15-067.dat,-1.383,0.093,-1.6151640791983493,0.0102332511779508
