      3900.00      2001.31         -NaN
      3901.40      1991.78         -NaN
      3902.80      1982.23         -NaN
      3904.20      1972.70         -NaN
      3905.60      1963.16         -NaN
      3907.00      1953.62         -NaN
      3908.40      1944.08         -NaN
      3909.80      1934.54         -NaN
      3911.20      1925.00         -NaN
      3912.60      1915.46         -NaN
      3914.00      1905.92         -NaN
      3915.40      1896.38         -NaN
      3916.80      1886.84         -NaN
      3918.20      1877.30         -NaN
      3919.60      1867.76         -NaN
      3921.00      1858.22         -NaN
      3922.40      1848.68         -NaN
      3923.80      1839.14         -NaN
      3925.20      1829.60         -NaN
      3926.60      1820.06         -NaN
      3928.00      1810.52         -NaN
      3929.40      1800.98         -NaN
      3930.80      1791.44         -NaN
      3932.20      1781.90         -NaN
      3933.60      1772.36         -NaN
      3935.00      1762.82         -NaN
      3936.40      1753.28         -NaN
      3937.80      1743.74         -NaN
      3939.20      1734.20         -NaN
      3940.60      1724.66         -NaN
      3942.00      1715.12         -NaN
      3943.40      1705.58         -NaN
      3944.80      1696.04         -NaN
      3946.20      1686.50         -NaN
      3947.60      1676.96         -NaN
      3949.00      1667.42         -NaN
      3950.40      1657.89         -NaN
      3951.80      1648.34         -NaN
      3953.20      1638.81         -NaN
      3954.60      1629.26         -NaN
      3956.00      1619.73         -NaN
      3957.40      1610.19         -NaN
      3958.80      1600.65         -NaN
      3960.20      1591.11         -NaN
      3961.60      1581.57         -NaN
      3963.00      1572.03         -NaN
      3964.40      1562.49         -NaN
      3965.80      1552.95         -NaN
      3967.20      1543.41         -NaN
      3968.60      1533.87         -NaN
      3970.00      1524.33         -NaN
      3971.40      1514.79         -NaN
      3972.80      1505.25         -NaN
      3974.20      1495.71         -NaN
      3975.60      1486.17         -NaN
      3977.00      1476.63         -NaN
      3978.40      1467.09         -NaN
      3979.80      1457.55         -NaN
      3981.20      1448.01         -NaN
      3982.60      1438.47         -NaN
      3984.00      1428.93         -NaN
      3985.40      1419.39         -NaN
      3986.80      1409.85         -NaN
      3988.20      1400.31         -NaN
      3989.60      1390.77         -NaN
      3991.00      1381.23         -NaN
      3992.40      1371.69         -NaN
      3993.80      1362.15         -NaN
      3995.20      1352.61         -NaN
      3996.60      1343.07         -NaN
      3998.00      1333.53         -NaN
      3999.40      1323.99         -NaN
      4000.80      1314.45         -NaN
      4002.20      1304.92         -NaN
      4003.60      1295.37         -NaN
      4005.00      1285.84         -NaN
      4006.40      1276.30         -NaN
      4007.80      1266.76         -NaN
      4009.20      1257.22         -NaN
      4010.60      1247.68         -NaN
      4012.00      1238.14         -NaN
      4013.40      1228.60         -NaN
      4014.80      1219.06         -NaN
      4016.20      1209.52         -NaN
      4017.60      1199.98         -NaN
      4019.00      1190.44         -NaN
      4020.40      1180.90         -NaN
      4021.80      1171.36         -NaN
      4023.20      1161.82         -NaN
      4024.60      1152.28         -NaN
      4026.00      1142.74         -NaN
      4027.40      1133.20         -NaN
      4028.80      1123.66         -NaN
      4030.20      1114.12         -NaN
      4031.60      1104.58         -NaN
      4033.00      1095.04         -NaN
      4034.40      1085.50         -NaN
      4035.80      1075.96         -NaN
      4037.20      1066.42         -NaN
      4038.60      1056.88         -NaN
      4040.00      1047.34         -NaN
      4041.40      1037.80         -NaN
      4042.80      1028.26         -NaN
      4044.20      1018.72         -NaN
      4045.60      1009.18         -NaN
      4047.00      999.644         -NaN
      4048.40      990.104         -NaN
      4049.80      980.564         -NaN
      4051.20      971.025         -NaN
      4052.60      961.484         -NaN
      4054.00      951.945         -NaN
      4055.40      942.406         -NaN
      4056.80      932.865         -NaN
      4058.20      923.326         -NaN
      4059.60      913.785         -NaN
      4061.00      904.246         -NaN
      4062.40      894.707         -NaN
      4063.80      885.167         -NaN
      4065.20      875.628         -NaN
      4066.60      866.087         -NaN
      4068.00      856.548         -NaN
      4069.40      847.009         -NaN
      4070.80      837.468         -NaN
      4072.20      827.929         -NaN
      4073.60      818.388         -NaN
      4075.00      808.849         -NaN
      4076.40      799.310         -NaN
      4077.80      789.769         -NaN
      4079.20      780.230         -NaN
      4080.60      770.690         -NaN
      4082.00      761.150         -NaN
      4083.40      751.611         -NaN
      4084.80      742.071         -NaN
      4086.20      732.532         -NaN
      4087.60      722.991         -NaN
      4089.00      713.452         -NaN
      4090.40      703.913         -NaN
      4091.80      694.372         -NaN
      4093.20      684.833         -NaN
      4094.60      675.292         -NaN
      4096.00      665.753         -NaN
      4097.40      656.214         -NaN
      4098.80      646.675         -NaN
      4100.20      637.133         -NaN
      4101.60      627.594         -NaN
      4103.00      618.055         -NaN
      4104.40      608.516         -NaN
      4105.80      598.976         -NaN
      4107.20      589.434         -NaN
      4108.60      579.895         -NaN
      4110.00      570.356         -NaN
      4111.40      560.817         -NaN
      4112.80      551.278         -NaN
      4114.20      541.735         -NaN
      4115.60      532.196         -NaN
      4117.00      522.657         -NaN
      4118.40      513.118         -NaN
      4119.80      503.579         -NaN
      4121.20      494.037         -NaN
      4122.60      484.498         -NaN
      4124.00      474.959         -NaN
      4125.40      465.420         -NaN
      4126.80      455.881         -NaN
      4128.20      446.338         -NaN
      4129.60      436.799         -NaN
      4131.00      427.260         -NaN
      4132.40      417.721         -NaN
      4133.80      408.182         -NaN
      4135.20      398.640         -NaN
      4136.60      389.101         -NaN
      4138.00      379.561         -NaN
      4139.40      370.022         -NaN
      4140.80      360.483         -NaN
      4142.20      350.941         -NaN
      4143.60      341.402         -NaN
      4145.00      331.863         -NaN
      4146.40      322.324         -NaN
      4147.80      312.785         -NaN
      4149.20      303.242         -NaN
      4150.60      293.703         -NaN
      4152.00      284.164         -NaN
      4153.40      274.625         -NaN
      4154.80      265.086         -NaN
      4156.20      255.544         -NaN
      4157.60      246.005      29.0769
      4159.00      236.466      19.6974
      4160.40      226.927      15.8670
      4161.80      217.387      13.6505
      4163.20      207.845      12.1611
      4164.60      198.306      11.0727
      4166.00      188.767      10.2324
      4167.40      179.228      9.55830
      4168.80      169.689      9.00200
      4170.20      160.146      8.53259
      4171.60      150.607      8.12984
      4173.00      141.068      7.77921
      4174.40      131.529      7.47036
