      3900.00      326.597      17.3033
      3901.40      345.579      18.6403
      3902.80      354.267      19.3056
      3904.20      356.658      18.8767
      3905.60      345.985      18.7513
      3907.00      349.549      18.8664
      3908.40      342.688      18.0686
      3909.80      353.381      18.5499
      3911.20      328.896      18.2394
      3912.60      365.324      18.1866
      3914.00      384.857      17.8411
      3915.40      385.887      17.4103
      3916.80      388.118      17.1154
      3918.20      380.532      16.8161
      3919.60      356.402      16.5729
      3921.00      373.293      16.7489
      3922.40      391.188      16.7773
      3923.80      387.338      16.6443
      3925.20      379.030      16.4327
      3926.60      367.423      16.3435
      3928.00      364.735      15.6467
      3929.40      351.415      15.1271
      3930.80      276.428      13.8647
      3932.20      214.557      12.8193
      3933.60      249.838      13.1259
      3935.00      315.761      14.2202
      3936.40      379.827      15.6140
      3937.80      392.601      15.6680
      3939.20      369.653      15.3464
      3940.60      390.790      15.7659
      3942.00      380.277      15.6022
      3943.40      355.233      14.9828
      3944.80      368.546      15.3729
      3946.20      340.234      15.2336
      3947.60      385.275      16.4010
      3949.00      349.719      15.7950
      3950.40      374.793      15.8743
      3951.80      344.596      15.1302
      3953.20      338.454      14.7184
      3954.60      347.071      14.8671
      3956.00      316.198      14.4874
      3957.40      326.677      14.5860
      3958.80      314.923      14.1631
      3960.20      300.897      14.0022
      3961.60      287.580      13.7558
      3963.00      300.577      13.8264
      3964.40      243.712      12.9643
      3965.80      187.830      12.3048
      3967.20      149.160      11.8148
      3968.60      141.636      14.5122
      3970.00      147.646      12.0494
      3971.40      168.771      12.3337
      3972.80      186.270      13.4580
      3974.20      212.838      14.8887
      3975.60      228.957      15.6822
      3977.00      246.715      16.0672
      3978.40      257.125      16.0572
      3979.80      250.208      14.6573
      3981.20      276.851      14.5835
      3982.60      308.364      14.7977
      3984.00      323.064      15.2445
      3985.40      320.575      15.2771
      3986.80      317.774      15.0702
      3988.20      318.922      14.6953
      3989.60      344.988      14.7774
      3991.00      346.811      14.8365
      3992.40      365.081      14.7077
      3993.80      381.823      15.1361
      3995.20      334.582      14.5868
      3996.60      355.289      14.8023
      3998.00      358.074      14.9382
      3999.40      363.984      14.2279
      4000.80      361.564      14.3981
      4002.20      353.898      14.4984
      4003.60      353.720      14.7752
      4005.00      366.071      14.4072
      4006.40      362.962      14.3196
      4007.80      395.253      14.5391
      4009.20      362.747      14.5168
      4010.60      367.317      14.8922
      4012.00      360.713      14.9638
      4013.40      379.048      14.6304
      4014.80      382.644      14.4369
      4016.20      385.241      15.0208
      4017.60      379.003      14.7634
      4019.00      380.718      14.6719
      4020.40      394.206      14.7062
      4021.80      383.490      14.4879
      4023.20      388.307      14.5142
      4024.60      355.300      13.9572
      4026.00      402.518      14.6061
      4027.40      382.603      14.3980
      4028.80      353.890      14.1049
      4030.20      379.362      14.2635
      4031.60      374.331      14.0325
      4033.00      366.019      13.7369
      4034.40      366.497      13.7656
      4035.80      391.632      14.0898
      4037.20      374.391      14.0060
      4038.60      388.192      14.5513
      4040.00      365.752      14.6329
      4041.40      354.115      14.6591
      4042.80      365.970      14.2392
      4044.20      365.777      14.2679
      4045.60      368.751      14.7130
      4047.00      349.179      14.6444
      4048.40      367.545      14.7628
      4049.80      394.229      15.1943
      4051.20      376.613      14.3705
      4052.60      393.939      14.4745
      4054.00      376.133      14.2502
      4055.40      387.212      14.7123
      4056.80      353.697      14.5191
      4058.20      384.083      15.4835
      4059.60      392.737      15.7618
      4061.00      358.327      14.9358
      4062.40      360.726      14.7880
      4063.80      366.583      14.9984
      4065.20      362.568      15.0243
      4066.60      335.769      14.3782
      4068.00      353.806      14.5686
      4069.40      345.427      14.7173
      4070.80      342.553      14.5492
      4072.20      345.796      14.6437
      4073.60      350.681      14.2187
      4075.00      338.573      13.8334
      4076.40      295.749      13.0842
      4077.80      319.722      13.5406
      4079.20      339.405      13.9447
      4080.60      347.666      14.3602
      4082.00      314.617      14.0281
      4083.40      339.625      13.8044
      4084.80      319.704      12.9121
      4086.20      308.037      12.8022
      4087.60      290.106      12.8366
      4089.00      303.899      13.0636
      4090.40      286.506      12.6437
      4091.80      276.597      12.5141
      4093.20      229.015      11.9376
      4094.60      227.121      11.6695
      4096.00      213.222      10.9562
      4097.40      179.104      10.5103
      4098.80      156.900      10.6177
      4100.20      126.640      9.99516
      4101.60      139.910      9.69295
      4103.00      173.358      10.0702
      4104.40      219.197      10.7187
      4105.80      252.054      11.4031
      4107.20      260.836      11.5581
      4108.60      261.746      12.0598
      4110.00      278.124      12.7892
      4111.40      289.047      12.9621
      4112.80      284.833      12.9945
      4114.20      294.688      12.5325
      4115.60      300.074      12.5107
      4117.00      303.211      12.4169
      4118.40      334.165      12.6531
      4119.80      335.745      12.8075
      4121.20      334.619      12.9592
      4122.60      343.626      13.1215
      4124.00      344.988      13.2674
      4125.40      338.459      12.8812
      4126.80      321.659      12.6910
      4128.20      310.818      12.5599
      4129.60      332.219      12.9012
      4131.00      338.848      13.0603
      4132.40      336.576      13.3234
      4133.80      344.232      13.2332
      4135.20      348.530      13.2420
      4136.60      360.855      13.5219
      4138.00      344.784      13.2051
      4139.40      349.458      13.0348
      4140.80      344.267      13.4029
      4142.20      337.693      12.8548
      4143.60      344.335      12.8012
      4145.00      328.536      12.3001
      4146.40      354.271      12.8511
      4147.80      355.603      12.8199
      4149.20      349.972      13.1162
      4150.60      338.754      13.1072
      4152.00      351.617      13.0476
      4153.40      333.389      12.6244
      4154.80      327.071      12.5493
      4156.20      336.382      12.6048
      4157.60      324.582      12.0725
      4159.00      316.899      11.9210
      4160.40      327.192      11.9945
      4161.80      337.383      12.1414
      4163.20      353.512      12.5626
      4164.60      360.602      12.9157
      4166.00      335.479      12.7360
      4167.40      348.430      12.5250
      4168.80      325.808      11.9801
      4170.20      347.920      12.5618
      4171.60      323.532      12.0259
      4173.00      333.918      12.0146
      4174.40      342.290      12.0477
      4175.80      337.800      12.1258
      4177.20      326.193      12.2276
      4178.60      331.308      12.4378
      4180.00      338.780      12.7252
      4181.40      337.225      12.7097
      4182.80      326.981      12.0628
      4184.20      333.888      11.8019
      4185.60      334.110      11.6621
      4187.00      333.639      11.7901
      4188.40      339.260      11.7428
      4189.80      347.250      12.1367
      4191.20      319.300      11.5091
      4192.60      337.468      11.7102
      4194.00      337.417      12.2492
      4195.40      342.140      16.1681
      4196.80      353.178      11.9536
      4198.20      333.425      11.3259
      4199.60      346.957      11.6200
      4201.00      333.126      11.6231
      4202.40      343.500      11.9152
      4203.80      344.226      11.9642
      4205.20      359.161      12.6715
      4206.60      324.831      12.8497
      4208.00      343.078      12.7040
      4209.40      331.358      11.7957
      4210.80      344.810      11.7768
      4212.20      339.581      11.8318
      4213.60      326.820      11.9159
      4215.00      330.618      12.1068
      4216.40      343.919      12.3451
      4217.80      340.555      12.2500
      4219.20      331.657      11.8584
      4220.60      354.103      11.9843
      4222.00      342.080      11.7394
      4223.40      331.753      11.7386
      4224.80      322.165      11.8084
      4226.20      314.487      11.4842
      4227.60      328.207      11.2927
      4229.00      322.948      11.1614
      4230.40      339.616      11.8025
      4231.80      340.266      12.4023
      4233.20      324.855      12.0648
      4234.60      326.814      11.5628
      4236.00      336.484      11.3983
      4237.40      334.301      11.5047
      4238.80      343.514      11.3599
      4240.20      334.492      11.2930
      4241.60      326.748      11.3267
      4243.00      337.872      11.6128
      4244.40      332.052      11.6862
      4245.80      325.166      11.5137
      4247.20      318.388      11.3814
      4248.60      309.437      11.4548
      4250.00      327.754      11.7920
      4251.40      319.483      11.4650
      4252.80      336.576      11.6201
      4254.20      333.765      11.6160
      4255.60      326.991      11.5328
      4257.00      336.354      11.9049
      4258.40      322.961      11.8880
      4259.80      317.948      11.4721
      4261.20      330.365      11.2035
      4262.60      338.837      11.3044
      4264.00      335.795      11.4459
      4265.40      331.029      11.3043
      4266.80      315.604      11.0236
      4268.20      335.438      11.6948
      4269.60      305.289      11.7321
      4271.00      315.146      11.7326
      4272.40      336.585      11.3090
      4273.80      316.121      10.8463
      4275.20      323.813      10.9961
      4276.60      323.253      10.9163
      4278.00      328.737      11.1806
      4279.40      328.138      11.3430
      4280.80      324.540      11.4062
      4282.20      325.822      11.4265
      4283.60      329.271      11.3272
      4285.00      336.138      11.2694
      4286.40      340.594      11.7722
      4287.80      330.269      11.8919
      4289.20      313.157      11.1186
      4290.60      335.439      11.1930
      4292.00      318.578      10.9663
      4293.40      310.509      10.7746
      4294.80      319.737      10.8560
      4296.20      326.215      10.8517
      4297.60      289.391      10.5506
      4299.00      288.883      10.5194
      4300.40      318.390      10.9034
      4301.80      278.973      10.0353
      4303.20      304.787      10.6365
      4304.60      307.446      10.6115
      4306.00      309.507      10.7771
      4307.40      293.499      10.6454
      4308.80      296.702      11.0182
      4310.20      304.264      10.7099
      4311.60      289.568      10.0441
      4313.00      290.787      10.1905
      4314.40      291.729      10.5740
      4315.80      295.684      10.7624
      4317.20      295.598      10.5179
      4318.60      282.839      10.3735
      4320.00      270.505      10.4925
      4321.40      292.064      10.9076
      4322.80      276.939      10.3255
      4324.20      287.156      10.0961
      4325.60      259.476      9.45650
      4327.00      272.667      9.70233
      4328.40      262.686      9.67162
      4329.80      250.142      9.53499
      4331.20      235.336      9.38278
      4332.60      220.463      9.26763
      4334.00      213.057      9.25987
      4335.40      194.411      8.72979
      4336.80      182.646      8.45787
      4338.20      127.169      7.44808
      4339.60      121.612      7.28008
      4341.00      140.860      7.85336
      4342.40      180.885      8.54668
