      3900.00      5020.58         -NaN
      3901.40      5012.74         -NaN
      3902.80      5004.90         -NaN
      3904.20      4997.05         -NaN
      3905.60      4989.21         -NaN
      3907.00      4981.37         -NaN
      3908.40      4973.53         -NaN
      3909.80      4965.68         -NaN
      3911.20      4957.84         -NaN
      3912.60      4950.00         -NaN
      3914.00      4942.15         -NaN
      3915.40      4934.31         -NaN
      3916.80      4926.47         -NaN
      3918.20      4918.63         -NaN
      3919.60      4910.78         -NaN
      3921.00      4902.94         -NaN
      3922.40      4895.10         -NaN
      3923.80      4887.26         -NaN
      3925.20      4879.41         -NaN
      3926.60      4871.57         -NaN
      3928.00      4863.73         -NaN
      3929.40      4855.89         -NaN
      3930.80      4848.04         -NaN
      3932.20      4840.20         -NaN
      3933.60      4832.36         -NaN
      3935.00      4824.51         -NaN
      3936.40      4816.67         -NaN
      3937.80      4808.83         -NaN
      3939.20      4800.99         -NaN
      3940.60      4793.14         -NaN
      3942.00      4785.30         -NaN
      3943.40      4777.46         -NaN
      3944.80      4769.62         -NaN
      3946.20      4761.77         -NaN
      3947.60      4753.93         -NaN
      3949.00      4746.09         -NaN
      3950.40      4738.25         -NaN
      3951.80      4730.40         -NaN
      3953.20      4722.56         -NaN
      3954.60      4714.72         -NaN
      3956.00      4706.87         -NaN
      3957.40      4699.03         -NaN
      3958.80      4691.19         -NaN
      3960.20      4683.35         -NaN
      3961.60      4675.50         -NaN
      3963.00      4667.66         -NaN
      3964.40      4659.82         -NaN
      3965.80      4651.98         -NaN
      3967.20      4644.13         -NaN
      3968.60      4636.29         -NaN
      3970.00      4628.45         -NaN
      3971.40      4620.60         -NaN
      3972.80      4612.76         -NaN
      3974.20      4604.92         -NaN
      3975.60      4597.08         -NaN
      3977.00      4589.23         -NaN
      3978.40      4581.39         -NaN
      3979.80      4573.55         -NaN
      3981.20      4565.71         -NaN
      3982.60      4557.86         -NaN
      3984.00      4550.02         -NaN
      3985.40      4542.18         -NaN
      3986.80      4534.33         -NaN
      3988.20      4526.49         -NaN
      3989.60      4518.65         -NaN
      3991.00      4510.81         -NaN
      3992.40      4502.96         -NaN
      3993.80      4495.12         -NaN
      3995.20      4487.28         -NaN
      3996.60      4479.44         -NaN
      3998.00      4471.59         -NaN
      3999.40      4463.75         -NaN
      4000.80      4455.91         -NaN
      4002.20      4448.07         -NaN
      4003.60      4440.22         -NaN
      4005.00      4432.38         -NaN
      4006.40      4424.54         -NaN
      4007.80      4416.69         -NaN
      4009.20      4408.85         -NaN
      4010.60      4401.01         -NaN
      4012.00      4393.17         -NaN
      4013.40      4385.32         -NaN
      4014.80      4377.48         -NaN
      4016.20      4369.64         -NaN
      4017.60      4361.80         -NaN
