realization_spec_file_name,orig_spec_file_name,EW_Hbeta,err_EW_Hbeta_from_robo,EW_Hdelta,err_EW_Hdelta_from_robo,EW_Hgamma,err_EW_Hgamma_from_robo,EW_Heps,err_EW_Heps_from_robo,EW_CaIIK,err_EW_CaIIK_from_robo,EW_Balmer,err_EW_Balmer_from_Robo,err_EW_Balmer_based_noise_churning,err_EW_Hbeta_based_noise_churning,err_EW_Hdelta_based_noise_churning,err_EW_Hgamma_based_noise_churning,err_EW_Heps_based_noise_churning,err_EW_CaIIK_based_noise_churning,feh_retrieved,err_feh_retrieved,teff_retrieved
TU_UMa_01_noise_ver_000.dat,TU_UMa_01.dat,3.922925,1.20676,4.156358999999999,1.103227,4.988424,2.002813,6.533741,1.76967,5.190647,1.0138459999999998,4.5723915,2.2865628630103307,0.0,0.0,0.0,0.0,0.0,0.0,-1.5518576888130255,0.013290758639936126,6315.113202313445
TU_UMa_02_noise_ver_000.dat,TU_UMa_02.dat,9.448846,2.042211,10.256399,1.891119,11.52428,2.720971,10.436493,1.862368,1.959618,0.419416,10.8903395,3.313610456134215,0.0,0.0,0.0,0.0,0.0,0.0,-1.5101380777396158,0.016383463725315583,7532.9763766354845
TU_UMa_03_noise_ver_000.dat,TU_UMa_03.dat,8.946231,2.009402,9.852174,1.90401,11.090112,2.66119,10.514661,2.18816,2.139685,0.520788,10.471143,3.2721837198115877,0.0,0.0,0.0,0.0,0.0,0.0,-1.4765695836893253,0.016198696265192086,7452.171029685068
TU_UMa_04_noise_ver_000.dat,TU_UMa_04.dat,8.42114,1.897878,9.37275,1.905679,10.419358,2.667038,10.095627,1.911654,2.340285,0.702669,9.896054,3.2779115522669304,0.0,0.0,0.0,0.0,0.0,0.0,-1.4699717969352357,0.016169957761699865,7341.315461538941
TU_UMa_05_noise_ver_000.dat,TU_UMa_05.dat,5.036855,2.254697,4.067288,1.123701,4.789385,1.624468,5.881748,2.045041,4.610538,1.008714,4.4283365,1.9752468758170456,0.0,0.0,0.0,0.0,0.0,0.0,-1.7045659223840126,0.013424275608969662,6287.344806692437
TU_UMa_06_noise_ver_000.dat,TU_UMa_06.dat,5.289771,3.635702,4.676166,1.37009,6.089951,2.18574,6.022567,1.460682,3.5474370000000004,0.610877,5.3830585000000015,2.579652293565937,0.0,0.0,0.0,0.0,0.0,0.0,-1.8150850587411,0.013028802884645953,6471.379364355002
TU_UMa_07_noise_ver_000.dat,TU_UMa_07.dat,10.393843,3.088803,9.915573,2.099445,11.450671,2.884382,9.533133,1.510067,2.024762,0.238515,10.683122000000001,3.5675382030118463,0.0,0.0,0.0,0.0,0.0,0.0,-1.5040591280448137,0.01629350168728378,7493.032622377761
TV_Lyn_01_noise_ver_000.dat,TV_Lyn_01.dat,9.748857,2.526062,9.204222,2.267298,9.759441,2.308754,9.90677,2.155838,3.922214,0.884282,9.4818315,3.23589017942822,0.0,0.0,0.0,0.0,0.0,0.0,-0.9512672370071886,0.01594044588066857,7261.468915045426
TV_Lyn_02_noise_ver_000.dat,TV_Lyn_02.dat,8.093712,3.403509,8.516477,2.199188,9.620097,2.303367,9.509213,2.631292,3.988919,0.794194,9.068287,3.184639288213502,0.0,0.0,0.0,0.0,0.0,0.0,-1.0092956749237616,0.01560048940012166,7181.753061497182
TV_Lyn_03_noise_ver_000.dat,TV_Lyn_03.dat,10.589635,2.947013,8.961859,2.331888,9.240723,2.268314,9.80494,2.5049740000000003,3.885041,0.8203280000000001,9.101291,3.2531446397508983,0.0,0.0,0.0,0.0,0.0,0.0,-1.0354238834554714,0.015590427869535902,7188.11499360003
TV_Lyn_04_noise_ver_000.dat,TV_Lyn_04.dat,8.390796,3.003911,9.251833,2.47245,9.736108,2.573613,9.88529,2.416789,3.5176540000000003,0.760382,9.4939705,3.568822337448167,0.0,0.0,0.0,0.0,0.0,0.0,-1.082279595744629,0.015746779228031728,7263.808858500658
TV_Lyn_05_noise_ver_000.dat,TV_Lyn_05.dat,11.383572,2.877092,11.284907,2.396467,12.0205,2.516402,12.266902,2.686836,2.80128,0.614933,11.652703500000001,3.4749580008531034,0.0,0.0,0.0,0.0,0.0,0.0,-1.0109040931667157,0.016930182485243483,7679.93153375752
TV_Lyn_07_noise_ver_000.dat,TV_Lyn_07.dat,11.759512,2.504285,10.753041,2.235011,11.97083,2.933746,12.010823,2.294118,2.869327,0.7727970000000001,11.3619355,3.688107883812105,0.0,0.0,0.0,0.0,0.0,0.0,-1.0205135147099393,0.01612757703186967,7623.882379907049
TV_Lyn_08_noise_ver_000.dat,TV_Lyn_08.dat,11.691288,2.423637,10.541199,2.181196,12.258362,2.785711,12.114469,2.186248,2.89686,0.690578,11.3997805,3.53805056011598,0.0,0.0,0.0,0.0,0.0,0.0,-1.0035996194727361,0.016256788081391776,7631.177475060131
TV_Lyn_09_noise_ver_000.dat,TV_Lyn_09.dat,11.098318,2.166185,10.059263,2.336553,11.437349,2.602067,11.140447,2.34983,3.21927,0.6948479999999999,10.748306,3.4971749447658462,0.0,0.0,0.0,0.0,0.0,0.0,-0.9721404472844866,0.015821742080924423,7505.597650319587
TV_Lyn_10_noise_ver_000.dat,TV_Lyn_10.dat,9.006846000000003,2.166426,9.50258,2.140727,11.046747,2.748768,10.678033,2.329605,3.429043,0.735107,10.274663499999999,3.48402606281196,0.0,0.0,0.0,0.0,0.0,0.0,-0.9738030962761639,0.01589517934790314,7414.2971586815065
TW_Lyn_01_noise_ver_000.dat,TW_Lyn_01.dat,5.416994,2.804278,4.100581,1.382479,4.867629,1.700761,8.158298,1.779772,7.695346000000002,1.640685,4.4841050000000005,2.191765535946306,0.0,0.0,0.0,0.0,0.0,0.0,-1.088555291449133,0.01283662387501016,6298.094879728362
TW_Lyn_02_noise_ver_000.dat,TW_Lyn_02.dat,5.263646,2.8807400000000003,3.694189,1.004327,4.279988,1.750364,8.082835000000001,1.98559,8.038467,1.812163,3.9870885000000014,2.0180304396675983,0.0,0.0,0.0,0.0,0.0,0.0,-1.1275529165270028,0.013736023709181837,6202.28875844018
TW_Lyn_03_noise_ver_000.dat,TW_Lyn_03.dat,3.851011,1.7506509999999995,3.232442,0.7624529999999999,4.903481,1.6403419999999995,7.379981,1.049649,7.10058,1.668951,4.0679615,1.8088826535110003,0.0,0.0,0.0,0.0,0.0,0.0,-1.2721165623727382,0.013556940539482656,6217.878036556578
TW_Lyn_04_noise_ver_000.dat,TW_Lyn_04.dat,3.3739550000000005,2.284155,3.333025,0.854671,4.352436,1.591542,7.572161,1.358551,8.367197,2.123766,3.8427305,1.8065072532389679,0.0,0.0,0.0,0.0,0.0,0.0,-1.1020360706213772,0.01408722264448073,6174.461955794956
TW_Lyn_05_noise_ver_000.dat,TW_Lyn_05.dat,3.30464,2.120992,3.587765,1.049993,4.947123,1.969075,8.097033999999999,1.906664,7.979251,2.021361,4.267444,2.2315334762611108,0.0,0.0,0.0,0.0,0.0,0.0,-1.0828484184517426,0.013226598440405794,6256.330773215965
TW_Lyn_06_noise_ver_000.dat,TW_Lyn_06.dat,5.3357660000000005,2.505588,5.75784,1.482765,7.38657,2.219885,8.058152,2.30226,4.678241000000001,1.612168,6.572205,2.669547051177409,0.0,0.0,0.0,0.0,0.0,0.0,-1.3034531278749508,0.012722672310763633,6700.602164419824
TW_Lyn_07_noise_ver_000.dat,TW_Lyn_07.dat,7.632053999999999,2.164432,7.773163999999999,1.465876,8.844268,2.512845,10.018199,2.222521,4.208687,1.318261,8.308715999999999,2.90915493595666,0.0,0.0,0.0,0.0,0.0,0.0,-1.091229249948492,0.014727463555585692,7035.33628991518
T_Sex__01_noise_ver_000.dat,T_Sex__01.dat,8.571945,2.0795470000000003,9.852363,2.019706,10.499909,2.666239,10.61813,2.248877,2.825892,0.665038,10.176136,3.3448531704032987,0.0,0.0,0.0,0.0,0.0,0.0,-1.219318118446108,0.015760134073356864,7395.304755782969
T_Sex__02_noise_ver_000.dat,T_Sex__02.dat,9.226395,2.056693,10.509213,2.05577,11.025113,2.850735,11.01038,2.207401,2.580594,0.465733,10.767163,3.5146664611489093,0.0,0.0,0.0,0.0,0.0,0.0,-1.2302152120872873,0.01565017160961304,7509.23257195525
T_Sex__03_noise_ver_000.dat,T_Sex__03.dat,11.48036,2.377423,12.524977,2.355674,12.806067,2.805575,12.613595,1.862355,1.935961,0.203634,12.665522,3.6633933824940232,0.0,0.0,0.0,0.0,0.0,0.0,-1.3473154538019552,0.02368578530183459,7875.164915453932
T_Sex__04_noise_ver_000.dat,T_Sex__04.dat,10.503591,2.205995,11.295561,2.172713,12.127816,2.833121,11.800487,2.197903,2.295251,0.386317,11.7116885,3.5703300100985063,0.0,0.0,0.0,0.0,0.0,0.0,-1.2389806618895065,0.016903772191481852,7691.301627233659
T_Sex__05_noise_ver_000.dat,T_Sex__05.dat,13.257892000000002,3.319922,11.789151,2.33611,12.728086,3.038426,10.969541,1.7037209999999998,2.230759,0.206354,12.2586185,3.832680848906677,0.0,0.0,0.0,0.0,0.0,0.0,-1.216167176568221,0.019908128687787494,7796.729197376995
T_Sex__06_noise_ver_000.dat,T_Sex__06.dat,12.299779,3.501935,9.685407,2.131173,10.980784,2.791175,9.891936,1.94267,2.82363,0.4261390000000001,10.3330955,3.511773944398187,0.0,0.0,0.0,0.0,0.0,0.0,-1.194793157529262,0.015701425898207704,7425.560654519394
UY_Cam_01_noise_ver_000.dat,UY_Cam_01.dat,7.920032000000001,2.157559,9.675121,1.893839,10.686796,2.655806,10.956307,2.108737,2.910794,0.630969,10.1809585,3.2618908117159595,0.0,0.0,0.0,0.0,0.0,0.0,-1.1846874434449055,0.015734427156561946,7396.234352727763
UY_Cam_02_noise_ver_000.dat,UY_Cam_02.dat,8.700576,1.840828,9.667196,1.930853,10.09165,2.63426,10.124286,2.404602,2.844996,0.569475,9.879423,3.2661168159159586,0.0,0.0,0.0,0.0,0.0,0.0,-1.260842832430053,0.015839061068246695,7338.109629130673
UY_Cam_03_noise_ver_000.dat,UY_Cam_03.dat,9.19311,1.889733,10.992265,2.229282,11.217379,2.900542,10.928388,2.299738,2.683066,0.49659,11.104822,3.6582567063135416,0.0,0.0,0.0,0.0,0.0,0.0,-1.1366401227691243,0.015661628457398755,7574.320550137154
V445_O_01_noise_ver_000.dat,V445_O_01.dat,5.3650720000000005,2.109379,5.5554260000000015,1.887936,6.0947,2.623384,11.175938,2.508318,12.061931,2.899999,5.825063,3.2320962163203,0.0,0.0,0.0,0.0,0.0,0.0,-0.10668426088210567,0.021663711437654432,6556.581237405338
V445_O_02_noise_ver_000.dat,V445_O_02.dat,5.434923,2.096665,4.902767,1.266539,6.04229,2.452254,10.029791,1.7090029999999998,11.355695,2.617118,5.4725285,2.760012811390012,0.0,0.0,0.0,0.0,0.0,0.0,-0.2942922223383517,0.01866783263397308,6488.62582130694
VX_Her_01_noise_ver_000.dat,VX_Her_01.dat,4.4140169999999985,1.875973,4.901926,1.192396,5.205323,1.517486,7.001832,1.903186,4.9180150000000005,1.122972,5.0536245000000015,1.9299150191166448,0.0,0.0,0.0,0.0,0.0,0.0,-1.5274774874947565,0.012968547676097703,6407.876857374949
VX_Her_02_noise_ver_000.dat,VX_Her_02.dat,10.491468,1.557675,13.7455,2.335869,12.702127,2.174741,12.553744,1.670535,1.364367,0.31767199999999995,13.2238135,3.1915172570804,0.0,0.0,0.0,0.0,0.0,0.0,-1.700165979140856,0.029909791966252503,7982.7825562428425
VX_Her_03_noise_ver_000.dat,VX_Her_03.dat,11.069239,1.626337,13.25114,1.850709,12.617797,1.883378,12.120669,1.545259,0.930947,0.200822,12.9344685,2.6404992886885994,0.0,0.0,0.0,0.0,0.0,0.0,-2.065049697741017,0.026089101165476802,7927.007703367477
VX_Her_04_noise_ver_000.dat,VX_Her_04.dat,10.165847,1.377624,11.419942,1.407271,11.336024,1.798519,11.154823,1.327106,0.998471,0.282962,11.377983,2.283655460178264,0.0,0.0,0.0,0.0,0.0,0.0,-2.0963771553134536,0.017262042438010227,7626.975735422153
VX_Her_05_noise_ver_000.dat,VX_Her_05.dat,9.311505,1.559203,10.674321,1.477017,10.695943,1.735569,10.843227,1.3080459999999998,1.308644,0.31537,10.685132,2.278986391370076,0.0,0.0,0.0,0.0,0.0,0.0,-1.9269719754877883,0.016731675032361084,7493.420074914627
VX_Her_06_noise_ver_000.dat,VX_Her_06.dat,8.737511,1.492969,10.53757,1.727972,10.084966,1.927464,10.939976,1.665417,1.625866,0.300163,10.311268,2.5886298893584616,0.0,0.0,0.0,0.0,0.0,0.0,-1.7723442825821787,0.016648578153926338,7421.353132007731
VX_Her_07_noise_ver_000.dat,VX_Her_07.dat,7.980736,1.195947,10.143743,1.788786,10.029194,1.761405,10.568863,1.416282,2.068347,0.438706,10.0864685,2.5104387918889794,0.0,0.0,0.0,0.0,0.0,0.0,-1.5679925681794964,0.01636675551821963,7378.0202282459395
VX_Her_08_noise_ver_000.dat,VX_Her_08.dat,7.561136999999999,1.379877,9.708605,1.676952,9.545623,1.679727,10.273838,1.446459,2.517281,0.5266430000000001,9.627114,2.3735312942603053,0.0,0.0,0.0,0.0,0.0,0.0,-1.436450469721748,0.016065584902263688,7289.473926581361
VX_Her_09_noise_ver_000.dat,VX_Her_09.dat,7.18099,1.26949,8.879811,1.592341,9.214049,1.7873689999999998,9.697696,1.33371,2.8526700000000003,0.608909,9.04693,2.39379151189948,0.0,0.0,0.0,0.0,0.0,0.0,-1.4009121172119978,0.01573939890201931,7177.636233721139
VX_Her_10_noise_ver_000.dat,VX_Her_10.dat,6.798711999999999,1.409253,8.582482,1.547608,8.592157,1.665354,9.64388,1.518527,3.075765,0.691597,8.587319500000001,2.273432309742254,0.0,0.0,0.0,0.0,0.0,0.0,-1.400639291314191,0.015348223090970448,7089.040584867787
VX_Her_11_noise_ver_000.dat,VX_Her_11.dat,6.323441000000001,1.403735,8.01093,1.505914,8.213499,1.607255,9.02343,1.719071,3.336037,0.851799,8.1122145,2.2025089353782428,0.0,0.0,0.0,0.0,0.0,0.0,-1.3979573754111898,0.014815324222366746,6997.458178137584
VX_Her_12_noise_ver_000.dat,VX_Her_12.dat,5.666243,1.332036,7.653308999999999,1.585464,7.984601,1.932107,8.461867,1.551884,3.67193,0.55876,7.818954999999999,2.4993466255693706,0.0,0.0,0.0,0.0,0.0,0.0,-1.3453540053426327,0.01434404677009821,6940.92875662761
VX_Her_13_noise_ver_000.dat,VX_Her_13.dat,5.2265739999999985,1.362371,7.237503999999999,1.6408220000000002,7.513613,1.975545,8.728614,1.845438,4.018153,0.87725,7.375558499999999,2.5680877871889427,0.0,0.0,0.0,0.0,0.0,0.0,-1.3265522396104024,0.013718889862532339,6855.45855823831
VX_Her_14_noise_ver_000.dat,VX_Her_14.dat,4.9983,1.331234,6.786588,1.585475,7.142598,1.920573,8.186616,1.838833,4.055094,0.739825,6.964592999999999,2.4904480769439865,0.0,0.0,0.0,0.0,0.0,0.0,-1.3938293345226787,0.013387039213909125,6776.239839064482
VX_Her_15_noise_ver_000.dat,VX_Her_15.dat,4.898357,1.215352,6.508276,1.6754220000000002,6.637410000000001,1.945093,7.781702,1.684637,4.2295120000000015,0.436914,6.5728430000000015,2.5671824354207864,0.0,0.0,0.0,0.0,0.0,0.0,-1.4196076089613796,0.013064962333513211,6700.725146866849
VX_Her_16_noise_ver_000.dat,VX_Her_16.dat,4.6129430000000005,1.1158290000000002,6.130878,1.441203,6.418424,1.848873,7.6783839999999985,1.697153,4.417552,0.7088399999999999,6.274651,2.344226409146096,0.0,0.0,0.0,0.0,0.0,0.0,-1.4259629144444137,0.012851931884502276,6643.244924541904
VX_Her_17_noise_ver_000.dat,VX_Her_17.dat,4.399342,1.26464,5.7110629999999984,1.449069,6.180878,1.894938,7.324274000000001,1.7063119999999998,4.570739,0.736242,5.9459705000000005,2.3854959632338515,0.0,0.0,0.0,0.0,0.0,0.0,-1.4482307067196896,0.012747545509848074,6579.887664072563
VX_Her_18_noise_ver_000.dat,VX_Her_18.dat,4.140105,1.1155389999999998,5.573885,1.35631,6.121697,1.946186,7.1789270000000025,1.459087,4.660394,0.636165,5.847791,2.3721755337023445,0.0,0.0,0.0,0.0,0.0,0.0,-1.444303687481225,0.012702513025837817,6560.962342508765
VX_Her_19_noise_ver_000.dat,VX_Her_19.dat,3.735426,0.994601,4.932644,1.2063,5.911716,1.874458,7.259802,1.627548,5.141835,1.00892,5.42218,2.229069869646082,0.0,0.0,0.0,0.0,0.0,0.0,-1.4100257330520323,0.012565588578752328,6478.92052078336
VX_Her_20_noise_ver_000.dat,VX_Her_20.dat,3.753254,1.110568,5.053515,1.368914,5.9824470000000005,1.755206,7.238439,1.897384,5.0543,0.893101,5.5179810000000025,2.225909621218256,0.0,0.0,0.0,0.0,0.0,0.0,-1.4122052386030188,0.012563087793702608,6497.3873568452
VX_Her_21_noise_ver_000.dat,VX_Her_21.dat,3.500849,1.238885,4.924564,1.241925,5.697493,1.884805,6.943667,1.718306,5.399343,1.328102,5.3110285,2.2571813382291643,0.0,0.0,0.0,0.0,0.0,0.0,-1.3735081382066006,0.01248320798412703,6457.494684638356
VX_Her_22_noise_ver_000.dat,VX_Her_22.dat,3.675016,1.0415370000000002,4.890795,1.3133860000000002,5.733957,1.979365,7.068238000000001,1.596564,5.347171,1.286891,5.312376,2.3754722874032863,0.0,0.0,0.0,0.0,0.0,0.0,-1.3846775740189998,0.012514923831229294,6457.754432048021
VX_Her_23_noise_ver_000.dat,VX_Her_23.dat,3.561824,1.11191,4.847468,1.349832,5.703042,1.809244,6.968253,1.476986,5.024337,0.877295,5.2752550000000005,2.2573015482562355,0.0,0.0,0.0,0.0,0.0,0.0,-1.4635311985574102,0.012745232659360476,6450.598896913195
VX_Her_24_noise_ver_000.dat,VX_Her_24.dat,3.898346,1.146357,5.126197,1.491614,5.828908,1.976168,7.02038,1.879364,5.077194,1.107884,5.4775525,2.475914434955296,0.0,0.0,0.0,0.0,0.0,0.0,-1.4144500258110653,0.012572357208360429,6489.5942598866495
VX_Her_25_noise_ver_000.dat,VX_Her_25.dat,4.22156,1.166605,5.489132,1.609313,6.247106,1.94393,7.111672,1.989953,4.854212,1.068243,5.868119,2.5236386779547098,0.0,0.0,0.0,0.0,0.0,0.0,-1.3938272344404214,0.01255201602674806,6564.880817717428
VX_Her_26_noise_ver_000.dat,VX_Her_26.dat,4.1176059999999985,1.044644,6.35634,1.699086,6.399037,2.050498,7.231665,1.94466,4.8055379999999985,1.451347,6.3776885000000005,2.662974893497872,0.0,0.0,0.0,0.0,0.0,0.0,-1.3091448172521865,0.012569690619133943,6663.106686117689
V_535__01_noise_ver_000.dat,V_535__01.dat,7.129844,1.524349,7.397571000000001,1.661868,8.638634,2.721197,7.950092999999999,1.531566,2.997993,0.819255,8.018102500000001,3.188529184786145,0.0,0.0,0.0,0.0,0.0,0.0,-1.5303571055939735,0.014947704573483423,6979.316917864186
V_535__03_noise_ver_000.dat,V_535__03.dat,8.875096000000003,2.188039,8.774668,1.93222,9.626176,2.610752,9.192058,1.794164,2.249576,0.760818,9.200422,3.2479994048496987,0.0,0.0,0.0,0.0,0.0,0.0,-1.6227954172637535,0.01613880513477272,7207.223728640856
V_535__04_noise_ver_000.dat,V_535__04.dat,8.868885,1.873033,11.651784,2.1192990000000003,12.100354,2.926245,11.41661,1.596254,1.857577,0.609896,11.876069,3.613078749685094,0.0,0.0,0.0,0.0,0.0,0.0,-1.4542104215171467,0.01819679023170938,7722.988016157189
V_535__05_noise_ver_000.dat,V_535__05.dat,7.093004,1.542085,6.280654,0.971304,7.342183,1.589886,20.058037,9.108943,4.554137,1.0807870000000002,6.8114184999999985,1.8631073381348693,0.0,0.0,0.0,0.0,0.0,0.0,-1.2890768677295255,0.012931639613133874,6746.713546224593
V_535__06_noise_ver_000.dat,V_535__06.dat,9.044462,1.967158,8.113789,1.415386,9.863262,2.32674,10.156878,1.355055,2.6883060000000003,0.761284,8.988525500000002,2.7234236829028275,0.0,0.0,0.0,0.0,0.0,0.0,-1.474631228808938,0.015809237416056634,7166.378038850797
X_Ari__01_noise_ver_000.dat,X_Ari__01.dat,6.4454949999999975,2.521541,6.324934,1.397786,6.3444080000000005,1.921446,6.498722,1.6214620000000002,1.567073,0.26558200000000004,6.334671,2.3760808977625323,0.0,0.0,0.0,0.0,0.0,0.0,-2.4000599555192053,0.012378560806446634,6654.814527160161
X_Ari__02_noise_ver_000.dat,X_Ari__02.dat,6.344977,2.5713220000000003,6.1151300000000015,1.362102,6.079814,1.866042,6.484815,1.7009729999999998,1.6068209999999998,0.272907,6.0974720000000024,2.3102888573007485,0.0,0.0,0.0,0.0,0.0,0.0,-2.411401414481369,0.01221315724307346,6609.091465323309
X_Ari__03_noise_ver_000.dat,X_Ari__03.dat,4.326152,2.426582,5.181558,1.254972,5.09666,1.699195,5.69538,1.484477,1.877639,0.333452,5.1391089999999995,2.1123963569389623,0.0,0.0,0.0,0.0,0.0,0.0,-2.409764608090377,0.011343251884691104,6424.355059557894
X_Ari__04_noise_ver_000.dat,X_Ari__04.dat,3.902772,2.654319,4.50521,1.246561,4.521458,1.592124,5.394415,1.305878,1.938461,0.198815,4.513334,2.0220715017271282,0.0,0.0,0.0,0.0,0.0,0.0,-2.459448320273222,0.012825417436211167,6303.729133559235
X_Ari__05_noise_ver_000.dat,X_Ari__05.dat,3.809181,2.269934,4.487566,1.353637,4.281357,1.370123,4.984885,1.589008,1.999938,0.384847,4.3844615000000005,1.9260244450416508,0.0,0.0,0.0,0.0,0.0,0.0,-2.45058415097231,0.012646046636520449,6278.887353928758
X_Ari__06_noise_ver_000.dat,X_Ari__06.dat,4.416311,1.817211,3.958759,1.458727,4.434431,1.4005450000000002,4.6550980000000015,1.254918,1.958632,0.371732,4.1965949999999985,2.0222291555493905,0.0,0.0,0.0,0.0,0.0,0.0,-2.486792441888352,0.014070597334878057,6242.673745960035
X_Ari__08_noise_ver_000.dat,X_Ari__08.dat,9.771492,2.239847,11.470134,1.922272,12.284994,2.749878,11.874163,2.172955,0.8953610000000001,0.13205,11.877564,3.3551391412083045,0.0,0.0,0.0,0.0,0.0,0.0,-2.1509019804925424,0.018912234603254082,7723.276196029137
X_Ari__09_noise_ver_000.dat,X_Ari__09.dat,3.936452,2.457251,3.866325,0.949845,4.435529,1.697552,4.941678,1.534291,2.118065,0.436147,4.150926999999999,1.9452219196608391,0.0,0.0,0.0,0.0,0.0,0.0,-2.4338406945710824,0.012402186362982143,6233.870670112476
X_Ari__10_noise_ver_000.dat,X_Ari__10.dat,3.116903,1.558528,4.039859,1.037833,4.461913,1.490853,4.8571339999999985,1.609877,2.006597,0.452249,4.250886,1.8165186493669696,0.0,0.0,0.0,0.0,0.0,0.0,-2.463030576193084,0.013159635973863852,6253.139012466996
