realization_spec_file_name,orig_spec_file_name,EW_Hbeta,err_EW_Hbeta_from_robo,EW_Hdelta,err_EW_Hdelta_from_robo,EW_Hgamma,err_EW_Hgamma_from_robo,EW_Heps,err_EW_Heps_from_robo,EW_CaIIK,err_EW_CaIIK_from_robo,EW_Balmer,err_EW_Balmer_from_robo,err_EW_Balmer_scaled,err_EW_CaIIK_scaled,feh_retrieved,err_feh_retrieved,teff_retrieved,feh_corrected
spec-56232-EG222123N071107V01_sp02-087_noise_ver_000.dat,spec-56232-EG222123N071107V01_sp02-087.dat,7.761472,2.179059,8.793022,1.994914,8.364245,8.185706,9.201162,1.571414,1.750761,1.312821,8.5786335,4.212643605440412,0.6183398497947505,0.49786002106151,-1.9765717008332528,0.0103860262400646,7087.366251693302,-2.1293428295346666
spec-56232-GAC114N33B1_sp08-231_noise_ver_000.dat,spec-56232-GAC114N33B1_sp08-231.dat,15.228841,3.046863,16.550013,2.96696,15.390549,2.470712,2.886152,0.709749,2.698244,0.235572,15.970281,1.9304966607419969,0.5235227832178125,0.45310322291132,-0.9324324755143448,0.0811217735867532,8512.198381123564,-0.7491931263377847
spec-56233-EG012606S021203B03_sp15-156_noise_ver_000.dat,spec-56233-EG012606S021203B03_sp15-156.dat,4.995222,2.611322,9.048095,3.577208,5.046265,2.211085,9.512434,3.010472,12.290783,6.709385,7.04718,2.102695529105974,0.53067718298338,0.7220727385043499,0.2655195631354615,0.0204398961334808,6792.159513069953,0.8342673073813407
spec-56233-EG040217S013757V01_sp09-183_noise_ver_000.dat,spec-56233-EG040217S013757V01_sp09-183.dat,6.922265,1.66951,8.411506,1.5157,8.031965,1.749217,9.146689,1.930957,6.978299,7.200413,8.2217355,1.1572712088236925,0.4913973456670727,0.7424736310390301,-0.4230478087325544,0.0128220757280443,7018.569716505524,-0.07588531486541389
spec-56233-EG230352N034912B01_sp16-221_noise_ver_000.dat,spec-56233-EG230352N034912B01_sp16-221.dat,3.921241,1.380201,4.680819,1.319058,4.28855,1.650363,6.77749,1.687049,4.697384,1.062367,4.4846845,1.0563631050842557,0.4872048853994981,0.48745433108277,-1.66094213406557,0.0109740027322326,6298.206585807058,-1.712141710822237
spec-56233-EG230352N034912V01_sp15-241_noise_ver_000.dat,spec-56233-EG230352N034912V01_sp15-241.dat,6.50343,1.929695,5.215869,2.687788,6.112006,1.555834,9.127945,3.135093,4.971436,2.378813,5.663937499999999,1.5528058288546571,0.5078307451412314,0.54214912114303,-1.3947034198801,0.0098891598266399,6525.522290881878,-1.3602257273475553
spec-56233-EG230352N034912V01_sp16-221_noise_ver_000.dat,spec-56233-EG230352N034912V01_sp16-221.dat,4.814167,1.472186,5.703061,1.759687,5.89374,3.036337,0.095863,inf,5.6549,2.332754,5.7984005,1.754696605936337,0.5162187638427849,0.5402354935917401,-1.2136111247409629,0.0094695947348393,6551.441709065656,-1.1208568085990183
spec-56233-GAC061N24B1_sp16-122_noise_ver_000.dat,spec-56233-GAC061N24B1_sp16-122.dat,9.187657,6.816411,4.019839,9.63509,9.202597,30.929079,13.975948,3.994066,17.148178,11.909167,6.611218000000001,16.19755295635996,1.1162805939193037,0.93810969319077,0.828908433540809,0.0298678826257183,6708.122407024153,1.5789582101073436
spec-56240-EG230517N011825B01_sp15-240_noise_ver_000.dat,spec-56240-EG230517N011825B01_sp15-240.dat,6.419722,12.73746,6.332733,4.188277,3.911651,1.730032,10.173056,6.155484,7.403653,5.681836,5.122192,2.2657600794078463,0.5374520764047824,0.67938084166116,-0.9905525162332308,0.0099004447994008,6421.094097522513,-0.8260165565881534
spec-56245-EG023131N032619F_sp03-097_noise_ver_000.dat,spec-56245-EG023131N032619F_sp03-097.dat,6.13192,1.684448,5.95947,1.624837,6.104723,1.914521,8.31379,1.941799,3.531205,1.126024,6.0320965,1.255536333206849,0.4954799972520082,0.49009910819544,-1.7075596014263423,0.0100883350976908,6596.489524091918,-1.773760968275293
spec-56245-GAC102N32B1_sp15-222_noise_ver_000.dat,spec-56245-GAC102N32B1_sp15-222.dat,4.661986,4.315103,5.551149,1.416896,4.55975,1.268069,7.942398,3.595704,5.688999,1.251662,5.0554495,0.950735670885578,0.4828163496463411,0.49531902912922,-1.343605512614669,0.0102570712866193,6408.228649271836,-1.292684196643327
spec-56246-EG023131N032619F_sp10-220_noise_ver_000.dat,spec-56246-EG023131N032619F_sp10-220.dat,8.250121,1.896402,10.31332,1.722442,9.62612,1.765389,11.163264,1.809055,1.944551,0.481265,9.96972,1.2332279558829544,0.4945531441837354,0.46331110614715,-1.6694764160376607,0.0113337943100441,7355.515502589898,-1.7234223776578137
spec-56246-EG023131N032619F_sp12-070_noise_ver_000.dat,spec-56246-EG023131N032619F_sp12-070.dat,8.244546,2.429265,9.938434,2.690798,8.98353,1.975761,8.443745,2.304089,3.188166,2.452896,9.460982,1.669133413325984,0.5126638433548127,0.54522707050976,-1.2230970959499592,0.0108965263217868,7257.449916012332,-1.1333954241697834
spec-56246-EG223821N072650B_sp15-142_noise_ver_000.dat,spec-56246-EG223821N072650B_sp15-142.dat,2.546882,0.912083,1.839956,0.48681,1.53836,0.675012,4.722109,0.966017,5.305075,1.007183,1.689158,0.4161205282859763,0.4606045285860612,0.48516158432773,-1.9460634252230544,0.0128893153056031,5759.33403055145,-2.0890168016377606
spec-56246-EG223821N072650M_sp05-097_noise_ver_000.dat,spec-56246-EG223821N072650M_sp05-097.dat,8.065565,1.826303,8.881421,2.580191,8.883255,2.418141,11.277657,2.903049,11.179018,4.899456,8.882338,1.768105730178628,0.5167758768845079,0.64687505726336,0.5573185921856928,0.0238896480925445,7145.90907715306,1.219969073555111
spec-56246-EG223821N072650M_sp15-142_noise_ver_000.dat,spec-56246-EG223821N072650M_sp15-142.dat,3.081898,1.272628,4.253899,1.225046,3.621304,1.233596,7.196309,1.532861,5.271376,1.149972,3.9376015,0.8692664714188625,0.4794315235606456,0.49109408317532,-1.623902357923474,0.0115932513768244,6192.749522836307,-1.6631823050175378
spec-56246-GAC121N33B1_sp02-102_noise_ver_000.dat,spec-56246-GAC121N33B1_sp02-102.dat,7.022083,1.838019,8.767677,1.584534,6.849043,1.594181,9.503777,1.865708,3.073664,0.666504,7.80836,1.1238506415352754,0.490008810997565,0.47100728830424,-1.5510262768379357,0.0103343431545244,6938.886439682692,-1.5668542491017785
spec-56246-GAC121N33B1_sp06-249_noise_ver_000.dat,spec-56246-GAC121N33B1_sp06-249.dat,2.745658,1.488366,3.968909,1.593562,4.156531,1.115165,7.257981,2.427242,5.620301,1.811504,4.0627200000000006,0.9725010057924104,0.483720640762969,0.51857895825424,-1.5310581049571137,0.0115311674121946,6216.867672245639,-1.5404601956782193
spec-56246-GAC121N33B1_sp16-013_noise_ver_000.dat,spec-56246-GAC121N33B1_sp16-013.dat,8.302937,2.307074,11.429933,2.138889,9.060738,1.61419,10.136883,2.364714,2.40425,0.920729,10.2453355,1.339818598768225,0.4989816986667891,0.48156965318899,-1.4101611289747749,0.0112363482576747,7408.643823409983,-1.3806578230890052
spec-56249-HD084529N184902M01_sp14-183_noise_ver_000.dat,spec-56249-HD084529N184902M01_sp14-183.dat,13.127686,3.219532,17.207781,6.105514,15.528467,3.391017,17.787964,6.04537,2.882637,4.574698,16.368124,3.4920014854838266,0.588399108237857,0.63338223596238,-0.8697870915871324,0.0950719546073526,8588.88757509134,-0.66638806937099
spec-56251-GAC121N33F1_sp14-090_noise_ver_000.dat,spec-56251-GAC121N33F1_sp14-090.dat,-1e-06,-inf,14.2748,3.945197,11.91479,3.544011,6.725884,28.68554,2.259789,2.585436,13.094795,2.6516312590992923,0.5534839859274886,0.55073375097716,-1.1484563544484172,0.0221223258029688,7957.912636230169,-1.0347348291727085
spec-56251-GAC121N33M1_sp03-062_noise_ver_000.dat,spec-56251-GAC121N33M1_sp03-062.dat,0.024557,inf,3.237531,1.415773,6.243868,3.085655,7.114077,2.002474,4.091899,1.600007,4.7406995,1.6974745923396026,0.5138413431050571,0.50979182683117,-1.7650953586719833,0.0106001036901422,6347.556666099184,-1.8498120890073255
spec-56251-GAC121N33M1_sp05-087_noise_ver_000.dat,spec-56251-GAC121N33M1_sp05-087.dat,6.605327,2.483096,9.469944,1.055969,8.669905,1.303997,9.401635,1.641951,2.656376,1.143861,9.0699245,0.8389694131745805,0.4781727622896824,0.49084018756391,-1.4913836589406135,0.0108949234571609,7182.068711692907,-1.4880182668947763
spec-56254-HD092603S011405M01_sp16-088_noise_ver_000.dat,spec-56254-HD092603S011405M01_sp16-088.dat,7.713015,1.672709,7.606791,1.834755,8.281993,1.87899,9.431117,1.995088,2.580284,0.910434,7.944392000000001,1.3131002751242,0.4978716241916704,0.48114192363254,-1.7082008542867984,0.010449554294221,6965.1083021606655,-1.7746085802829374
spec-56255-GAC120N25B1_sp01-087_noise_ver_000.dat,spec-56255-GAC120N25B1_sp01-087.dat,8.537282,1.715172,8.461337,1.312385,9.832619,1.595445,9.4758,1.479272,0.05043,0.30988,9.146978,1.0329326135147927,0.4862314115028093,0.4561905204228,-999.0,-999.0,-999.0,-1320.001093339772
spec-56255-VB016N38V1_sp02-040_noise_ver_000.dat,spec-56255-VB016N38V1_sp02-040.dat,7.167934,1.708812,7.954641,1.043302,7.841486,1.592072,8.281687,1.857835,2.06453,0.381255,7.898063499999999,0.9517316213602446,0.4828577287094567,0.45915595967405,-1.9298803096470023,0.0101411419337374,6956.177906696283,-2.067625859110659
spec-56255-VB016N38V2_sp07-236_noise_ver_000.dat,spec-56255-VB016N38V2_sp07-236.dat,3.64957,1.103946,5.436116,1.087978,4.558549,0.98039,6.171723,1.295642,1.309204,0.29681,4.997332500000001,0.7322671439754757,0.4737395700335637,0.4556474970811,-2.670671943257894,0.0205584115609879,6397.025873589405,-3.046808834394952
spec-56255-VB041N35V1_sp14-116_noise_ver_000.dat,spec-56255-VB041N35V1_sp14-116.dat,6.543215,2.753596,6.507485,6.151712,8.64999,5.614143,8.494726,5.510391,7.34138,4.06705,7.578737500000001,4.164197466361106,0.6163270430361194,0.6122908271355,-0.4871903018507581,0.0118654846074939,6894.623842522843,-0.1606692600450988
spec-56257-GAC117N31B1_sp16-007_noise_ver_000.dat,spec-56257-GAC117N31B1_sp16-007.dat,14.643746,2.780811,16.096943,3.04348,15.283225,2.911677,17.925194,3.3884,4.061833,1.321257,15.690084,2.1059815682199714,0.5308137090691213,0.49821051416867,-0.1834022589280994,0.1045219040502371,8458.18691910918,0.24087965901443745
spec-56257-GAC117N31B1_sp16-107_noise_ver_000.dat,spec-56257-GAC117N31B1_sp16-107.dat,5.780021,2.140057,5.927726,2.723646,6.410442,1.71543,9.455165,4.22318,7.013367,1.95263,6.169084,1.6094212949237374,0.510182965460798,0.5244423639253,-0.8547133620596336,0.009356169922417,6622.895571097045,-0.646463520202661
spec-56257-HD094409S061050B01_sp15-006_noise_ver_000.dat,spec-56257-HD094409S061050B01_sp15-006.dat,8.181177,1.504173,9.060288,1.454014,8.835082,1.553199,10.221446,1.530965,2.970186,1.635406,8.947685,1.0637884946967842,0.4875133903636006,0.51126256005786,-1.3914494931141437,0.0107750188954647,7158.505525395739,-1.3559246667692715
spec-56257-HD094409S061050M01_sp02-020_noise_ver_000.dat,spec-56257-HD094409S061050M01_sp02-020.dat,10.60155,2.228297,10.961177,3.604045,11.861501,2.380501,12.589514,4.503831,3.234194,2.196659,11.411339,2.159625278435243,0.5330424609269854,0.53458111243729,-0.8867985026239442,0.0119716504579454,7633.405522317857,-0.6888738579747513
spec-56257-HD094409S061050M01_sp03-132_noise_ver_000.dat,spec-56257-HD094409S061050M01_sp03-132.dat,3.597891,1.114408,3.655436,0.504187,4.299379,0.930047,0.103026,inf,5.344213,1.000489,3.9774075,0.5289593446518361,0.4652926778696467,0.48488346663459,-1.6021710522842918,0.0115753019342376,6200.422625178389,-1.634457730458204
spec-56257-HD094409S061050M01_sp11-223_noise_ver_000.dat,spec-56257-HD094409S061050M01_sp11-223.dat,3.858902,0.992291,4.276053,0.837369,4.494951,1.161413,6.175531,0.698068,4.471946,0.521847,4.385502000000001,0.7159027515539385,0.4730596735486644,0.46499717908157,-1.7291274085984636,0.010956281580229,6279.087923468626,-1.8022694295469393
spec-56257-VB031N41V1_sp03-010_noise_ver_000.dat,spec-56257-VB031N41V1_sp03-010.dat,7.411964,1.996283,7.560808,1.396508,8.079115,1.883546,9.563574,1.703632,4.352114,0.826828,7.8199615,1.1723886011237912,0.4920254326513565,0.47766831923268,-1.1528622435173117,0.0099218107103907,6941.122773321381,-1.040558560666845
spec-56258-GAC105N15V1_sp07-249_noise_ver_000.dat,spec-56258-GAC105N15V1_sp07-249.dat,7.152801,1.886493,6.465372,1.580696,8.391801,1.923506,8.774865,1.748642,5.828996,0.766556,7.4285865,1.2448368544162725,0.4950354626898577,0.47516417976436,-0.8523167063835922,0.0098710928894327,6865.680366922027,-0.6432956058673451
spec-56258-GAC105N15V3_sp02-225_noise_ver_000.dat,spec-56258-GAC105N15V3_sp02-225.dat,6.749917,1.916255,6.890339,1.491551,7.544008,2.260694,9.639604,2.007215,7.440723,1.484238,7.217173499999999,1.3542028787479556,0.4995793268062337,0.50498193629978,-0.5461068721352117,0.0111946058317453,6824.927877713195,-0.23854554801486777
spec-56258-HD094623N014708B01_sp07-101_noise_ver_000.dat,spec-56258-HD094623N014708B01_sp07-101.dat,6.830813,1.814608,8.282236,1.453279,8.208579,1.410674,8.61159,1.894728,2.403625,0.765792,8.245407499999999,1.012672329299685,0.4853896511938361,0.47513243761952,-1.7293416713528087,0.0105747272299598,7023.132789374986,-1.802552643384371
spec-56258-VB054N40V2_sp01-117_noise_ver_000.dat,spec-56258-VB054N40V2_sp01-117.dat,13.26998,2.792127,11.556329,1.641098,13.261056,1.975204,11.723804,2.749984,3.922943,1.556582,12.4086925,1.2840009235997456,0.4966626244130849,0.50798763489442,-0.4761144232379329,0.0203233866959948,7825.657832942752,-0.14602909500823164
spec-56258-VB054N40V2_sp01-124_noise_ver_000.dat,spec-56258-VB054N40V2_sp01-124.dat,10.234403,1.846966,10.195081,1.802077,7.655887,2.615606,10.701908,1.692814,4.113212,0.857054,8.925484,1.588149572707574,0.5092991826236491,0.47892412822474,-1.0129903222447203,0.0107644896468972,7154.22600609974,-0.8556749877209251
spec-56262-VB002N36V2_sp09-106_noise_ver_000.dat,spec-56262-VB002N36V2_sp09-106.dat,2.97552,0.994142,3.909769,0.735917,2.887117,1.631467,5.993511,1.600856,4.530118,0.91684,3.398443,0.8948824507970307,0.480495798596824,0.4814080757004,-1.865757989182717,0.011431279464122,6088.82000595182,-1.9828685782700233
spec-56262-VB002N36V3_sp11-141_noise_ver_000.dat,spec-56262-VB002N36V3_sp11-141.dat,5.079209,9.39142,5.581705,1.497082,4.938439,2.402166,-1.293513,-0.458538,3.74492,2.562897,5.260072,1.4152434425108635,0.502115398031466,0.54979731615707,-1.7730654040638725,0.0102744314523374,6447.672185020036,-1.8603469444321106
spec-56265-HD090427N432630B01_sp04-194_noise_ver_000.dat,spec-56265-HD090427N432630B01_sp04-194.dat,6.608358,1.688549,7.300269,1.565157,7.859012,1.417369,8.496381,1.67719,2.745395,0.436278,7.5796405,1.0557759370257025,0.4871804901461473,0.46144201731218,-1.7063817416001408,0.0103018078440893,6894.797907021032,-1.7722040658525886
spec-56265-HD090427N432630B01_sp09-028_noise_ver_000.dat,spec-56265-HD090427N432630B01_sp09-028.dat,2.871883,1.425705,3.638075,0.962008,3.374376,1.155391,4.872466,1.569576,3.814682,0.88339,3.5062255,0.7517292988411786,0.4745481702150371,0.4800183181809,-2.015235319775781,0.0105513732725481,6109.596425415859,-2.1804486408231463
spec-56265-HD090427N432630M01_sp04-194_noise_ver_000.dat,spec-56265-HD090427N432630M01_sp04-194.dat,8.20359,1.874468,9.472869,1.870562,9.122273,1.572988,9.615069,1.748401,2.241272,0.425511,9.297571,1.222016105048129,0.4940873219414272,0.46099467742541,-1.6300685527210592,0.0110452642717565,7225.950410238778,-1.6713328195402943
spec-56265-HD090427N432630M01_sp08-228_noise_ver_000.dat,spec-56265-HD090427N432630M01_sp08-228.dat,7.391264,2.424307,0.025503,inf,5.173983,2.938279,10.768787,8.84877,5.99132,1.696705,2.599743,inf,inf,0.51380936861355,-1.6927096252081435,0.0131227440304142,5934.86063197248,-1.7541321776187901
spec-56266-GAC041N29B1_sp04-201_noise_ver_000.dat,spec-56266-GAC041N29B1_sp04-201.dat,8.996878,2.283538,10.808218,1.680261,11.023792,1.55418,14.83705,3.234579,1.94004,0.749365,10.916005,1.1444160629466236,0.4908632489362229,0.47444993995815,-1.54079414914573,0.0119199854363636,7537.923723706761,-1.5533293592642599
spec-56266-GAC041N29B1_sp09-231_noise_ver_000.dat,spec-56266-GAC041N29B1_sp09-231.dat,10.443056,2.215847,11.192866,1.843119,10.009836,1.882039,10.537282,1.78091,2.093145,0.602357,10.601351,1.3171141223980936,0.4980383887486515,0.46834215300967,-1.5047560770110386,0.0115542350408104,7477.27024572993,-1.5056940120285587
spec-56266-GAC080N32V1_sp16-098_noise_ver_000.dat,spec-56266-GAC080N32V1_sp16-098.dat,6.148705,1.714124,5.227322,1.46738,5.998289,1.847248,8.331658,1.29361,7.366029,0.987843,5.6128055,1.1795686963784686,0.4923237462947321,0.48435805935233,-0.8994353050217041,0.0095165239436134,6515.665960957862,-0.7055772617505256
spec-56266-M31007N41B1_sp07-216_noise_ver_000.dat,spec-56266-M31007N41B1_sp07-216.dat,3.933667,1.61772,4.17556,1.256383,4.186215,1.065461,5.24374,1.832016,2.968079,0.932601,4.1808875,0.823666404743146,0.4775369634544489,0.48206290285331,-2.1480507068916808,0.0092515471398116,6239.645929820077,-2.3560048431600538
spec-56266-M31007N41B1_sp10-039_noise_ver_000.dat,spec-56266-M31007N41B1_sp10-039.dat,8.327362,2.025866,9.874781,2.29753,8.401172,2.33184,11.202406,1.892489,5.404033,1.196973,9.1379765,1.6367744107313629,0.5113194138427233,0.49304684829263,-0.605824085494189,0.0122172459129599,7195.1865823803255,-0.317480130965685
spec-56266-M31007N41B1_sp11-091_noise_ver_000.dat,spec-56266-M31007N41B1_sp11-091.dat,7.667638,1.649892,7.085209,1.583701,7.348303,1.596599,8.71578,1.479135,4.566933,0.760431,7.216756,1.1244150950829948,0.4900322625240926,0.47490970249061,-1.208502380638487,0.0095760758567582,6824.8473993876205,-1.1141040389627779
spec-56266-M31007N41B1_sp14-138_noise_ver_000.dat,spec-56266-M31007N41B1_sp14-138.dat,4.117981,1.19608,3.863139,1.187044,4.49002,1.544536,7.488907,2.166965,5.505664,2.190248,4.1765795,0.9739949837180888,0.4837827115269804,0.53431475263288,-1.5355781002832671,0.011388130757365,6238.815509157623,-1.5464347535308245
spec-56267-GAC065N31M1_sp16-144_noise_ver_000.dat,spec-56267-GAC065N31M1_sp16-144.dat,7.006217,2.388578,5.323966,14.554249,5.952147,2.442273,8.697822,3.05675,4.529263,2.448766,5.6380565,7.378869516405104,0.7498880192476329,0.54505548011946,-1.5064272876354217,0.0100922631940465,6520.533405746082,-1.5079030285957862
spec-56270-HD110609N070823B01_sp10-219_noise_ver_000.dat,spec-56270-HD110609N070823B01_sp10-219.dat,5.069902,1.651171,4.963858,1.256666,6.021488,1.532481,8.153159,1.462959,4.839169,1.417644,5.492673,0.9909222283959775,0.4844859930090585,0.50221513473764,-1.456622781571189,0.0100953626201949,6492.508925156468,-1.4420711236202561
spec-56270-HD110609N070823M01_sp10-104_noise_ver_000.dat,spec-56270-HD110609N070823M01_sp10-104.dat,7.264842,2.065074,8.356012,1.691144,8.359114,2.297193,9.496697,1.587342,3.328068,1.535096,8.357562999999999,1.4262769461069789,0.50257381042576,0.50709494939176,-1.3681993413286198,0.0104461995345069,7044.75215906115,-1.3251924719546646
spec-56270-HD110609N070823M01_sp10-215_noise_ver_000.dat,spec-56270-HD110609N070823M01_sp10-215.dat,4.725479,1.516823,5.745938,2.204597,0.03883,inf,11.514357,3.160452,5.391843,2.594377,2.892384,inf,inf,0.55110522547587,-1.7618984652088616,0.0124558715843877,5991.270829995127,-1.8455864154024173
spec-56271-EG023131N032619F06_sp10-220_noise_ver_000.dat,spec-56271-EG023131N032619F06_sp10-220.dat,7.487519,1.865727,10.183657,2.13493,8.410315,2.014885,10.347959,1.844213,2.051581,0.750274,9.296986,1.4677949165436055,0.5042987704140613,0.47448770646294,-1.717876293253318,0.0110392819369253,7225.837644201745,-1.7873976355105703
spec-56271-GAC114N32V2_sp05-056_noise_ver_000.dat,spec-56271-GAC114N32V2_sp05-056.dat,6.140849,0.725271,5.939978,0.785968,5.820242,0.840486,6.627591,1.127718,0.719381,0.675941,5.88011,0.5753612806793658,0.4672205534903826,0.47139937026871,-3.011219171013483,,6567.192233002259,-3.4969462719266615
spec-56283-GAC120N18V2_sp12-092_noise_ver_000.dat,spec-56283-GAC120N18V2_sp12-092.dat,3.25125,1.087543,4.11125,0.98928,3.725885,1.101095,6.040085,0.958928,4.802806,0.765847,3.9185675,0.7401157202466719,0.4740656572649617,0.47513472272157,-1.7274591962145367,0.0114068989259598,6189.080482239934,-1.80006437607254
spec-56284-GAC108N24B1_sp14-169_noise_ver_000.dat,spec-56284-GAC108N24B1_sp14-169.dat,7.204924,1.944314,6.040038,5.317133,9.455489,2.145388,15.025352,5.563997,4.30868,3.142814,7.7477635,2.866818489642874,0.5624244365029243,0.57389130753034,-1.178772739161547,0.0098843240627449,6927.2057094894535,-1.0748072144918686
spec-56284-GAC122S02V1_sp15-094_noise_ver_000.dat,spec-56284-GAC122S02V1_sp15-094.dat,3.751902,1.199668,4.061108,1.285467,3.557119,1.17643,6.387038,1.322347,4.989898,1.881481,3.8091135,0.871265308759192,0.4795145698752638,0.52148631436611,-1.7040184456072935,0.0115822759095901,6167.981860329912,-1.769080246553397
spec-56284-HD114225N022143B01_sp04-053_noise_ver_000.dat,spec-56284-HD114225N022143B01_sp04-053.dat,8.818316,1.926897,9.219177,1.626984,9.539674,1.685861,10.593951,1.398683,1.460175,0.293863,9.3794255,1.1714525435945964,0.4919865419790132,0.45552505715853,-2.022388564564612,0.0107133490779455,7241.728884731568,-2.1899038441454657
spec-56285-HD090744N104005B03_sp06-070_noise_ver_000.dat,spec-56285-HD090744N104005B03_sp06-070.dat,4.783132,1.703768,4.918649,1.597087,4.411844,2.019684,9.507391,1.441018,9.88514,1.517935,4.6652465,1.287420904893287,0.4968047154360819,0.50638195600485,-0.6619530590528282,0.0117820560155071,6333.01216047146,-0.3916717562961492
spec-56285-HD090744N104005M03_sp11-024_noise_ver_000.dat,spec-56285-HD090744N104005M03_sp11-024.dat,3.894559,1.500119,4.660168,1.656465,4.132013,1.167064,5.955241,1.996508,4.183392,2.167393,4.3960905,1.0131528359927984,0.4854096149543719,0.53336518886283,-1.796331517986923,0.0107813533185503,6281.128988738916,-1.8911002380990882
spec-56285-HD090744N104005M03_sp11-033_noise_ver_000.dat,spec-56285-HD090744N104005M03_sp11-033.dat,9.101182,1.925772,11.448938,2.156914,9.680517,1.958517,9.484424,1.751175,1.704493,0.505246,10.5647275,1.4567143545222756,0.5038384028687869,0.46430745218826,-1.7156633774094725,0.0117406117154788,7470.21060990555,-1.7844725896249032
spec-56285-HD122600N020231B01_sp02-130_noise_ver_000.dat,spec-56285-HD122600N020231B01_sp02-130.dat,8.122665,1.821335,8.708567,1.798491,8.64494,1.658301,9.110647,1.581854,2.674971,0.463789,8.6767535,1.2231651650208568,0.4941350622923227,0.46258502535759,-1.5495562125288938,0.0107515369495807,7106.280103921739,-1.564911108981566
spec-56285-HD122600N020231B01_sp13-179_noise_ver_000.dat,spec-56285-HD122600N020231B01_sp13-179.dat,3.403839,1.425436,4.141264,3.37048,4.617513,1.560253,7.216239,3.188453,9.799915,4.039044,4.379388499999999,1.8570490606341687,0.5204712330073766,0.61112725317164,-0.7348953968778084,0.0119279752355575,6277.909470191022,-0.48808739078099045
spec-56285-HD122600N020231M01_sp04-139_noise_ver_000.dat,spec-56285-HD122600N020231M01_sp04-139.dat,10.594716,2.405135,10.984087,1.763536,10.2925,1.58577,11.255144,1.513242,2.102864,0.482061,10.6382935,1.185825210159153,0.4925836876122975,0.46334417780591,-1.4947950848292877,0.0115660348221167,7484.391372777923,-1.4925275107901905
spec-56286-HD114225N022143M_sp05-135_noise_ver_000.dat,spec-56286-HD114225N022143M_sp05-135.dat,6.64011,1.927671,7.615306,2.883678,7.437385,2.46484,7.378513,6.107318,9.800692,5.16928,7.5263455,1.896775885106356,0.5221217756990382,0.6580855186368,-0.0278688964938578,0.0164403793518397,6884.52463190368,0.44646462201136816
spec-56287-HD093120N125131B01_sp03-029_noise_ver_000.dat,spec-56287-HD093120N125131B01_sp03-029.dat,3.866708,1.331272,3.840501,0.814981,3.327368,1.206398,5.829666,1.56897,4.597774,0.749569,3.5839345,0.7279406165280586,0.4735598144564824,0.47445841560939,-1.823615378893252,0.0114280537590473,6124.57580314537,-1.9271642146443941
spec-56287-HD112126N063805M01_sp15-057_noise_ver_000.dat,spec-56287-HD112126N063805M01_sp15-057.dat,7.27846,4.603764,7.077002,1.518942,7.135364,4.451453,9.336663,1.800874,3.908138,1.267154,7.106183,2.3517343924523555,0.5410240778408797,0.49596268005574,-1.4117249290157925,0.0098547033921539,6803.533076288813,-1.3827248636810399
spec-56287-HD121955N054017M01_sp02-013_noise_ver_000.dat,spec-56287-HD121955N054017M01_sp02-013.dat,7.376316,1.692734,7.695025,1.66566,7.80522,1.863982,8.480381,1.717599,2.79574,0.46792,7.7501225,1.2498852079215117,0.4952452081979295,0.4627566572952,-1.65951137707837,0.0103689798444679,6927.660436124257,-1.7102505273637978
spec-56287-HD121955N054017M01_sp04-025_noise_ver_000.dat,spec-56287-HD121955N054017M01_sp04-025.dat,8.466052,2.257312,9.516322,1.715268,8.859386,1.792297,10.254912,1.414988,1.896268,0.456825,9.187854000000002,1.240410501410017,0.4948515596293374,0.46229568989075,-1.8103662577993576,0.0109349602733381,7204.801091802706,-1.9096514442188095
spec-56287-HD121955N054017M01_sp04-181_noise_ver_000.dat,spec-56287-HD121955N054017M01_sp04-181.dat,4.142631,1.585756,4.440578,1.04923,4.712593,1.427634,6.872295,1.616302,4.169642,1.00218,4.5765855,0.8858643280514236,0.4801211198554942,0.4849537231358,-1.7716081810960045,0.0107058183038057,6315.921648318734,-1.858420778076297
spec-56287-HD121955N054017M01_sp05-152_noise_ver_000.dat,spec-56287-HD121955N054017M01_sp05-152.dat,4.999672,1.728901,6.364159,1.846119,5.130621,3.006395,7.426891,2.689672,5.33887,2.326214,5.747389999999999,1.7639845703822072,0.5166046537808864,0.5399637741843399,-1.2941955255801765,0.0096463016772892,6541.6087997801005,-1.2273737693678946
spec-56287-HD121955N054017M01_sp07-012_noise_ver_000.dat,spec-56287-HD121955N054017M01_sp07-012.dat,6.838762,2.236638,7.62718,2.363689,6.780823,2.116706,10.644333,2.724957,6.324991,2.997467,7.2040015,1.5864638334324703,0.5092291446914072,0.5678525306637701,-0.785621724564146,0.0099043709931628,6822.388810636626,-0.5551377652932434
spec-56287-HD121955N054017M01_sp16-034_noise_ver_000.dat,spec-56287-HD121955N054017M01_sp16-034.dat,3.894858,1.561889,4.653147,1.71715,4.458441,0.94946,9.029328,2.616951,4.93817,1.371993,4.555794,0.9810808343480164,0.4840771095597157,0.50031845848883,-1.594588856199124,0.0109540643316269,6311.9138277051225,-1.624435536652269
spec-56287-VB016N33V1_sp15-145_noise_ver_000.dat,spec-56287-VB016N33V1_sp15-145.dat,6.575565,1.719662,7.830804,1.553555,8.189672,1.544632,9.152902,1.264686,3.026878,0.299367,8.010238,1.095379061495266,0.4888258934354529,0.45575373355277,-1.5325776555097548,0.0104147207405311,6977.800938869121,-1.5424687470221072
