realization_spec_file_name,orig_spec_file_name,EW_Hbeta,err_EW_Hbeta_from_robo,EW_Hdelta,err_EW_Hdelta_from_robo,EW_Hgamma,err_EW_Hgamma_from_robo,EW_Heps,err_EW_Heps_from_robo,EW_CaIIK,err_EW_CaIIK_from_robo,EW_Balmer,err_EW_Balmer_from_robo,err_EW_Balmer_scaled,err_EW_CaIIK_scaled,feh_retrieved,err_feh_retrieved,teff_retrieved,feh_corrected
spec-55876-B7601_sp05-233_noise_ver_000.dat,spec-55876-B7601_sp05-233.dat,4.993085,1.604037,5.848743,5.581804,4.983086,2.343697,11.072954,2.951666,9.779691,1.965774,5.4159145,3.0269395237692227,0.5690770347452923,0.52498846176794,-0.517471087184011,0.0117308301492402,6477.712768141828,-0.20069458988317007
spec-55877-B7708_sp04-086_noise_ver_000.dat,spec-55877-B7708_sp04-086.dat,11.454935,2.181499,10.183966,2.05704,12.159382,1.815616,11.939616,1.37106,1.246829,0.368994,11.171674,1.3718486633969509,0.5003124616912388,0.45864654810614,-1.9366463738828072,0.0124694588735288,7587.20710818895,-2.0765692847769106
spec-55877-B7708_sp07-247_noise_ver_000.dat,spec-55877-B7708_sp07-247.dat,4.600703,1.66016,4.32742,2.29068,4.047447,2.362475,5.423725,1.817466,3.454432,1.597336,4.1874335,1.6453345395408951,0.5116750641680128,0.50968085396616,-2.012366371436344,0.0099911732187679,6240.907752860104,-2.1766564471164576
spec-55877-B7708_sp09-023_noise_ver_000.dat,spec-55877-B7708_sp09-023.dat,10.713958,2.247008,9.21992,1.930341,10.745107,2.098557,11.908055,2.528397,2.871323,1.364691,9.9825135,1.4256715837220366,0.5025486592470905,0.50001508003121,-1.2553122041153302,0.0110263723191749,7357.981609076694,-1.175977553922942
spec-55880-B8001_1_sp06-056_noise_ver_000.dat,spec-55880-B8001_1_sp06-056.dat,4.069912,2.704784,10.113376,88.660266,3.96565,1.768532,6.810401,1.774754,5.084843,1.539426,7.039513,44.338951477864754,2.285480002125805,0.50727484924406,-1.1092843820779072,0.0093845045171517,6790.6816033162295,-0.9829570731705972
spec-55880-B8001_2_sp12-148_noise_ver_000.dat,spec-55880-B8001_2_sp12-148.dat,0.022302,inf,10.959859,2.219249,9.733548,2.362954,13.33893,2.614174,3.564438,1.551141,10.3467035,1.6208499105497862,0.5106577936970842,0.50776157598071,-0.9350683403000511,0.0112060399877827,7428.183768097022,-0.7526772287576977
spec-55886-F8606_sp10-165_noise_ver_000.dat,spec-55886-F8606_sp10-165.dat,5.485463,1.654348,6.885379,1.418432,6.895412,1.774881,8.62128,1.813995,4.146767,0.650541,6.8903955,1.1360184750681874,0.4905143517493853,0.47034406859471,-1.383166590982175,0.0097361404616793,6761.937347714171,-1.3449762753652863
spec-55886-M31_004437N404045_B2_sp04-100_noise_ver_000.dat,spec-55886-M31_004437N404045_B2_sp04-100.dat,2.79836,1.982865,7.984486,2.819708,4.733071,3.051963,7.559994,2.342268,10.019652,4.787748,6.3587785,2.077572583487337,0.5296333921736492,0.6422338903578799,-0.2656916750301187,0.0136637225357716,6659.461548895122,0.13210899849762864
spec-55886-M31_004437N404045_M2_sp02-147_noise_ver_000.dat,spec-55886-M31_004437N404045_M2_sp02-147.dat,3.51483,1.991957,4.773703,2.913493,3.9344,1.696408,13.022194,5.790756,6.530733,2.625468,4.354051500000001,1.6856928518796803,0.5133518434818292,0.55239697289108,-1.300516094272098,0.0110811893603823,6273.025447831544,-1.2357283362615257
spec-55889-GAC_107N27_B1_sp09-161_noise_ver_000.dat,spec-55889-GAC_107N27_B1_sp09-161.dat,7.757301,1.426071,10.028361,2.429909,7.966445,1.660108,9.883169,1.960217,3.142326,1.239983,8.997403,1.471429264350227,0.5044497677890308,0.49483379809573,-1.320115314286075,0.0107530655647616,7168.089289206312,-1.261634706819455
spec-55890-F9008_sp01-140_noise_ver_000.dat,spec-55890-F9008_sp01-140.dat,4.691162,1.335868,4.854616,1.569721,5.264084,1.474212,7.705648,2.16945,4.433833,1.179022,5.05935,1.0767224617775233,0.4880507619034339,0.49230103253082,-1.6287036463799005,0.0105252161464936,6408.980519233281,-1.6695286778741614
spec-55892-B9204_sp01-028_noise_ver_000.dat,spec-55892-B9204_sp01-028.dat,5.035329,2.446297,6.478698,3.885326,4.798914,3.056763,10.555402,3.996944,5.54987,4.013828,5.638806,2.471819075319076,0.546013273386195,0.61007959620268,-1.2668228741692826,0.0096528896643095,6520.677881207203,-1.1911924289830256
spec-55892-B9204_sp13-228_noise_ver_000.dat,spec-55892-B9204_sp13-228.dat,9.511138,2.582362,8.243786,3.461337,9.229003,2.107012,13.259372,3.095536,5.632614,3.812579,8.7363945,2.026101761740572,0.5274949179865817,0.60171824161249,-0.6297372502111187,0.0118507548150123,7117.776649587824,-0.34908870038466117
spec-55892-F9202_sp13-177_noise_ver_000.dat,spec-55892-F9202_sp13-177.dat,4.786319,1.653852,5.529496,2.178328,5.685757,2.347163,7.815797,3.124095,5.964048,1.833132,5.6076265,1.6011157847071056,0.5098378938531194,0.51947754347492,-1.1825385999041131,0.0095289688373834,6514.667644195824,-1.0797849525751648
spec-55892-F9202_sp15-004_noise_ver_000.dat,spec-55892-F9202_sp15-004.dat,5.614426,3.595802,9.288945,4.494636,6.848857,2.555751,7.827306,5.554304,11.13591,8.897873,8.068901,2.5852280337765663,0.5507251105400055,0.8129985278716301,0.3387958483704275,0.0210781275518,6989.108962852782,0.9311243556236571
spec-55892-F9204_sp06-146_noise_ver_000.dat,spec-55892-F9204_sp06-146.dat,5.489899,1.541255,7.104731,1.583897,6.672711,1.616241,7.954494,1.946654,3.705119,0.762242,6.888721,1.1314774276018502,0.4903256834425766,0.47498494466902,-1.5098938713784862,0.009954160754273,6761.614566980819,-1.512485180485192
spec-55892-F9204_sp09-223_noise_ver_000.dat,spec-55892-F9204_sp09-223.dat,5.735839,2.050051,7.172384,2.474539,5.235623,2.287961,10.394179,3.450646,3.996669,2.875184,6.204003500000001,1.685089671207589,0.5133267829474598,0.56277200095504,-1.5467026582815548,0.0099764757747559,6629.626739695607,-1.5611392632812784
spec-55892-F9205_sp16-165_noise_ver_000.dat,spec-55892-F9205_sp16-165.dat,4.482994,1.455453,5.279214,1.203258,6.052791,1.555202,7.009949,1.296635,3.79886,0.65838,5.666002499999999,0.9831687387432536,0.484163856370875,0.4706697579578,-1.6923333474971138,0.0101910032706584,6525.92034535448,-1.7536348114068865
spec-55893-F9302_sp06-145_noise_ver_000.dat,spec-55893-F9302_sp06-145.dat,4.838866,1.644637,4.807452,1.371504,4.984673,2.070161,8.158648,2.075548,6.125492,1.89702,4.896062499999999,1.2416309624780828,0.4949022665036753,0.5221319180162001,-1.2817891595646271,0.0103396956723123,6377.5048196231,-1.2109749578311644
spec-55893-F9302_sp06-226_noise_ver_000.dat,spec-55893-F9302_sp06-226.dat,5.659766,1.879081,6.362017,1.590668,5.906167,1.570518,13.045123,58.026295,3.16262,2.556156,6.134092,1.1176707335512548,0.4897520524447813,0.54951724574036,-1.8023673323624452,0.0099767799931228,6616.150427220389,-1.8990784149714148
spec-55895-B9505_sp14-116_noise_ver_000.dat,spec-55895-B9505_sp14-116.dat,9.345895,2.086211,10.846167,1.966441,10.904285,2.035936,10.499576,1.724892,2.426774,0.346417,10.875226,1.4152672541411568,0.5021163873406514,0.45770853448827,-1.3074696830896857,0.0114052898647362,7530.063063494537,-1.2449196330829009
spec-55899-GAC_045N28_B1_sp10-141_noise_ver_000.dat,spec-55899-GAC_045N28_B1_sp10-141.dat,7.981613,2.45818,9.558321,3.407045,9.634056,3.025171,12.179867,3.363616,4.869613,3.063056,9.5961885,2.278136036942592,0.5379662641490254,0.57057757717936,-0.6601845029567806,0.0121085195899111,7283.512653082494,-0.3893340678807929
spec-55903-B90306_sp05-219_noise_ver_000.dat,spec-55903-B90306_sp05-219.dat,8.938626,2.086,10.032923,1.714423,9.669133,2.085083,9.378829,1.31493,2.797925,0.969837,9.851028,1.3497052770714428,0.4993924635551231,0.48360995848847,-1.3059643199332769,0.0110313059726221,7332.636141107043,-1.2429298347273352
spec-55903-B90306_sp06-248_noise_ver_000.dat,spec-55903-B90306_sp06-248.dat,6.130627,1.954428,6.296697,2.556239,6.94522,1.967449,9.622109,2.096874,4.623039,1.893827,6.6209585,1.612855650137513,0.5103256536815148,0.52199925745537,-1.3055199501666277,0.0095279303279005,6710.00000973136,-1.2423424640140444
spec-55903-B90306_sp10-163_noise_ver_000.dat,spec-55903-B90306_sp10-163.dat,7.834608,2.372949,10.989975,2.108141,11.01964,2.373355,10.600845,2.179707,3.080802,1.191827,11.0048075,1.5872202455792013,0.5092605715813552,0.49283304583537,-1.0094158726260123,0.0112623762299468,7555.041511747077,-0.8509502580481698
spec-55903-GAC_106N28_B1_sp13-120_noise_ver_000.dat,spec-55903-GAC_106N28_B1_sp13-120.dat,6.134684,2.796483,14.255755,15.487305,4.746464,3.092613,9.316546,5.744078,10.053702,6.959633,9.5011095,7.89653201302309,0.7713955034699944,0.73246986973723,0.5111581645256498,0.0235885837304027,7265.18499148417,1.1589539340127848
spec-55907-B90704_sp06-057_noise_ver_000.dat,spec-55907-B90704_sp06-057.dat,8.230376,1.886186,11.148318,2.154822,7.00081,6.537213,11.433783,1.610446,5.794945,2.032014,9.074564,3.4415988892901583,0.5863050159489939,0.52774055558234,-0.5178882927731356,0.01270810074337,7182.96303310968,-0.20124605481815178
spec-55907-B90706_sp03-135_noise_ver_000.dat,spec-55907-B90706_sp03-135.dat,5.821032,1.36344,7.00279,1.158423,7.112009,1.430638,8.134066,1.130631,2.808129,0.421088,7.0573995,0.9204168802739604,0.4815566854539751,0.46081091367328,-1.7700334583758752,0.0101028931735251,6794.129448993807,-1.8563392998192763
spec-55907-GAC_045N28_B1_sp10-141_noise_ver_000.dat,spec-55907-GAC_045N28_B1_sp10-141.dat,0.130173,inf,9.296223,1.497581,9.176428,2.460725,14.400859,3.082643,2.569953,2.053537,9.2363255,1.440305208730601,0.503156647001745,0.52863477833547,-1.4989248442288856,0.0109673675889906,7214.144577211294,-1.4979862523750485
spec-55907-M31_007N34_B1_sp03-141_noise_ver_000.dat,spec-55907-M31_007N34_B1_sp03-141.dat,6.401183,2.136476,6.997872,2.797175,7.605069,2.06927,11.988698,3.05082,6.702617,3.258327,7.301470500000001,1.7396886440915944,0.5155952233995531,0.5786905619503699,-0.6824896566151565,0.01041982973466,6841.177174505904,-0.418817158310583
spec-55907-M31_021N30_B1_sp07-241_noise_ver_000.dat,spec-55907-M31_021N30_B1_sp07-241.dat,7.984276,2.575449,11.097587,1.791798,9.686514,2.064045,11.402409,1.58767,1.834587,0.354196,10.3920505,1.3666402082140163,0.5000960643891323,0.45803173101276,-1.6670084888666803,0.0115783936231107,7436.924967210382,-1.720160256218501
spec-55909-M31_019N31_B1_sp01-114_noise_ver_000.dat,spec-55909-M31_019N31_B1_sp01-114.dat,-0.0,-inf,5.657869,4.044764,10.360603,8.263658,9.439902,4.329039,6.610152,12.344524,8.009236,4.600221716305096,0.6344426777160599,0.95619760543044,-0.5511713610595784,0.011746854400277,6977.607790887741,-0.24523982088223734
spec-55909-M31_019N31_B1_sp01-121_noise_ver_000.dat,spec-55909-M31_019N31_B1_sp01-121.dat,3.567891,1.439654,5.330484,4.547229,4.203552,1.534104,8.276658,3.171114,7.36537,10.497641,4.767018,2.39951904875003,0.5430094017693227,0.87946458489571,-1.0669815913481115,0.0103588934709523,6352.629884809682,-0.9270409820455894
spec-55909-M31_019N31_B1_sp13-181_noise_ver_000.dat,spec-55909-M31_019N31_B1_sp13-181.dat,4.268149,2.083167,6.14685,1.408833,4.595104,1.683288,6.783508,1.851673,3.844579,1.510843,5.370977,1.0975277801533088,0.4889151669156414,0.50608730248233,-1.7282734611397028,0.0102863427091643,6469.0505052543895,-1.8011406765002422
spec-55909-M31_019N31_B1_sp14-131_noise_ver_000.dat,spec-55909-M31_019N31_B1_sp14-131.dat,7.914114,5.296578,8.973679,6.117522,7.085933,3.887735,-0.162911,-inf,6.115052,3.78555,8.029806,3.624174349100392,0.5938905351761222,0.6005952593705,-0.6603576546997514,0.0111331614014108,6981.572914617246,-0.3895629409284424
spec-55910-B91005_sp11-126_noise_ver_000.dat,spec-55910-B91005_sp11-126.dat,3.751378,1.330028,3.374046,0.81787,3.679163,1.220329,6.821286,1.217376,4.849832,0.931907,3.5266045,0.734526072570096,0.4738334224401523,0.48203406902017,-1.7774878956790638,0.0116649882854823,6113.524731516179,-1.866192621274902
spec-55910-GAC_105N29_B1_sp12-140_noise_ver_000.dat,spec-55910-GAC_105N29_B1_sp12-140.dat,14.78056,3.936064,15.284563,3.387965,13.818644,3.40685,13.344594,2.563036,4.714484,1.890938,14.5516035,2.402339160262607,0.5431265698165703,0.52187922727678,0.0741071993919316,0.075545746431615,8238.730621290619,0.5812572579521954
spec-55911-B91104_sp04-086_noise_ver_000.dat,spec-55911-B91104_sp04-086.dat,4.613753,2.622448,5.423298,2.61269,4.658356,2.30758,7.523768,2.233068,4.959592,2.0044,5.040827,1.742919568748082,0.5157294596278429,0.526593268164,-1.5074333011742018,0.0104858369033018,6405.409980252162,-1.5092327835300818
spec-55911-B91104_sp07-247_noise_ver_000.dat,spec-55911-B91104_sp07-247.dat,5.795601,2.454868,3.712407,1.665663,5.848141,2.171644,8.32433,2.929962,5.341017,3.397027,4.780274,1.3684362327402215,0.5001706843768902,0.5844531738473699,-1.4674278382659107,0.0106903176350884,6355.185143932595,-1.4563533145662872
spec-55911-B91104_sp09-023_noise_ver_000.dat,spec-55911-B91104_sp09-023.dat,11.300944,2.165313,9.555893,1.91777,0.072093,inf,11.380723,2.51814,2.812959,1.187694,4.813993,inf,inf,0.49266133080314,-2.1094553646673253,0.0090261944464232,6361.684901202169,-2.304989280461069
spec-55911-B91105_sp12-052_noise_ver_000.dat,spec-55911-B91105_sp12-052.dat,5.564024,3.999525,3.953018,1.602633,3.545741,1.251424,9.321998,2.077616,8.963647,2.467753,3.7493795,1.0166728284538002,0.4855558611723469,0.5458443388944301,-0.991614538444927,0.0124035198184509,6156.467387755376,-0.8274203441336441
spec-55911-B91107_sp15-022_noise_ver_000.dat,spec-55911-B91107_sp15-022.dat,-0.820625,-0.290904,4.316142,1.863716,4.96709,1.662799,8.689942,7.738973,4.735634,1.330783,4.641616,1.24883323977393,0.4952015017511918,0.49860629384373,-1.6264313649234166,0.0108599920830921,6328.457087243942,-1.666525162153556
spec-55915-F5591503_sp02-196_noise_ver_000.dat,spec-55915-F5591503_sp02-196.dat,4.29771,1.661085,4.313213,2.001688,3.505174,2.282075,6.291453,1.942708,4.743598,3.046881,3.9091935,1.5177797233927754,0.5063755046795139,0.56990554944011,-1.741962204463134,0.0113777893669337,6187.273526973023,-1.819234542315121
spec-55915-F5591504_sp13-172_noise_ver_000.dat,spec-55915-F5591504_sp13-172.dat,6.035824,1.235932,7.042587,1.669117,7.358555,1.537127,8.89198,1.987895,3.280417,0.994535,7.200571,1.1345385597036797,0.4904528652469623,0.48463609395085,-1.5867720132200054,0.0101280028844037,6821.72753902972,-1.6141031851267607
spec-55915-F5591506_sp12-016_noise_ver_000.dat,spec-55915-F5591506_sp12-016.dat,6.736788,1.740928,7.056553,1.686939,6.925738,1.713569,8.841915,2.122671,3.23569,0.852247,6.9911455,1.2022979983641742,0.4932680876504158,0.47872441030557,-1.6370603689339074,0.0101088070501647,6781.3581652031135,-1.6805746455697896
spec-55915-F5591506_sp13-241_noise_ver_000.dat,spec-55915-F5591506_sp13-241.dat,6.156205,1.913576,4.738134,2.165916,4.43244,2.110173,11.686512,4.45534,6.824557,2.520681,4.585286999999999,1.5119542163194792,0.5061334705312325,0.5480433549181101,-1.202143183323745,0.0106712565235588,6317.598970833672,-1.1056984125159495
spec-55916-B5591606_sp09-181_noise_ver_000.dat,spec-55916-B5591606_sp09-181.dat,8.546004,1.770657,8.478289,1.893924,7.461854,1.547205,9.816735,2.381225,1.66896,1.176003,7.970071499999999,1.2227828333151598,0.4941191774384232,0.49217560120193,-2.109996763516329,0.0096789412914191,6970.058345661482,-2.3057049048171363
spec-55916-F5591602_sp04-177_noise_ver_000.dat,spec-55916-F5591602_sp04-177.dat,7.192483,17.16112,6.993175,1.745293,7.341632,2.793468,8.773225,1.898885,4.104473,1.336932,7.1674035,1.6469298044295178,0.5117413431328726,0.49886176825292,-1.3444295660906789,0.0097616972602921,6815.334090254886,-1.2937734356382378
spec-55916-F5591602_sp14-084_noise_ver_000.dat,spec-55916-F5591602_sp14-084.dat,14.690971,3.991975,13.718302,5.235488,10.224132,4.066799,12.376885,5.046068,9.522078,5.823915,11.971217,3.3147092144162884,0.5810330912912101,0.68528384191865,1.0378150603017429,0.0480303600651104,7741.32898091909,1.8550922848825762
spec-55916-F5591604_sp08-204_noise_ver_000.dat,spec-55916-F5591604_sp08-204.dat,5.229987,1.421734,6.234503,1.338526,5.164379,1.430165,0.07404,inf,3.856013,0.54252,5.699441,0.9794161245227944,0.4840079453445471,0.4658560866212,-1.67111402082968,0.0101847459265176,6532.366032755015,-1.725586973827418
spec-55916-F5591604_sp12-127_noise_ver_000.dat,spec-55916-F5591604_sp12-127.dat,6.075783,2.575069,21.179109,58.748808,5.915758,2.8534,-6.361058,-2.254936,15.432888,9.329761,13.5474335,29.409030641032967,1.6651819528424951,0.83094231249291,2.771722486548529,0.1584303658548584,8045.164345381223,4.146981873624412
spec-55917-B5591705_sp04-011_noise_ver_000.dat,spec-55917-B5591705_sp04-011.dat,4.255909,1.325663,4.258169,0.957117,4.538718,1.263739,6.41406,1.325101,4.594707,0.609312,4.3984435,0.7926394533156295,0.476247877085135,0.46863111455072,-1.698494597910616,0.0110011387573028,6281.582558798979,-1.7617787904120994
spec-55917-B5591705_sp08-009_noise_ver_000.dat,spec-55917-B5591705_sp08-009.dat,11.795629,2.449791,12.051091,1.849876,12.871793,2.044284,14.244936,2.148261,0.009694,inf,12.461442,1.378508096460808,0.5005891432211671,inf,-999.0,-999.0,-999.0,-1320.001093339772
spec-55917-B5591705_sp10-116_noise_ver_000.dat,spec-55917-B5591705_sp10-116.dat,6.346954,2.402445,8.584553,1.807167,8.836098,1.904013,7.900794,14.281852,3.11335,0.890082,8.7103255,1.3125469582131146,0.4978486353624373,0.48029635277942,-1.3804868670027637,0.0106507238420824,7112.751525110214,-1.3414341995911436
spec-55917-F5591705_sp02-055_noise_ver_000.dat,spec-55917-F5591705_sp02-055.dat,4.025465,1.458405,4.376917,1.526824,4.19617,1.353209,6.148324,1.724488,5.252748,2.071656,4.2865435000000005,1.020093883504969,0.4856979968070848,0.52938757404536,-1.570496934657681,0.0112451778000175,6260.012439920442,-1.592590685354101
spec-55917-F5591705_sp02-105_noise_ver_000.dat,spec-55917-F5591705_sp02-105.dat,7.394558,2.414462,5.62634,2.818028,4.702313,2.584718,7.107461,2.885079,2.454533,1.344338,5.1643265,1.9119393915804443,0.5227517786032041,0.49916946763078,-2.179003038420064,0.0084757028591666,6429.216047244477,-2.3969178269234037
spec-55917-F5591705_sp14-062_noise_ver_000.dat,spec-55917-F5591705_sp14-062.dat,7.860329,3.676521,10.681087,3.289437,6.388041,3.191318,11.985786,4.06985,4.231171,7.432726,8.534564,2.2915554954055226,0.5385238065498168,0.75212561126706,-1.0516959563736563,0.010474118213417,7078.871306618077,-0.9068363349433537
spec-55917-GAC_107N27_B1_sp06-118_noise_ver_000.dat,spec-55917-GAC_107N27_B1_sp06-118.dat,5.298127,2.592131,15.567887,9.014639,5.919834,4.389338,-2.4521,-0.869247,11.704833,5.285225,10.7438605,5.013232599295713,0.6516021689050447,0.66290272149475,1.1605053977130169,0.0372855377553045,7504.740727019662,2.017265133729986
spec-55917-GAC_107N27_B1_sp09-161_noise_ver_000.dat,spec-55917-GAC_107N27_B1_sp09-161.dat,11.178246,2.104504,13.340836,2.161024,11.832111,1.90273,11.995343,1.611628,1.382696,0.490723,12.5864735,1.439653272621224,0.5031295608101085,0.46370406060513,-1.7187365196817916,0.0185841953347287,7859.9273352157215,-1.7885346881383724
spec-55918-B5591804_sp03-208_noise_ver_000.dat,spec-55918-B5591804_sp03-208.dat,7.624343,1.915117,7.367798,1.336372,8.128052,1.625698,8.260398,1.544083,3.051462,0.682948,7.747925,1.0522338273392469,0.4870333250169502,0.47169049226988,-1.5690756900607834,0.0103220101757955,6927.236840626173,-1.5907120754321538
spec-55918-B5591804_sp06-195_noise_ver_000.dat,spec-55918-B5591804_sp06-195.dat,8.189815,2.832662,9.849662,1.987776,9.527613,2.017222,12.13034,3.227037,5.245833,3.691473,9.6886375,1.4160188931878697,0.5021476159211333,0.59668661308763,-0.5360208109752995,0.0128399408946736,7301.333349420312,-0.22521372982555804
spec-55918-B5591804_sp06-212_noise_ver_000.dat,spec-55918-B5591804_sp06-212.dat,3.374353,1.936912,3.862986,1.726161,4.071401,1.439507,6.518854,1.743428,4.202556,0.502689,3.9671935,1.123811839340777,0.4900071988707615,0.46420121571659,-1.8567911296833677,0.010930185056505,6198.453749448046,-1.971016127776311
spec-55918-F5591804_sp07-236_noise_ver_000.dat,spec-55918-F5591804_sp07-236.dat,9.532705,1.993558,9.892461,2.203951,9.304575,1.939702,11.813349,2.275617,4.079338,0.584253,9.598518,1.4679785300886556,0.5043063990629377,0.46758998050943,-0.8972046044124367,0.0112383137781434,7283.961693224831,-0.7026287078516322
spec-55918-F5591804_sp12-056_noise_ver_000.dat,spec-55918-F5591804_sp12-056.dat,-1e-06,-inf,10.300271,1.770122,9.972641,1.816793,12.994639,3.410745,0.416614,1.418892,10.136456,1.2682733045102108,0.4960091841472101,0.50226698578052,-999.0,-999.0,-999.0,-1320.001093339772
spec-55918-F5591807_sp03-084_noise_ver_000.dat,spec-55918-F5591807_sp03-084.dat,5.18757,1.881052,5.462325,1.126928,6.087973,1.677162,8.091976,1.619063,3.667213,1.230456,5.775149,1.010301822653508,0.4852911630193503,0.49443797687336,-1.710947533516776,0.0101464586376558,6546.959692809138,-1.7782391579224979
spec-55918-F5591807_sp10-069_noise_ver_000.dat,spec-55918-F5591807_sp10-069.dat,5.138188,1.613847,7.02874,1.719988,6.890192,1.694262,9.305011,2.256031,3.152568,1.307368,6.959466,1.207153930199873,0.4934698385557325,0.49763346358008,-1.6694036142818909,0.0101140612840377,6775.251546963501,-1.7233261478455608
spec-55919-B5591906_sp02-043_noise_ver_000.dat,spec-55919-B5591906_sp02-043.dat,4.71324,2.607051,8.690586,4.678168,3.43966,1.951311,8.722212,2.800629,6.08312,2.286008,6.065123,2.534406757751457,0.5486136232303946,0.53829332303848,-1.068756441685421,0.009192062868849,6602.855793360391,-0.9293869902280789
spec-55919-B5591906_sp15-196_noise_ver_000.dat,spec-55919-B5591906_sp15-196.dat,5.682899,1.630994,5.32595,1.334689,5.631435,1.45222,7.090393,2.198507,5.319542,1.448496,5.478692499999999,0.98619694472263,0.484289670183444,0.50349695234576,-1.3478497928972,0.009910495451019,6489.814009633846,-1.2982943126414404
spec-55919-F5591903_sp10-165_noise_ver_000.dat,spec-55919-F5591903_sp10-165.dat,5.915181,1.823397,6.863797,1.372822,7.333906,1.738238,8.930789,1.683762,3.531455,0.615655,7.0988515,1.107487199511579,0.4893289539991394,0.46889464913805,-1.5253639561802996,0.0100292202671991,6802.119838339233,-1.532933634513085
